Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,EUM,Game Score,Team Indicator,Play,Period
01:55,,,,,"SUB OUT by SCHATTIE,JOSH",,,"SUB OUT by SCHATTIE,JOSH",2
01:55,,,,,"SUB OUT by RAO,DAVIS",,,"SUB OUT by RAO,DAVIS",2
01:44,"MISS 3PTR by AVERY,ALEX",,,,,,,"MISS 3PTR by AVERY,ALEX",2
--,,,,,"REBOUND DEF by DAVIS,JAKE",,,"REBOUND DEF by DAVIS,JAKE",2
01:35,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
01:35,,59,,72 (+13),"GOOD FT by DAVIS,JAKE",EUM 59-72 (-13),,"GOOD FT by DAVIS,JAKE",2
01:35,,,,,"MISS FT by DAVIS,JAKE",,,"MISS FT by DAVIS,JAKE",2
--,"REBOUND DEF by MARSCHNER,BRENDAN",,,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",2
01:35,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
01:35,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
01:35,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
01:35,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
01:26,"GOOD JUMPER by THOMAS,LARRY(in the paint)",61,,72 (+11),,BSC 61-72 (-11),,"GOOD JUMPER by THOMAS,LARRY(in the paint)",2
01:20,,,,,"TURNOVER  by FOSTER,ALEX",,,"TURNOVER  by FOSTER,ALEX",2
01:14,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
01:13,,,,,"STEAL  by FOSTER,ALEX",,,"STEAL  by FOSTER,ALEX",2
01:07,,61,,74 (+13),"GOOD LAYUP by MOORE,MCPHERSON(fastbreak)(in the paint)",EUM 61-74 (-13),,"GOOD LAYUP by MOORE,MCPHERSON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FOSTER,ALEX",,,"ASSIST  by FOSTER,ALEX",2
00:49,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
00:45,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
00:45,,61,,75 (+14),"GOOD FT by TRAWICK,WILL",EUM 61-75 (-14),,"GOOD FT by TRAWICK,WILL",2
00:45,,61,,76 (+15),"GOOD FT by TRAWICK,WILL",EUM 61-76 (-15),,"GOOD FT by TRAWICK,WILL",2
00:39,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by SCHAMP,GRIFFIN",,,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",2
00:33,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
