Time Remaining,EU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:37,"GOOD LAYUP by FOSTER, ALEX(in the paint)",71,,76 (+5),,EU 71-76 (+5),,"GOOD LAYUP by FOSTER, ALEX(in the paint)",2
02:15,"FOUL  by FOSTER, ALEX",,,,,,,"FOUL  by FOSTER, ALEX",2
02:15,,71,,77 (+6),"GOOD FT by SCHAMP,GRIFFIN",BSC 71-77 (+6),,"GOOD FT by SCHAMP,GRIFFIN",2
02:15,,71,,78 (+7),"GOOD FT by SCHAMP,GRIFFIN",BSC 71-78 (+7),,"GOOD FT by SCHAMP,GRIFFIN",2
02:15,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
02:15,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
01:49,"MISS 3PTR by FOSTER, ALEX",,,,,,,"MISS 3PTR by FOSTER, ALEX",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
01:48,"FOUL  by DAVIS, JAKE",,,,,,,"FOUL  by DAVIS, JAKE",2
01:48,,71,,79 (+8),"GOOD FT by SCHAMP,GRIFFIN",BSC 71-79 (+8),,"GOOD FT by SCHAMP,GRIFFIN",2
01:48,,71,,80 (+9),"GOOD FT by SCHAMP,GRIFFIN",BSC 71-80 (+9),,"GOOD FT by SCHAMP,GRIFFIN",2
01:42,"GOOD LAYUP by FLORIN, MICHAEL(in the paint)",73,,80 (+7),,EU 73-80 (+7),,"GOOD LAYUP by FLORIN, MICHAEL(in the paint)",2
01:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:41,"SUB IN by TRAWICK, WILL",,,,,,,"SUB IN by TRAWICK, WILL",2
01:41,"SUB OUT by DAVIS, JAKE",,,,,,,"SUB OUT by DAVIS, JAKE",2
01:31,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",2
01:26,"FOUL  by TRAWICK, WILL",,,,,,,"FOUL  by TRAWICK, WILL",2
01:26,,73,,81 (+8),"GOOD FT by SCHAMP,GRIFFIN",BSC 73-81 (+8),,"GOOD FT by SCHAMP,GRIFFIN",2
01:26,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by RAO, DAVIS",,,,,,,"REBOUND DEF by RAO, DAVIS",2
01:26,"SUB IN by DAVIS, JAKE",,,,,,,"SUB IN by DAVIS, JAKE",2
01:26,"SUB OUT by TRAWICK, WILL",,,,,,,"SUB OUT by TRAWICK, WILL",2
01:19,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
01:19,"MISS FT by FLORIN, MICHAEL",,,,,,,"MISS FT by FLORIN, MICHAEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:19,"GOOD FT by FLORIN, MICHAEL",74,,81 (+7),,EU 74-81 (+7),,"GOOD FT by FLORIN, MICHAEL",2
01:19,"SUB IN by TRAWICK, WILL",,,,,,,"SUB IN by TRAWICK, WILL",2
01:19,"SUB IN by TERRY, JONATHAN",,,,,,,"SUB IN by TERRY, JONATHAN",2
01:19,"SUB OUT by DAVIS, JAKE",,,,,,,"SUB OUT by DAVIS, JAKE",2
01:19,"SUB OUT by FOSTER, ALEX",,,,,,,"SUB OUT by FOSTER, ALEX",2
01:11,"FOUL  by TRAWICK, WILL",,,,,,,"FOUL  by TRAWICK, WILL",2
01:11,,74,,82 (+8),"GOOD FT by HOLLAND,JASON",BSC 74-82 (+8),,"GOOD FT by HOLLAND,JASON",2
01:11,,74,,83 (+9),"GOOD FT by HOLLAND,JASON",BSC 74-83 (+9),,"GOOD FT by HOLLAND,JASON",2
01:11,"SUB IN by DAGUE, AUSTIN",,,,,,,"SUB IN by DAGUE, AUSTIN",2
01:11,"SUB IN by DAVIS, JAKE",,,,,,,"SUB IN by DAVIS, JAKE",2
01:11,"SUB IN by FOSTER, ALEX",,,,,,,"SUB IN by FOSTER, ALEX",2
01:11,"SUB OUT by SCHATTIE, JOSH",,,,,,,"SUB OUT by SCHATTIE, JOSH",2
01:11,"SUB OUT by TRAWICK, WILL",,,,,,,"SUB OUT by TRAWICK, WILL",2
01:11,"SUB OUT by TERRY, JONATHAN",,,,,,,"SUB OUT by TERRY, JONATHAN",2
01:05,"GOOD LAYUP by FLORIN, MICHAEL(in the paint)",76,,83 (+7),,EU 76-83 (+7),,"GOOD LAYUP by FLORIN, MICHAEL(in the paint)",2
01:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:01,"FOUL  by DAGUE, AUSTIN",,,,,,,"FOUL  by DAGUE, AUSTIN",2
01:01,,76,,84 (+8),"GOOD FT by THOMAS,LARRY",BSC 76-84 (+8),,"GOOD FT by THOMAS,LARRY",2
01:01,,76,,85 (+9),"GOOD FT by THOMAS,LARRY",BSC 76-85 (+9),,"GOOD FT by THOMAS,LARRY",2
00:55,"MISS 3PTR by FOSTER, ALEX",,,,,,,"MISS 3PTR by FOSTER, ALEX",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
00:52,"FOUL  by DAVIS, JAKE",,,,,,,"FOUL  by DAVIS, JAKE",2
00:52,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:52,,76,,86 (+10),"GOOD FT by SCHAMP,GRIFFIN",BSC 76-86 (+10),,"GOOD FT by SCHAMP,GRIFFIN",2
00:52,"SUB IN by SCHATTIE, JOSH",,,,,,,"SUB IN by SCHATTIE, JOSH",2
00:52,"SUB OUT by DAVIS, JAKE",,,,,,,"SUB OUT by DAVIS, JAKE",2
00:47,"MISS 3PTR by FLORIN, MICHAEL",,,,,,,"MISS 3PTR by FLORIN, MICHAEL",2
--,"REBOUND OFF by DAGUE, AUSTIN",,,,,,,"REBOUND OFF by DAGUE, AUSTIN",2
00:33,"MISS LAYUP by FLORIN, MICHAEL",,,,,,,"MISS LAYUP by FLORIN, MICHAEL",2
--,"REBOUND OFF by FOSTER, ALEX",,,,,,,"REBOUND OFF by FOSTER, ALEX",2
00:30,"MISS LAYUP by FOSTER, ALEX",,,,,,,"MISS LAYUP by FOSTER, ALEX",2
--,"REBOUND OFF by RAO, DAVIS",,,,,,,"REBOUND OFF by RAO, DAVIS",2
00:24,"TURNOVER  by SCHATTIE, JOSH",,,,,,,"TURNOVER  by SCHATTIE, JOSH",2
00:24,"FOUL  by FOSTER, ALEX",,,,,,,"FOUL  by FOSTER, ALEX",2
00:24,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:24,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,"REBOUND DEF by RAO, DAVIS",,,,,,,"REBOUND DEF by RAO, DAVIS",2
00:15,"MISS JUMPER by DAGUE, AUSTIN",,,,,,,"MISS JUMPER by DAGUE, AUSTIN",2
--,"REBOUND OFF by FOSTER, ALEX",,,,,,,"REBOUND OFF by FOSTER, ALEX",2
00:09,"TURNOVER  by FOSTER, ALEX",,,,,,,"TURNOVER  by FOSTER, ALEX",2
00:09,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",2
00:09,,76,,87 (+11),"GOOD FT by LEWIS,EVAN",BSC 76-87 (+11),,"GOOD FT by LEWIS,EVAN",2
00:09,,76,,88 (+12),"GOOD FT by LEWIS,EVAN",BSC 76-88 (+12),,"GOOD FT by LEWIS,EVAN",2
00:05,"MISS LAYUP by FLORIN, MICHAEL",,,,,,,"MISS LAYUP by FLORIN, MICHAEL",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
00:04,"FOUL  by SCHATTIE, JOSH",,,,,,,"FOUL  by SCHATTIE, JOSH",2
00:04,,76,,89 (+13),"GOOD FT by HOLLAND,JASON",BSC 76-89 (+13),,"GOOD FT by HOLLAND,JASON",2
00:04,,76,,90 (+14),"GOOD FT by HOLLAND,JASON",BSC 76-90 (+14),,"GOOD FT by HOLLAND,JASON",2
00:04,"SUB IN by TERRY, JONATHAN",,,,,,,"SUB IN by TERRY, JONATHAN",2
00:04,"SUB OUT by SCHATTIE, JOSH",,,,,,,"SUB OUT by SCHATTIE, JOSH",2
00:00,"MISS LAYUP by FOSTER, ALEX",,,,,,,"MISS LAYUP by FOSTER, ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
