Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,UT-DALLA,Game Score,Team Indicator,Play,Period
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:38,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:34,"FOUL  by JOHNSON,DAMECKO",,,,,,,"FOUL  by JOHNSON,DAMECKO",2
00:34,,,,,"MISS FT by CHUNG,PAYTON",,,"MISS FT by CHUNG,PAYTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:34,,60,,104 (+44),"GOOD FT by CHUNG,PAYTON",UT-DALLA 60-104 (-44),,"GOOD FT by CHUNG,PAYTON",2
00:13,"MISS 3PTR by JOHNSON,DAMECKO",,,,,,,"MISS 3PTR by JOHNSON,DAMECKO",2
--,,,,,"REBOUND DEF by CARLSON,JEREMIAH",,,"REBOUND DEF by CARLSON,JEREMIAH",2
00:04,,,,,"TURNOVER  by CARLSON,JEREMIAH",,,"TURNOVER  by CARLSON,JEREMIAH",2
00:01,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
00:01,,,,,"BLOCK  by CASTILLO,JORDAN",,,"BLOCK  by CASTILLO,JORDAN",2
--,,,,,"REBOUND DEF by EZEKWE,KAVIN",,,"REBOUND DEF by EZEKWE,KAVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
