Time Remaining,HANOVER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE,Game Score,Team Indicator,Play,Period
00:00,"SUB OUT by SMITH,COLIN",,,,,,,"SUB OUT by SMITH,COLIN",2
04:43,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",3
--,"REBOUND DEF by MUCHMORE,COREY",,,,,,,"REBOUND DEF by MUCHMORE,COREY",3
04:22,"MISS LAYUP by BILLUPS,VJ",,,,,,,"MISS LAYUP by BILLUPS,VJ",3
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",3
04:05,"FOUL  by MCKINNEY,WES",,,,,,,"FOUL  by MCKINNEY,WES",3
04:05,,71,,72 (+1),"GOOD FT by GRIFFIN,JAROD",CENTRE 71-72 (+1),,"GOOD FT by GRIFFIN,JAROD",3
04:05,,71,,73 (+2),"GOOD FT by GRIFFIN,JAROD",CENTRE 71-73 (+2),,"GOOD FT by GRIFFIN,JAROD",3
04:05,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",3
04:05,,,,,"SUB OUT by EBERT,CARSON",,,"SUB OUT by EBERT,CARSON",3
03:59,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",3
03:59,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",3
03:57,"MISS LAYUP by MUCHMORE,COREY",,,,,,,"MISS LAYUP by MUCHMORE,COREY",3
03:57,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",3
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
03:45,"GOOD LAYUP by BILLUPS,VJ(in the paint)",73,,73,,HANOVER 73-73 (0),,"GOOD LAYUP by BILLUPS,VJ(in the paint)",3
--,"ASSIST  by FAILS,CAMERON",,,,,,,"ASSIST  by FAILS,CAMERON",3
03:29,"SUB IN by FAILS,CAMERON",,,,,,,"SUB IN by FAILS,CAMERON",3
03:29,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",3
03:26,,73,,75 (+2),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE 73-75 (+2),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",3
03:11,"TURNOVER  by FAILS,CAMERON",,,,,,,"TURNOVER  by FAILS,CAMERON",3
03:10,,,,,"STEAL  by WESLEY,TYLER",,,"STEAL  by WESLEY,TYLER",3
02:48,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",3
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",3
02:37,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",3
02:37,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",3
02:22,"MISS LAYUP by MCKINNEY,WES",,,,,,,"MISS LAYUP by MCKINNEY,WES",3
02:22,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",3
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",3
02:00,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",3
--,"REBOUND DEF by MUCHMORE,COREY",,,,,,,"REBOUND DEF by MUCHMORE,COREY",3
01:52,"GOOD 3PTR by KLEUNEN,MICHAEL VAN",76 (+1),,75,,HANOVER 76-75 (-1),,"GOOD 3PTR by KLEUNEN,MICHAEL VAN",3
--,"ASSIST  by FAILS,CAMERON",,,,,,,"ASSIST  by FAILS,CAMERON",3
01:27,,76,,78 (+2),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE 76-78 (+2),,"GOOD 3PTR by GRIFFIN,JAROD",3
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",3
01:06,"TURNOVER  by BILLUPS,VJ",,,,,,,"TURNOVER  by BILLUPS,VJ",3
01:05,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",3
00:41,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",3
--,,,,,"REBOUND OFF by GUMP,MATT",,,"REBOUND OFF by GUMP,MATT",3
00:25,"FOUL  by FAILS,CAMERON",,,,,,,"FOUL  by FAILS,CAMERON",3
00:23,,76,,79 (+3),"GOOD FT by GRUBER,SAM",CENTRE 76-79 (+3),,"GOOD FT by GRUBER,SAM",3
00:23,,76,,80 (+4),"GOOD FT by GRUBER,SAM",CENTRE 76-80 (+4),,"GOOD FT by GRUBER,SAM",3
00:23,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",3
00:23,"SUB OUT by MUCHMORE,COREY",,,,,,,"SUB OUT by MUCHMORE,COREY",3
00:17,"GOOD LAYUP by FAILS,CAMERON(in the paint)",78,,80 (+2),,HANOVER 78-80 (+2),,"GOOD LAYUP by FAILS,CAMERON(in the paint)",3
00:15,"SUB IN by WHITE,NICK",,,,,,,"SUB IN by WHITE,NICK",3
00:15,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",3
00:08,"FOUL  by FAILS,CAMERON",,,,,,,"FOUL  by FAILS,CAMERON",3
00:08,,78,,81 (+3),"GOOD FT by GUMP,MATT",CENTRE 78-81 (+3),,"GOOD FT by GUMP,MATT",3
00:08,,78,,82 (+4),"GOOD FT by GUMP,MATT",CENTRE 78-82 (+4),,"GOOD FT by GUMP,MATT",3
00:08,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",3
00:08,"SUB OUT by WHITE,NICK",,,,,,,"SUB OUT by WHITE,NICK",3
00:05,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",3
00:05,"GOOD FT by FAILS,CAMERON",79,,82 (+3),,HANOVER 79-82 (+3),,"GOOD FT by FAILS,CAMERON",3
00:05,"GOOD FT by FAILS,CAMERON",80,,82 (+2),,HANOVER 80-82 (+2),,"GOOD FT by FAILS,CAMERON",3
00:05,"SUB IN by BINGHAM,EVAN",,,,,,,"SUB IN by BINGHAM,EVAN",3
00:05,"SUB IN by BUCK,LEVI",,,,,,,"SUB IN by BUCK,LEVI",3
00:05,"SUB OUT by BILLUPS,VJ",,,,,,,"SUB OUT by BILLUPS,VJ",3
00:05,"SUB OUT by KLEUNEN,MICHAEL VAN",,,,,,,"SUB OUT by KLEUNEN,MICHAEL VAN",3
00:04,,80,,83 (+3),"GOOD FT by GUMP,MATT",CENTRE 80-83 (+3),,"GOOD FT by GUMP,MATT",3
00:04,"MISS 3PTR by FAILS,CAMERON",,,,,,,"MISS 3PTR by FAILS,CAMERON",3
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",3
00:04,"SUB IN by SMITH,COLIN",,,,,,,"SUB IN by SMITH,COLIN",3
00:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:03,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",3
00:03,,80,,84 (+4),"GOOD FT by GUMP,MATT",CENTRE 80-84 (+4),,"GOOD FT by GUMP,MATT",3
00:01,"MISS 3PTR by FAILS,CAMERON",,,,,,,"MISS 3PTR by FAILS,CAMERON",3
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",3
00:00,"SUB OUT by BINGHAM,EVAN",,,,,,,"SUB OUT by BINGHAM,EVAN",3
00:00,"SUB OUT by MCKINNEY,WES",,,,,,,"SUB OUT by MCKINNEY,WES",3
00:00,"SUB OUT by BUCK,LEVI",,,,,,,"SUB OUT by BUCK,LEVI",3
00:00,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",3
00:00,"SUB OUT by FAILS,CAMERON",,,,,,,"SUB OUT by FAILS,CAMERON",3
