Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
00:29,"GOOD FT by MARDER,NICK",71 (+6),,65,,BCM 71-65 (-6),,"GOOD FT by MARDER,NICK",2
00:20,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND DEF by SCHERRMAN,BLAKE",,,,,,,"REBOUND DEF by SCHERRMAN,BLAKE",2
00:16,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
00:16,"GOOD FT by SCHERRMAN,BLAKE",72 (+7),,65,,BCM 72-65 (-7),,"GOOD FT by SCHERRMAN,BLAKE",2
00:16,"GOOD FT by SCHERRMAN,BLAKE",73 (+8),,65,,BCM 73-65 (-8),,"GOOD FT by SCHERRMAN,BLAKE",2
00:10,,73 (+5),,68,"GOOD 3PTR by STEELE,AARON",HC 73-68 (-5),,"GOOD 3PTR by STEELE,AARON",2
--,,,,,"ASSIST  by BRADY,RYAN",,,"ASSIST  by BRADY,RYAN",2
00:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:07,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",2
00:07,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
00:05,,,,,"FOUL  by NOTLEY,CHANDLER",,,"FOUL  by NOTLEY,CHANDLER",2
00:05,"GOOD FT by MARDER,NICK",74 (+6),,68,,BCM 74-68 (-6),,"GOOD FT by MARDER,NICK",2
00:05,"GOOD FT by MARDER,NICK",75 (+7),,68,,BCM 75-68 (-7),,"GOOD FT by MARDER,NICK",2
00:01,,75 (+4),,71,"GOOD 3PTR by NIKOLOVSKI,DREW(fastbreak)",HC 75-71 (-4),,"GOOD 3PTR by NIKOLOVSKI,DREW(fastbreak)",2
