Time Remaining,LCM,Away Team Score,Play Team Indicator,Home Team Score,RCM,Game Score,Team Indicator,Play,Period
08:11,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
08:11,"SUB IN by MCCALLUM,JALEN",,,,,,,"SUB IN by MCCALLUM,JALEN",2
08:11,"SUB IN by BISHOP,GARY",,,,,,,"SUB IN by BISHOP,GARY",2
08:11,"SUB OUT by ADEDOYIN,ELIJAH",,,,,,,"SUB OUT by ADEDOYIN,ELIJAH",2
08:11,"SUB OUT by WAGNER,STEPHEN",,,,,,,"SUB OUT by WAGNER,STEPHEN",2
08:11,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
08:11,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
07:56,"GOOD LAYUP by BISHOP,GARY(in the paint)",68 (+9),,59,,LCM 68-59 (-9),,"GOOD LAYUP by BISHOP,GARY(in the paint)",2
07:36,,68 (+7),,61,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RCM 68-61 (-7),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
07:11,"MISS JUMPER by MCCRAY,JAMISON",,,,,,,"MISS JUMPER by MCCRAY,JAMISON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:08,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:08,"SUB IN by MCCRAY,JAMISON",,,,,,,"SUB IN by MCCRAY,JAMISON",2
07:08,"SUB OUT by SHEPHERD,DREW",,,,,,,"SUB OUT by SHEPHERD,DREW",2
07:08,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
07:08,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
06:50,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND OFF by JAMES,MAC",,,"REBOUND OFF by JAMES,MAC",2
06:44,,68 (+5),,63,"GOOD JUMPER by JAMES,MAC",RCM 68-63 (-5),,"GOOD JUMPER by JAMES,MAC",2
06:24,"GOOD JUMPER by ANDERSON,LINCOLN",70 (+7),,63,,LCM 70-63 (-7),,"GOOD JUMPER by ANDERSON,LINCOLN",2
06:11,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",2
06:11,"BLOCK  by MCCALLUM,JALEN",,,,,,,"BLOCK  by MCCALLUM,JALEN",2
--,"REBOUND DEF by MCCALLUM,JALEN",,,,,,,"REBOUND DEF by MCCALLUM,JALEN",2
06:02,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:02,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
05:46,"TURNOVER  by BISHOP,GARY",,,,,,,"TURNOVER  by BISHOP,GARY",2
05:46,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
05:46,,,,,"SUB IN by GUEST,TYLER",,,"SUB IN by GUEST,TYLER",2
05:46,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
05:42,,,,,"MISS 3PTR by GUEST,TYLER",,,"MISS 3PTR by GUEST,TYLER",2
05:42,"BLOCK  by MCCALLUM,JALEN",,,,,,,"BLOCK  by MCCALLUM,JALEN",2
--,"REBOUND DEF by MCCRAY,JAMISON",,,,,,,"REBOUND DEF by MCCRAY,JAMISON",2
05:18,"TURNOVER  by CAMERON,JULIAN",,,,,,,"TURNOVER  by CAMERON,JULIAN",2
05:18,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
05:18,"FOUL  by BISHOP,GARY",,,,,,,"FOUL  by BISHOP,GARY",2
05:18,"FOUL  by BISHOP,GARY",,,,,,,"FOUL  by BISHOP,GARY",2
05:18,,70 (+6),,64,"GOOD FT by GUEST,TYLER",RCM 70-64 (-6),,"GOOD FT by GUEST,TYLER",2
05:18,,,,,"MISS FT by GUEST,TYLER",,,"MISS FT by GUEST,TYLER",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
05:15,,70 (+3),,67,"GOOD 3PTR by DARST,DANIEL",RCM 70-67 (-3),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
04:55,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
04:55,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
04:55,"GOOD FT by ANDERSON,LINCOLN",71 (+4),,67,,LCM 71-67 (-4),,"GOOD FT by ANDERSON,LINCOLN",2
04:55,"MISS FT by ANDERSON,LINCOLN",,,,,,,"MISS FT by ANDERSON,LINCOLN",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
04:48,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by MCCALLUM,JALEN",,,,,,,"REBOUND DEF by MCCALLUM,JALEN",2
04:16,"MISS JUMPER by BISHOP,GARY",,,,,,,"MISS JUMPER by BISHOP,GARY",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
04:04,,71 (+2),,69,"GOOD JUMPER by BERRY,BRYCE(in the paint)",RCM 71-69 (-2),,"GOOD JUMPER by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
03:48,"TURNOVER  by MCCRAY,JAMISON",,,,,,,"TURNOVER  by MCCRAY,JAMISON",2
03:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:48,"SUB IN by WAGNER,STEPHEN",,,,,,,"SUB IN by WAGNER,STEPHEN",2
03:48,"SUB OUT by BISHOP,GARY",,,,,,,"SUB OUT by BISHOP,GARY",2
03:19,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND DEF by ANDERSON,LINCOLN",,,,,,,"REBOUND DEF by ANDERSON,LINCOLN",2
03:06,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
03:06,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
03:06,"MISS FT by WAGNER,STEPHEN",,,,,,,"MISS FT by WAGNER,STEPHEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:06,"GOOD FT by WAGNER,STEPHEN",72 (+3),,69,,LCM 72-69 (-3),,"GOOD FT by WAGNER,STEPHEN",2
03:06,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
03:06,,,,,"SUB OUT by GUEST,TYLER",,,"SUB OUT by GUEST,TYLER",2
02:55,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:44,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",2
02:44,"BLOCK  by CAMERON,JULIAN",,,,,,,"BLOCK  by CAMERON,JULIAN",2
--,"REBOUND DEF by MCCALLUM,JALEN",,,,,,,"REBOUND DEF by MCCALLUM,JALEN",2
02:32,"GOOD JUMPER by MCCRAY,JAMISON(in the paint)",74 (+5),,69,,LCM 74-69 (-5),,"GOOD JUMPER by MCCRAY,JAMISON(in the paint)",2
02:16,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by MCCRAY,JAMISON",,,,,,,"REBOUND DEF by MCCRAY,JAMISON",2
02:09,"TURNOVER  by CAMERON,JULIAN",,,,,,,"TURNOVER  by CAMERON,JULIAN",2
02:09,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
01:59,,74 (+2),,72,"GOOD 3PTR by BERRY,BRYCE",RCM 74-72 (-2),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
01:45,"GOOD LAYUP by MCCALLUM,JALEN(in the paint)",76 (+4),,72,,LCM 76-72 (-4),,"GOOD LAYUP by MCCALLUM,JALEN(in the paint)",2
--,"ASSIST  by CAMERON,JULIAN",,,,,,,"ASSIST  by CAMERON,JULIAN",2
01:30,"FOUL  by MCCALLUM,JALEN",,,,,,,"FOUL  by MCCALLUM,JALEN",2
01:30,"FOUL  by MCCALLUM,JALEN",,,,,,,"FOUL  by MCCALLUM,JALEN",2
01:30,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:30,,76 (+3),,73,"GOOD FT by WEATHERFORD,MITCH",RCM 76-73 (-3),,"GOOD FT by WEATHERFORD,MITCH",2
01:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:30,"SUB IN by BISHOP,GARY",,,,,,,"SUB IN by BISHOP,GARY",2
01:30,"SUB OUT by WAGNER,STEPHEN",,,,,,,"SUB OUT by WAGNER,STEPHEN",2
01:01,"GOOD LAYUP by MCCALLUM,JALEN(in the paint)",78 (+5),,73,,LCM 78-73 (-5),,"GOOD LAYUP by MCCALLUM,JALEN(in the paint)",2
--,"ASSIST  by MCCRAY,JAMISON",,,,,,,"ASSIST  by MCCRAY,JAMISON",2
00:48,,78 (+3),,75,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RCM 78-75 (-3),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
00:23,"MISS JUMPER by MCCRAY,JAMISON",,,,,,,"MISS JUMPER by MCCRAY,JAMISON",2
00:23,,,,,"BLOCK  by GIROUX,PRESTON",,,"BLOCK  by GIROUX,PRESTON",2
--,"REBOUND OFF by MCCRAY,JAMISON",,,,,,,"REBOUND OFF by MCCRAY,JAMISON",2
00:22,"TURNOVER  by MCCRAY,JAMISON",,,,,,,"TURNOVER  by MCCRAY,JAMISON",2
00:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:10,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
00:10,,78 (+1),,77,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RCM 78-77 (-1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
00:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:06,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
00:06,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
00:06,"GOOD FT by BISHOP,GARY",79 (+2),,77,,LCM 79-77 (-2),,"GOOD FT by BISHOP,GARY",2
00:06,"GOOD FT by BISHOP,GARY",80 (+3),,77,,LCM 80-77 (-3),,"GOOD FT by BISHOP,GARY",2
00:06,"SUB IN by ADEDOYIN,ELIJAH",,,,,,,"SUB IN by ADEDOYIN,ELIJAH",2
00:06,"SUB OUT by MCCRAY,JAMISON",,,,,,,"SUB OUT by MCCRAY,JAMISON",2
00:06,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
00:06,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
00:06,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
00:06,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
00:01,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
00:01,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:01,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
00:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
