Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,OCCIDENT,Game Score,Team Indicator,Play,Period
02:01,"GOOD FT by LOVE,KERRY",63,,87 (+24),,RHODES 63-87 (-24),,"GOOD FT by LOVE,KERRY",2
02:01,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",2
--,,,,,"REBOUND DEF by DARGAN,CONNOR",,,"REBOUND DEF by DARGAN,CONNOR",2
02:01,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
02:01,"SUB OUT by GUEST,TYLER",,,,,,,"SUB OUT by GUEST,TYLER",2
02:01,,,,,"SUB IN by RUOTOLO,BRANDON",,,"SUB IN by RUOTOLO,BRANDON",2
02:01,,,,,"SUB OUT by SWEENEY,TYLER",,,"SUB OUT by SWEENEY,TYLER",2
01:47,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
01:47,,63,,88 (+25),"GOOD FT by WHEALDON,RUSSELL",OCCIDENT 63-88 (-25),,"GOOD FT by WHEALDON,RUSSELL",2
01:47,,63,,89 (+26),"GOOD FT by WHEALDON,RUSSELL",OCCIDENT 63-89 (-26),,"GOOD FT by WHEALDON,RUSSELL",2
01:33,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",65,,89 (+24),,RHODES 65-89 (-24),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
--,"ASSIST  by SHEN,KEVIN",,,,,,,"ASSIST  by SHEN,KEVIN",2
01:19,,,,,"TURNOVER  by NISHI,FORREST",,,"TURNOVER  by NISHI,FORREST",2
01:19,,,,,"FOUL  by NISHI,FORREST",,,"FOUL  by NISHI,FORREST",2
01:06,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by RUOTOLO,BRANDON",,,"REBOUND DEF by RUOTOLO,BRANDON",2
01:00,,,,,"MISS 3PTR by WHEALDON,RUSSELL",,,"MISS 3PTR by WHEALDON,RUSSELL",2
--,,,,,"REBOUND OFF by WHEALDON,RUSSELL",,,"REBOUND OFF by WHEALDON,RUSSELL",2
00:55,,65,,91 (+26),"GOOD JUMPER by WHEALDON,RUSSELL",OCCIDENT 65-91 (-26),,"GOOD JUMPER by WHEALDON,RUSSELL",2
00:46,,,,,"FOUL  by NISHI,FORREST",,,"FOUL  by NISHI,FORREST",2
00:46,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:46,"GOOD FT by LOVE,KERRY",66,,91 (+25),,RHODES 66-91 (-25),,"GOOD FT by LOVE,KERRY",2
00:20,,,,,"MISS JUMPER by RUOTOLO,BRANDON",,,"MISS JUMPER by RUOTOLO,BRANDON",2
--,"REBOUND DEF by LOVE,KERRY",,,,,,,"REBOUND DEF by LOVE,KERRY",2
00:06,"MISS LAYUP by SHEN,KEVIN",,,,,,,"MISS LAYUP by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by DARGAN,CONNOR",,,"REBOUND DEF by DARGAN,CONNOR",2
