Time Remaining,HPU,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
08:15,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
08:15,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
08:09,,86,,109 (+23),"GOOD LAYUP by LOVE,KERRY(in the paint)",RHODES 86-109 (+23),,"GOOD LAYUP by LOVE,KERRY(in the paint)",2
08:09,"FOUL  by RANDALL,KHYCE",,,,,,,"FOUL  by RANDALL,KHYCE",2
08:09,,86,,110 (+24),"GOOD FT by LOVE,KERRY",RHODES 86-110 (+24),,"GOOD FT by LOVE,KERRY",2
08:06,"MISS JUMPER by COOPER,DRAKE",,,,,,,"MISS JUMPER by COOPER,DRAKE",2
--,,,,,"REBOUND DEF by FERIA,NICK DE",,,"REBOUND DEF by FERIA,NICK DE",2
07:58,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",2
--,"REBOUND DEF by COLE,SHADD",,,,,,,"REBOUND DEF by COLE,SHADD",2
07:51,"GOOD JUMPER by AGUERO,TIMOTHY(fastbreak)(in the paint)",88,,110 (+22),,HPU 88-110 (+22),,"GOOD JUMPER by AGUERO,TIMOTHY(fastbreak)(in the paint)",2
07:43,,88,,112 (+24),"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",RHODES 88-112 (+24),,"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
07:30,"GOOD LAYUP by RANDALL,KHYCE(fastbreak)(in the paint)",90,,112 (+22),,HPU 90-112 (+22),,"GOOD LAYUP by RANDALL,KHYCE(fastbreak)(in the paint)",2
--,"ASSIST  by JONES,JAVARIS",,,,,,,"ASSIST  by JONES,JAVARIS",2
07:17,,,,,"MISS JUMPER by MCINTYRE,WILLIAM",,,"MISS JUMPER by MCINTYRE,WILLIAM",2
--,,,,,"REBOUND OFF by MCINTYRE,WILLIAM",,,"REBOUND OFF by MCINTYRE,WILLIAM",2
07:01,,90,,114 (+24),"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 90-114 (+24),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
06:52,"TURNOVER  by RANDALL,KHYCE",,,,,,,"TURNOVER  by RANDALL,KHYCE",2
06:50,,,,,"STEAL  by LOVE,KERRY",,,"STEAL  by LOVE,KERRY",2
06:41,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,"REBOUND DEF by RANDALL,KHYCE",,,,,,,"REBOUND DEF by RANDALL,KHYCE",2
06:33,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
06:33,"MISS FT by RANDALL,KHYCE",,,,,,,"MISS FT by RANDALL,KHYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:33,"GOOD FT by RANDALL,KHYCE",91,,114 (+23),,HPU 91-114 (+23),,"GOOD FT by RANDALL,KHYCE",2
06:33,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
06:33,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
06:33,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
06:33,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:33,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
06:33,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
06:33,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
06:33,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
06:33,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
06:33,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
06:21,,91,,117 (+26),"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 91-117 (+26),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
06:07,"GOOD LAYUP by RANDALL,KHYCE(fastbreak)(in the paint)",93,,117 (+24),,HPU 93-117 (+24),,"GOOD LAYUP by RANDALL,KHYCE(fastbreak)(in the paint)",2
--,"ASSIST  by AGUERO,TIMOTHY",,,,,,,"ASSIST  by AGUERO,TIMOTHY",2
05:55,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,"REBOUND DEF by COLE,SHADD",,,,,,,"REBOUND DEF by COLE,SHADD",2
05:42,"MISS 3PTR by RANDALL,KHYCE",,,,,,,"MISS 3PTR by RANDALL,KHYCE",2
--,"REBOUND OFF by COOPER,DRAKE",,,,,,,"REBOUND OFF by COOPER,DRAKE",2
05:35,"GOOD LAYUP by COOPER,DRAKE(in the paint)",95,,117 (+22),,HPU 95-117 (+22),,"GOOD LAYUP by COOPER,DRAKE(in the paint)",2
05:20,,95,,120 (+25),"GOOD 3PTR by WEATHERFORD,MITCH",RHODES 95-120 (+25),,"GOOD 3PTR by WEATHERFORD,MITCH",2
05:05,"GOOD LAYUP by RANDALL,KHYCE(fastbreak)(in the paint)",97,,120 (+23),,HPU 97-120 (+23),,"GOOD LAYUP by RANDALL,KHYCE(fastbreak)(in the paint)",2
--,"ASSIST  by AGUERO,TIMOTHY",,,,,,,"ASSIST  by AGUERO,TIMOTHY",2
04:52,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
04:51,"STEAL  by RANDALL,KHYCE",,,,,,,"STEAL  by RANDALL,KHYCE",2
04:49,"GOOD LAYUP by RANDALL,KHYCE(in the paint)",99,,120 (+21),,HPU 99-120 (+21),,"GOOD LAYUP by RANDALL,KHYCE(in the paint)",2
04:37,,99,,122 (+23),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 99-122 (+23),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
04:20,"TURNOVER  by AGUERO,TIMOTHY",,,,,,,"TURNOVER  by AGUERO,TIMOTHY",2
04:17,,99,,124 (+25),"GOOD JUMPER by GALVIN,OWEN",RHODES 99-124 (+25),,"GOOD JUMPER by GALVIN,OWEN",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
04:12,"MISS JUMPER by AGUERO,TIMOTHY",,,,,,,"MISS JUMPER by AGUERO,TIMOTHY",2
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",2
04:11,"FOUL  by RANDALL,KHYCE",,,,,,,"FOUL  by RANDALL,KHYCE",2
04:11,"SUB IN by HASTINGS,CODY",,,,,,,"SUB IN by HASTINGS,CODY",2
04:11,"SUB IN by TAYLOR,JOSHUA",,,,,,,"SUB IN by TAYLOR,JOSHUA",2
04:11,"SUB IN by DAVIS,TALEN",,,,,,,"SUB IN by DAVIS,TALEN",2
04:11,"SUB IN by FARMER,DARREN",,,,,,,"SUB IN by FARMER,DARREN",2
04:11,"SUB IN by HURD,DE'MARCUS",,,,,,,"SUB IN by HURD,DE'MARCUS",2
04:11,"SUB OUT by COLE,SHADD",,,,,,,"SUB OUT by COLE,SHADD",2
04:11,"SUB OUT by COOPER,DRAKE",,,,,,,"SUB OUT by COOPER,DRAKE",2
04:11,"SUB OUT by JONES,JAVARIS",,,,,,,"SUB OUT by JONES,JAVARIS",2
04:11,"SUB OUT by RANDALL,KHYCE",,,,,,,"SUB OUT by RANDALL,KHYCE",2
04:11,"SUB OUT by AGUERO,TIMOTHY",,,,,,,"SUB OUT by AGUERO,TIMOTHY",2
04:11,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
04:11,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
04:11,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
04:11,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
04:11,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
04:11,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
04:11,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
04:11,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
04:11,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
04:11,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
03:57,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by ROTEMAN,EVAN",,,"REBOUND OFF by ROTEMAN,EVAN",2
03:52,,,,,"TURNOVER  by ROTEMAN,EVAN",,,"TURNOVER  by ROTEMAN,EVAN",2
03:51,"STEAL  by HASTINGS,CODY",,,,,,,"STEAL  by HASTINGS,CODY",2
03:48,"GOOD LAYUP by FARMER,DARREN(fastbreak)(in the paint)",101,,124 (+23),,HPU 101-124 (+23),,"GOOD LAYUP by FARMER,DARREN(fastbreak)(in the paint)",2
--,"ASSIST  by HASTINGS,CODY",,,,,,,"ASSIST  by HASTINGS,CODY",2
03:34,,101,,127 (+26),"GOOD 3PTR by ROTEMAN,EVAN",RHODES 101-127 (+26),,"GOOD 3PTR by ROTEMAN,EVAN",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
03:18,"TURNOVER  by TAYLOR,JOSHUA",,,,,,,"TURNOVER  by TAYLOR,JOSHUA",2
03:18,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:18,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
03:18,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
03:18,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
03:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
03:18,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
03:18,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
03:18,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
03:18,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
03:18,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:18,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
03:06,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,"REBOUND DEF by HASTINGS,CODY",,,,,,,"REBOUND DEF by HASTINGS,CODY",2
02:54,"TURNOVER  by TAYLOR,JOSHUA",,,,,,,"TURNOVER  by TAYLOR,JOSHUA",2
02:52,,,,,"STEAL  by FERIA,NICK DE",,,"STEAL  by FERIA,NICK DE",2
02:50,,101,,129 (+28),"GOOD LAYUP by SAMSON,VAUGHN(fastbreak)(in the paint)",RHODES 101-129 (+28),,"GOOD LAYUP by SAMSON,VAUGHN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FERIA,NICK DE",,,"ASSIST  by FERIA,NICK DE",2
02:36,"TURNOVER  by HURD,DE'MARCUS",,,,,,,"TURNOVER  by HURD,DE'MARCUS",2
02:36,,,,,"SUB IN by MINX,COLIN",,,"SUB IN by MINX,COLIN",2
02:36,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
02:36,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
02:36,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
02:36,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
02:36,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
02:36,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
02:36,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
02:36,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
02:36,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
02:22,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by DALTON,PRICE",,,"REBOUND OFF by DALTON,PRICE",2
02:18,,101,,131 (+30),"GOOD LAYUP by DALTON,PRICE(in the paint)",RHODES 101-131 (+30),,"GOOD LAYUP by DALTON,PRICE(in the paint)",2
02:03,"TURNOVER  by HASTINGS,CODY",,,,,,,"TURNOVER  by HASTINGS,CODY",2
02:03,"SUB IN by RANDALL,KHYCE",,,,,,,"SUB IN by RANDALL,KHYCE",2
02:03,"SUB IN by COLE,SHADD",,,,,,,"SUB IN by COLE,SHADD",2
02:03,"SUB OUT by HASTINGS,CODY",,,,,,,"SUB OUT by HASTINGS,CODY",2
02:03,"SUB OUT by TAYLOR,JOSHUA",,,,,,,"SUB OUT by TAYLOR,JOSHUA",2
02:03,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
02:03,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
01:59,,,,,"TURNOVER  by ROTEMAN,EVAN",,,"TURNOVER  by ROTEMAN,EVAN",2
01:57,"STEAL  by FARMER,DARREN",,,,,,,"STEAL  by FARMER,DARREN",2
01:57,,,,,"FOUL  by MINX,COLIN",,,"FOUL  by MINX,COLIN",2
01:57,"GOOD FT by FARMER,DARREN",102,,131 (+29),,HPU 102-131 (+29),,"GOOD FT by FARMER,DARREN",2
01:57,"GOOD FT by FARMER,DARREN",103,,131 (+28),,HPU 103-131 (+28),,"GOOD FT by FARMER,DARREN",2
01:50,,103,,133 (+30),"GOOD LAYUP by DALTON,PRICE(fastbreak)(in the paint)",RHODES 103-133 (+30),,"GOOD LAYUP by DALTON,PRICE(fastbreak)(in the paint)",2
01:41,"TURNOVER  by COLE,SHADD",,,,,,,"TURNOVER  by COLE,SHADD",2
01:41,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
01:41,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
01:41,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
01:41,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
01:41,,,,,"SUB OUT by MINX,COLIN",,,"SUB OUT by MINX,COLIN",2
01:41,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
01:41,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
01:41,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
01:24,,,,,"MISS 3PTR by ROTEMAN,EVAN",,,"MISS 3PTR by ROTEMAN,EVAN",2
--,,,,,"REBOUND OFF by EVANS,ANDREW",,,"REBOUND OFF by EVANS,ANDREW",2
01:18,,103,,135 (+32),"GOOD LAYUP by EVANS,ANDREW(in the paint)",RHODES 103-135 (+32),,"GOOD LAYUP by EVANS,ANDREW(in the paint)",2
01:10,"GOOD LAYUP by RANDALL,KHYCE(in the paint)",105,,135 (+30),,HPU 105-135 (+30),,"GOOD LAYUP by RANDALL,KHYCE(in the paint)",2
00:59,,105,,138 (+33),"GOOD 3PTR by SAMSON,VAUGHN",RHODES 105-138 (+33),,"GOOD 3PTR by SAMSON,VAUGHN",2
00:51,"TURNOVER  by RANDALL,KHYCE",,,,,,,"TURNOVER  by RANDALL,KHYCE",2
00:50,,,,,"STEAL  by EVANS,ANDREW",,,"STEAL  by EVANS,ANDREW",2
00:48,,105,,141 (+36),"GOOD 3PTR by SAMSON,VAUGHN",RHODES 105-141 (+36),,"GOOD 3PTR by SAMSON,VAUGHN",2
00:40,"TURNOVER  by RANDALL,KHYCE",,,,,,,"TURNOVER  by RANDALL,KHYCE",2
00:40,,,,,"STEAL  by EVANS,ANDREW",,,"STEAL  by EVANS,ANDREW",2
00:28,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND OFF by SWIFT,DJ",,,"REBOUND OFF by SWIFT,DJ",2
00:24,,,,,"MISS JUMPER by SWIFT,DJ",,,"MISS JUMPER by SWIFT,DJ",2
--,"REBOUND DEF by HURD,DE'MARCUS",,,,,,,"REBOUND DEF by HURD,DE'MARCUS",2
00:20,"GOOD LAYUP by FARMER,DARREN(fastbreak)(in the paint)",107,,141 (+34),,HPU 107-141 (+34),,"GOOD LAYUP by FARMER,DARREN(fastbreak)(in the paint)",2
--,"ASSIST  by HURD,DE'MARCUS",,,,,,,"ASSIST  by HURD,DE'MARCUS",2
00:13,"FOUL  by RANDALL,KHYCE",,,,,,,"FOUL  by RANDALL,KHYCE",2
00:13,"SUB IN by JONES,JAVARIS",,,,,,,"SUB IN by JONES,JAVARIS",2
00:13,"SUB OUT by RANDALL,KHYCE",,,,,,,"SUB OUT by RANDALL,KHYCE",2
