Time Remaining,VCMB1718,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
17:57,"MISS FT by GRINDE,PAUL",,,,,,,"MISS FT by GRINDE,PAUL",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
17:57,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
17:57,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
17:57,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
17:57,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
17:57,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
17:57,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
17:57,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
17:57,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
17:57,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:57,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
17:36,,,,,"TURNOVER  by SAMSON,VAUGHN",,,"TURNOVER  by SAMSON,VAUGHN",2
17:35,"SUB IN by BROMFELD,ZACH",,,,,,,"SUB IN by BROMFELD,ZACH",2
17:35,"SUB OUT by GRINDE,PAUL",,,,,,,"SUB OUT by GRINDE,PAUL",2
17:18,"MISS 3PTR by TEBAY,LANCE",,,,,,,"MISS 3PTR by TEBAY,LANCE",2
--,"REBOUND OFF by MURRAY,OWEN",,,,,,,"REBOUND OFF by MURRAY,OWEN",2
17:10,"TURNOVER  by TEBAY,LANCE",,,,,,,"TURNOVER  by TEBAY,LANCE",2
17:09,,,,,"STEAL  by FERIA,NICK DE",,,"STEAL  by FERIA,NICK DE",2
16:59,,59,,62 (+3),"GOOD 3PTR by EVANS,ANDREW",RHODES 59-62 (+3),,"GOOD 3PTR by EVANS,ANDREW",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
16:47,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
16:47,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
16:47,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:47,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
16:47,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
16:47,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
16:47,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
16:47,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
16:47,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
16:47,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:44,"TURNOVER  by BROMFELD,ZACH",,,,,,,"TURNOVER  by BROMFELD,ZACH",2
16:42,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
16:38,,59,,64 (+5),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 59-64 (+5),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
16:28,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",2
16:27,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
16:22,"FOUL  by TEBAY,LANCE",,,,,,,"FOUL  by TEBAY,LANCE",2
16:22,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:22,,59,,65 (+6),"GOOD FT by GIROUX,PRESTON",RHODES 59-65 (+6),,"GOOD FT by GIROUX,PRESTON",2
16:22,"SUB IN by GETTINGS,HUNTER",,,,,,,"SUB IN by GETTINGS,HUNTER",2
16:22,"SUB OUT by BROMFELD,ZACH",,,,,,,"SUB OUT by BROMFELD,ZACH",2
16:12,"MISS JUMPER by SEFF,ALEX",,,,,,,"MISS JUMPER by SEFF,ALEX",2
--,"REBOUND OFF by MURRAY,OWEN",,,,,,,"REBOUND OFF by MURRAY,OWEN",2
16:09,"TURNOVER  by MURRAY,OWEN",,,,,,,"TURNOVER  by MURRAY,OWEN",2
16:07,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
16:04,,59,,67 (+8),"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHODES 59-67 (+8),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
15:55,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
15:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:55,"MISS FT by TEBAY,LANCE",,,,,,,"MISS FT by TEBAY,LANCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:55,"GOOD FT by TEBAY,LANCE",60,,67 (+7),,VCMB1718 60-67 (+7),,"GOOD FT by TEBAY,LANCE",2
15:55,"SUB IN by BROWNRIDGE,JOSH",,,,,,,"SUB IN by BROWNRIDGE,JOSH",2
15:55,"SUB OUT by MURRAY,OWEN",,,,,,,"SUB OUT by MURRAY,OWEN",2
15:55,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
15:55,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
15:55,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
15:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
15:55,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
15:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
15:55,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
15:55,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
15:55,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
15:55,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
15:47,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
15:47,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
15:41,"GOOD LAYUP by TEBAY,LANCE(fastbreak)(in the paint)",62,,67 (+5),,VCMB1718 62-67 (+5),,"GOOD LAYUP by TEBAY,LANCE(fastbreak)(in the paint)",2
--,"ASSIST  by BROWNRIDGE,JOSH",,,,,,,"ASSIST  by BROWNRIDGE,JOSH",2
15:25,,62,,69 (+7),"GOOD JUMPER by SWIFT,DJ",RHODES 62-69 (+7),,"GOOD JUMPER by SWIFT,DJ",2
15:09,"TURNOVER  by SEFF,ALEX",,,,,,,"TURNOVER  by SEFF,ALEX",2
15:09,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
15:09,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
14:39,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,"REBOUND DEF by TEBAY,LANCE",,,,,,,"REBOUND DEF by TEBAY,LANCE",2
14:34,"GOOD LAYUP by SEFF,ALEX(fastbreak)(in the paint)",64,,69 (+5),,VCMB1718 64-69 (+5),,"GOOD LAYUP by SEFF,ALEX(fastbreak)(in the paint)",2
--,"ASSIST  by TEBAY,LANCE",,,,,,,"ASSIST  by TEBAY,LANCE",2
14:24,"FOUL  by GETTINGS,HUNTER",,,,,,,"FOUL  by GETTINGS,HUNTER",2
14:24,"SUB IN by GRINDE,PAUL",,,,,,,"SUB IN by GRINDE,PAUL",2
14:24,"SUB OUT by TEBAY,LANCE",,,,,,,"SUB OUT by TEBAY,LANCE",2
14:24,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
14:24,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
14:24,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
14:24,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
14:24,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
14:24,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
14:24,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
14:24,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
14:24,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:24,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
14:17,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
14:12,,64,,71 (+7),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 64-71 (+7),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
13:53,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",2
13:52,,,,,"STEAL  by FERIA,NICK DE",,,"STEAL  by FERIA,NICK DE",2
13:50,"FOUL  by GETTINGS,HUNTER",,,,,,,"FOUL  by GETTINGS,HUNTER",2
13:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:44,,,,,"MISS JUMPER by SAMSON,VAUGHN",,,"MISS JUMPER by SAMSON,VAUGHN",2
13:44,"BLOCK  by GRINDE,PAUL",,,,,,,"BLOCK  by GRINDE,PAUL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:34,,64,,74 (+10),"GOOD 3PTR by EVANS,ANDREW",RHODES 64-74 (+10),,"GOOD 3PTR by EVANS,ANDREW",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
13:20,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",2
13:20,,,,,"STEAL  by SAMSON,VAUGHN",,,"STEAL  by SAMSON,VAUGHN",2
13:20,"FOUL  by BROWNE,JESSE",,,,,,,"FOUL  by BROWNE,JESSE",2
13:20,"SUB IN by MURRAY,OWEN",,,,,,,"SUB IN by MURRAY,OWEN",2
13:20,"SUB OUT by BROWNE,JESSE",,,,,,,"SUB OUT by BROWNE,JESSE",2
13:15,,64,,77 (+13),"GOOD 3PTR by EVANS,ANDREW",RHODES 64-77 (+13),,"GOOD 3PTR by EVANS,ANDREW",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
13:04,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
13:04,,,,,"FOUL TECH by FERIA,NICK DE",,,"FOUL TECH by FERIA,NICK DE",2
13:04,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
13:04,"GOOD FT by SEFF,ALEX",65,,77 (+12),,VCMB1718 65-77 (+12),,"GOOD FT by SEFF,ALEX",2
13:04,"GOOD FT by SEFF,ALEX",66,,77 (+11),,VCMB1718 66-77 (+11),,"GOOD FT by SEFF,ALEX",2
13:04,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
13:04,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:04,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
13:04,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
13:04,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
13:04,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
13:04,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
13:04,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
13:04,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:04,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
12:42,"MISS 3PTR by CALETTI,TONY",,,,,,,"MISS 3PTR by CALETTI,TONY",2
--,"REBOUND OFF by MURRAY,OWEN",,,,,,,"REBOUND OFF by MURRAY,OWEN",2
12:37,"FOUL  by SEFF,ALEX",,,,,,,"FOUL  by SEFF,ALEX",2
12:37,"TURNOVER  by SEFF,ALEX",,,,,,,"TURNOVER  by SEFF,ALEX",2
12:37,"SUB IN by BROWNE,JESSE",,,,,,,"SUB IN by BROWNE,JESSE",2
12:37,"SUB OUT by SEFF,ALEX",,,,,,,"SUB OUT by SEFF,ALEX",2
12:29,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by GALVIN,OWEN",,,"REBOUND OFF by GALVIN,OWEN",2
12:19,"FOUL  by CALETTI,TONY",,,,,,,"FOUL  by CALETTI,TONY",2
12:19,,66,,78 (+12),"GOOD FT by GALVIN,OWEN",RHODES 66-78 (+12),,"GOOD FT by GALVIN,OWEN",2
12:19,,66,,79 (+13),"GOOD FT by GALVIN,OWEN",RHODES 66-79 (+13),,"GOOD FT by GALVIN,OWEN",2
12:14,"TURNOVER  by MURRAY,OWEN",,,,,,,"TURNOVER  by MURRAY,OWEN",2
12:13,,,,,"STEAL  by SWIFT,DJ",,,"STEAL  by SWIFT,DJ",2
12:11,"FOUL  by BROWNE,JESSE",,,,,,,"FOUL  by BROWNE,JESSE",2
12:11,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:11,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",2
--,"REBOUND DEF by BROWNRIDGE,JOSH",,,,,,,"REBOUND DEF by BROWNRIDGE,JOSH",2
11:58,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",2
11:55,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:55,"SUB IN by CALETTI,TONY",,,,,,,"SUB IN by CALETTI,TONY",2
11:55,"SUB OUT by GETTINGS,HUNTER",,,,,,,"SUB OUT by GETTINGS,HUNTER",2
11:55,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
11:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:55,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
11:55,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
11:55,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
11:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
11:55,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
11:55,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:55,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
11:55,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",2
11:47,,66,,82 (+16),"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 66-82 (+16),,"GOOD 3PTR by MCINTYRE,WILLIAM",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
11:25,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",2
11:25,"GOOD FT by GRINDE,PAUL",67,,82 (+15),,VCMB1718 67-82 (+15),,"GOOD FT by GRINDE,PAUL",2
11:25,"GOOD FT by GRINDE,PAUL",68,,82 (+14),,VCMB1718 68-82 (+14),,"GOOD FT by GRINDE,PAUL",2
11:22,,68,,85 (+17),"GOOD 3PTR by NYAWATA,ANESU",RHODES 68-85 (+17),,"GOOD 3PTR by NYAWATA,ANESU",2
11:14,"MISS LAYUP by GRINDE,PAUL",,,,,,,"MISS LAYUP by GRINDE,PAUL",2
--,"REBOUND OFF by DYSLIN,MASON",,,,,,,"REBOUND OFF by DYSLIN,MASON",2
11:05,"GOOD LAYUP by DYSLIN,MASON(in the paint)",70,,85 (+15),,VCMB1718 70-85 (+15),,"GOOD LAYUP by DYSLIN,MASON(in the paint)",2
11:01,,70,,87 (+17),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 70-87 (+17),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
10:57,"SUB IN by SEFF,ALEX",,,,,,,"SUB IN by SEFF,ALEX",2
10:57,"SUB IN by DYSLIN,MASON",,,,,,,"SUB IN by DYSLIN,MASON",2
10:57,"SUB OUT by CALETTI,TONY",,,,,,,"SUB OUT by CALETTI,TONY",2
10:57,"SUB OUT by BROWNRIDGE,JOSH",,,,,,,"SUB OUT by BROWNRIDGE,JOSH",2
10:54,"GOOD LAYUP by GRINDE,PAUL(fastbreak)(in the paint)",72,,87 (+15),,VCMB1718 72-87 (+15),,"GOOD LAYUP by GRINDE,PAUL(fastbreak)(in the paint)",2
--,"ASSIST  by MURRAY,OWEN",,,,,,,"ASSIST  by MURRAY,OWEN",2
10:49,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,"REBOUND DEF by MURRAY,OWEN",,,,,,,"REBOUND DEF by MURRAY,OWEN",2
10:41,"GOOD JUMPER by SEFF,ALEX(in the paint)",74,,87 (+13),,VCMB1718 74-87 (+13),,"GOOD JUMPER by SEFF,ALEX(in the paint)",2
10:03,,74,,90 (+16),"GOOD 3PTR by DARST,DANIEL",RHODES 74-90 (+16),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
09:48,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",2
09:48,"FOUL  by BROWNE,JESSE",,,,,,,"FOUL  by BROWNE,JESSE",2
09:48,"SUB IN by TEBAY,LANCE",,,,,,,"SUB IN by TEBAY,LANCE",2
09:48,"SUB OUT by GRINDE,PAUL",,,,,,,"SUB OUT by GRINDE,PAUL",2
09:48,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
09:48,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
09:48,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
09:48,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
09:48,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
09:48,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
09:48,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:48,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
09:48,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
09:48,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
09:31,"FOUL  by TEBAY,LANCE",,,,,,,"FOUL  by TEBAY,LANCE",2
09:31,,74,,91 (+17),"GOOD FT by LOVE,KERRY",RHODES 74-91 (+17),,"GOOD FT by LOVE,KERRY",2
09:31,,,,,"MISS FT by LOVE,KERRY",,,"MISS FT by LOVE,KERRY",2
--,"REBOUND DEF by DYSLIN,MASON",,,,,,,"REBOUND DEF by DYSLIN,MASON",2
09:26,"GOOD LAYUP by TEBAY,LANCE(in the paint)",76,,91 (+15),,VCMB1718 76-91 (+15),,"GOOD LAYUP by TEBAY,LANCE(in the paint)",2
09:13,,76,,93 (+17),"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 76-93 (+17),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
09:01,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",2
08:57,,,,,"STEAL  by SAMSON,VAUGHN",,,"STEAL  by SAMSON,VAUGHN",2
08:52,,,,,"TURNOVER  by EVANS,ANDREW",,,"TURNOVER  by EVANS,ANDREW",2
08:52,"STEAL  by MURRAY,OWEN",,,,,,,"STEAL  by MURRAY,OWEN",2
08:52,"GOOD LAYUP by BROWNE,JESSE(fastbreak)(in the paint)",78,,93 (+15),,VCMB1718 78-93 (+15),,"GOOD LAYUP by BROWNE,JESSE(fastbreak)(in the paint)",2
08:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:44,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
08:38,,78,,95 (+17),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 78-95 (+17),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
08:35,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
08:35,"GOOD FT by MURRAY,OWEN",79,,95 (+16),,VCMB1718 79-95 (+16),,"GOOD FT by MURRAY,OWEN",2
08:35,"GOOD FT by MURRAY,OWEN",80,,95 (+15),,VCMB1718 80-95 (+15),,"GOOD FT by MURRAY,OWEN",2
08:23,"FOUL  by TEBAY,LANCE",,,,,,,"FOUL  by TEBAY,LANCE",2
08:23,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:23,,80,,96 (+16),"GOOD FT by BERRY,BRYCE",RHODES 80-96 (+16),,"GOOD FT by BERRY,BRYCE",2
08:23,"SUB IN by BROMFELD,ZACH",,,,,,,"SUB IN by BROMFELD,ZACH",2
08:23,"SUB OUT by TEBAY,LANCE",,,,,,,"SUB OUT by TEBAY,LANCE",2
08:16,"GOOD JUMPER by SEFF,ALEX(in the paint)",82,,96 (+14),,VCMB1718 82-96 (+14),,"GOOD JUMPER by SEFF,ALEX(in the paint)",2
--,"ASSIST  by GETTINGS,HUNTER",,,,,,,"ASSIST  by GETTINGS,HUNTER",2
08:01,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by MURRAY,OWEN",,,,,,,"REBOUND DEF by MURRAY,OWEN",2
07:55,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
07:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:55,"MISS FT by MURRAY,OWEN",,,,,,,"MISS FT by MURRAY,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:55,"GOOD FT by MURRAY,OWEN",83,,96 (+13),,VCMB1718 83-96 (+13),,"GOOD FT by MURRAY,OWEN",2
07:55,,,,,"SUB IN by MINX,COLIN",,,"SUB IN by MINX,COLIN",2
07:55,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
07:55,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
07:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
07:55,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
07:55,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
07:55,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
07:55,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
07:55,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
07:55,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
07:48,,83,,99 (+16),"GOOD 3PTR by NYAWATA,ANESU",RHODES 83-99 (+16),,"GOOD 3PTR by NYAWATA,ANESU",2
07:33,"GOOD LAYUP by BROMFELD,ZACH(in the paint)",85,,99 (+14),,VCMB1718 85-99 (+14),,"GOOD LAYUP by BROMFELD,ZACH(in the paint)",2
--,"ASSIST  by MURRAY,OWEN",,,,,,,"ASSIST  by MURRAY,OWEN",2
07:16,,85,,102 (+17),"GOOD 3PTR by NYAWATA,ANESU",RHODES 85-102 (+17),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by SWIFT,DJ",,,"ASSIST  by SWIFT,DJ",2
07:04,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
07:04,"GOOD LAYUP by MURRAY,OWEN(in the paint)",87,,102 (+15),,VCMB1718 87-102 (+15),,"GOOD LAYUP by MURRAY,OWEN(in the paint)",2
07:04,"MISS FT by MURRAY,OWEN",,,,,,,"MISS FT by MURRAY,OWEN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
07:04,"SUB IN by GETTINGS,HUNTER",,,,,,,"SUB IN by GETTINGS,HUNTER",2
07:04,"SUB IN by BROWNRIDGE,JOSH",,,,,,,"SUB IN by BROWNRIDGE,JOSH",2
07:04,"SUB OUT by BROMFELD,ZACH",,,,,,,"SUB OUT by BROMFELD,ZACH",2
07:04,"SUB OUT by BROWNE,JESSE",,,,,,,"SUB OUT by BROWNE,JESSE",2
07:04,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
07:04,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
07:04,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
07:04,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
07:04,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
07:04,,,,,"SUB OUT by MINX,COLIN",,,"SUB OUT by MINX,COLIN",2
07:04,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
07:04,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
07:04,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
