Time Remaining,OZARKS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
05:07,,72,,89 (+17),"GOOD FT by WHITE,BLAISE",BSC 72-89 (+17),,"GOOD FT by WHITE,BLAISE",2
05:07,,72,,90 (+18),"GOOD FT by WHITE,BLAISE",BSC 72-90 (+18),,"GOOD FT by WHITE,BLAISE",2
04:46,"MISS 3PTR by ROBERTSON,DAVID",,,,,,,"MISS 3PTR by ROBERTSON,DAVID",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
04:37,"FOUL  by FLINT,BRYTON",,,,,,,"FOUL  by FLINT,BRYTON",2
04:37,,72,,91 (+19),"GOOD FT by HENRY,COLIN",BSC 72-91 (+19),,"GOOD FT by HENRY,COLIN",2
04:37,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,"REBOUND DEF by FLINT,BRYTON",,,,,,,"REBOUND DEF by FLINT,BRYTON",2
04:37,"SUB IN by WOOLVERTON,COLBY",,,,,,,"SUB IN by WOOLVERTON,COLBY",2
04:37,"SUB IN by GRAY,CARLTON",,,,,,,"SUB IN by GRAY,CARLTON",2
04:37,"SUB OUT by BOBB,MARCUS",,,,,,,"SUB OUT by BOBB,MARCUS",2
04:37,"SUB OUT by MARTIN,TYLER",,,,,,,"SUB OUT by MARTIN,TYLER",2
04:22,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
04:22,"GOOD FT by FLINT,BRYTON",73,,91 (+18),,OZARKS 73-91 (+18),,"GOOD FT by FLINT,BRYTON",2
04:22,"GOOD FT by FLINT,BRYTON",74,,91 (+17),,OZARKS 74-91 (+17),,"GOOD FT by FLINT,BRYTON",2
04:06,,74,,93 (+19),"GOOD JUMPER by HENRY,COLIN",BSC 74-93 (+19),,"GOOD JUMPER by HENRY,COLIN",2
03:52,"MISS 3PTR by FLINT,BRYTON",,,,,,,"MISS 3PTR by FLINT,BRYTON",2
--,"REBOUND OFF by WOOLVERTON,COLBY",,,,,,,"REBOUND OFF by WOOLVERTON,COLBY",2
03:47,"MISS 3PTR by BOXELL,ISAIAH",,,,,,,"MISS 3PTR by BOXELL,ISAIAH",2
--,"REBOUND OFF by ROBERTSON,DAVID",,,,,,,"REBOUND OFF by ROBERTSON,DAVID",2
03:42,"MISS 3PTR by WOOLVERTON,COLBY",,,,,,,"MISS 3PTR by WOOLVERTON,COLBY",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
03:37,"FOUL  by FLINT,BRYTON",,,,,,,"FOUL  by FLINT,BRYTON",2
03:33,,74,,94 (+20),"GOOD FT by JONUS,JASEN",BSC 74-94 (+20),,"GOOD FT by JONUS,JASEN",2
03:33,,,,,"MISS FT by JONUS,JASEN",,,"MISS FT by JONUS,JASEN",2
--,"REBOUND DEF by FLINT,BRYTON",,,,,,,"REBOUND DEF by FLINT,BRYTON",2
03:33,"SUB IN by PLEASANT,DEON",,,,,,,"SUB IN by PLEASANT,DEON",2
03:33,"SUB OUT by BOXELL,ISAIAH",,,,,,,"SUB OUT by BOXELL,ISAIAH",2
03:33,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
03:33,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
03:13,"MISS LAYUP by FLINT,BRYTON",,,,,,,"MISS LAYUP by FLINT,BRYTON",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
03:04,,74,,96 (+22),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 74-96 (+22),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
02:58,"GOOD LAYUP by PLEASANT,DEON(in the paint)",76,,96 (+20),,OZARKS 76-96 (+20),,"GOOD LAYUP by PLEASANT,DEON(in the paint)",2
02:47,"FOUL  by PLEASANT,DEON",,,,,,,"FOUL  by PLEASANT,DEON",2
02:47,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:47,,76,,97 (+21),"GOOD FT by WHITE,BLAISE",BSC 76-97 (+21),,"GOOD FT by WHITE,BLAISE",2
02:47,"SUB IN by BALLARD,DYLAN",,,,,,,"SUB IN by BALLARD,DYLAN",2
02:47,"SUB IN by GREGG,SCOTT",,,,,,,"SUB IN by GREGG,SCOTT",2
02:47,"SUB OUT by GRAY,CARLTON",,,,,,,"SUB OUT by GRAY,CARLTON",2
02:47,"SUB OUT by FLINT,BRYTON",,,,,,,"SUB OUT by FLINT,BRYTON",2
02:47,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
02:47,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",2
02:47,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
02:47,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
02:36,"TURNOVER  by GREGG,SCOTT",,,,,,,"TURNOVER  by GREGG,SCOTT",2
02:34,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
02:29,,,,,"FOUL  by PLAYER,MATT",,,"FOUL  by PLAYER,MATT",2
02:29,,,,,"TURNOVER  by PLAYER,MATT",,,"TURNOVER  by PLAYER,MATT",2
02:29,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
02:29,,,,,"SUB IN by SHELTON,MIGUEL",,,"SUB IN by SHELTON,MIGUEL",2
02:29,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
02:29,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
02:13,"TURNOVER  by GREGG,SCOTT",,,,,,,"TURNOVER  by GREGG,SCOTT",2
01:58,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
01:41,"GOOD JUMPER by ROBERTSON,DAVID",78,,97 (+19),,OZARKS 78-97 (+19),,"GOOD JUMPER by ROBERTSON,DAVID",2
01:28,"FOUL  by GREGG,SCOTT",,,,,,,"FOUL  by GREGG,SCOTT",2
01:28,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:28,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND OFF by SHELTON,MIGUEL",,,"REBOUND OFF by SHELTON,MIGUEL",2
01:25,,78,,99 (+21),"GOOD LAYUP by SHELTON,MIGUEL(in the paint)",BSC 78-99 (+21),,"GOOD LAYUP by SHELTON,MIGUEL(in the paint)",2
01:13,"MISS 3PTR by PLEASANT,DEON",,,,,,,"MISS 3PTR by PLEASANT,DEON",2
--,"REBOUND OFF by BALLARD,DYLAN",,,,,,,"REBOUND OFF by BALLARD,DYLAN",2
01:06,"MISS JUMPER by BALLARD,DYLAN",,,,,,,"MISS JUMPER by BALLARD,DYLAN",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
00:58,,78,,102 (+24),"GOOD 3PTR by MARSCHNER,BRENDAN",BSC 78-102 (+24),,"GOOD 3PTR by MARSCHNER,BRENDAN",2
00:58,"FOUL  by PLEASANT,DEON",,,,,,,"FOUL  by PLEASANT,DEON",2
00:58,,78,,103 (+25),"GOOD FT by MARSCHNER,BRENDAN",BSC 78-103 (+25),,"GOOD FT by MARSCHNER,BRENDAN",2
00:58,,,,,"SUB IN by NEINER,JOSEPH",,,"SUB IN by NEINER,JOSEPH",2
00:58,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
00:38,"GOOD LAYUP by GREGG,SCOTT(in the paint)",80,,103 (+23),,OZARKS 80-103 (+23),,"GOOD LAYUP by GREGG,SCOTT(in the paint)",2
00:32,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
00:23,"MISS JUMPER by WOOLVERTON,COLBY",,,,,,,"MISS JUMPER by WOOLVERTON,COLBY",2
--,,,,,"REBOUND DEF by NEINER,JOSEPH",,,"REBOUND DEF by NEINER,JOSEPH",2
00:07,,,,,"TURNOVER  by PLAYER,MATT",,,"TURNOVER  by PLAYER,MATT",2
00:04,"MISS LAYUP by PLEASANT,DEON",,,,,,,"MISS LAYUP by PLEASANT,DEON",2
00:04,,,,,"BLOCK  by NEINER,JOSEPH",,,"BLOCK  by NEINER,JOSEPH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
