Time Remaining,LOU,Away Team Score,Play Team Indicator,Home Team Score,MIL,Game Score,Team Indicator,Play,Period
06:38,,54 (+14),,40,"GOOD 3PTR by KOHNKE,SAM",MIL 54-40 (-14),,"GOOD 3PTR by KOHNKE,SAM",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
06:24,"GOOD LAYUP by COTTONHAM,KEVIN(in the paint)",56 (+16),,40,,LOU 56-40 (-16),,"GOOD LAYUP by COTTONHAM,KEVIN(in the paint)",2
06:11,"FOUL  by STOKES,TIMOTHY",,,,,,,"FOUL  by STOKES,TIMOTHY",2
06:10,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
06:10,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
06:10,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
06:10,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
06:10,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
06:10,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
06:10,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
06:10,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
06:10,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
06:10,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
06:06,,,,,"MISS JUMPER by MASON,WADE",,,"MISS JUMPER by MASON,WADE",2
--,,,,,"REBOUND OFF by GARDNER,ROBERT",,,"REBOUND OFF by GARDNER,ROBERT",2
06:01,,56 (+14),,42,"GOOD LAYUP by GARDNER,ROBERT(in the paint)",MIL 56-42 (-14),,"GOOD LAYUP by GARDNER,ROBERT(in the paint)",2
05:40,"MISS 3PTR by BURKS,NICK",,,,,,,"MISS 3PTR by BURKS,NICK",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
05:30,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
05:15,"TURNOVER  by COTTONHAM,KEVIN",,,,,,,"TURNOVER  by COTTONHAM,KEVIN",2
05:13,,,,,"STEAL  by TULLOS,ZACHARY",,,"STEAL  by TULLOS,ZACHARY",2
05:10,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
04:41,"GOOD JUMPER by BURKS,NICK",58 (+16),,42,,LOU 58-42 (-16),,"GOOD JUMPER by BURKS,NICK",2
04:28,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
04:09,"MISS 3PTR by BURKS,NICK",,,,,,,"MISS 3PTR by BURKS,NICK",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
04:03,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
04:02,"STEAL  by EVANS,STEVE",,,,,,,"STEAL  by EVANS,STEVE",2
04:00,"GOOD LAYUP by PARKER,JOHN(fastbreak)(in the paint)",60 (+18),,42,,LOU 60-42 (-18),,"GOOD LAYUP by PARKER,JOHN(fastbreak)(in the paint)",2
--,"ASSIST  by EVANS,STEVE",,,,,,,"ASSIST  by EVANS,STEVE",2
03:49,,,,,"MISS JUMPER by MASON,WADE",,,"MISS JUMPER by MASON,WADE",2
--,,,,,"REBOUND OFF by TULLOS,ZACHARY",,,"REBOUND OFF by TULLOS,ZACHARY",2
03:45,,,,,"MISS LAYUP by TULLOS,ZACHARY",,,"MISS LAYUP by TULLOS,ZACHARY",2
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",2
03:40,,60 (+16),,44,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",MIL 60-44 (-16),,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",2
03:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:40,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:40,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
03:40,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
03:40,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
03:40,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
03:40,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
03:40,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
03:40,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
03:40,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
03:40,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
03:40,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
03:23,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
03:23,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:23,"GOOD FT by COTTONHAM,KEVIN",61 (+17),,44,,LOU 61-44 (-17),,"GOOD FT by COTTONHAM,KEVIN",2
03:23,"GOOD FT by COTTONHAM,KEVIN",62 (+18),,44,,LOU 62-44 (-18),,"GOOD FT by COTTONHAM,KEVIN",2
03:15,,,,,"TURNOVER  by COLEMAN,DANIEL",,,"TURNOVER  by COLEMAN,DANIEL",2
03:14,"STEAL  by STOKES,TIMOTHY",,,,,,,"STEAL  by STOKES,TIMOTHY",2
03:11,"GOOD LAYUP by STOKES,TIMOTHY(fastbreak)(in the paint)",64 (+20),,44,,LOU 64-44 (-20),,"GOOD LAYUP by STOKES,TIMOTHY(fastbreak)(in the paint)",2
03:03,"FOUL  by STOKES,TIMOTHY",,,,,,,"FOUL  by STOKES,TIMOTHY",2
02:55,"FOUL  by COTTONHAM,KEVIN",,,,,,,"FOUL  by COTTONHAM,KEVIN",2
02:42,,64 (+17),,47,"GOOD 3PTR by KOHNKE,SAM",MIL 64-47 (-17),,"GOOD 3PTR by KOHNKE,SAM",2
--,,,,,"ASSIST  by GARDNER,ROBERT",,,"ASSIST  by GARDNER,ROBERT",2
02:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:39,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
02:39,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
02:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:27,"SUB OUT by PARKER,JOHN",,,,,,,"SUB OUT by PARKER,JOHN",2
02:27,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",2
02:27,"SUB OUT by DAVIS,MIKE",,,,,,,"SUB OUT by DAVIS,MIKE",2
02:27,"SUB OUT by LEBLANC,LEJAWON",,,,,,,"SUB OUT by LEBLANC,LEJAWON",2
02:27,"SUB OUT by COLEMAN,J",,,,,,,"SUB OUT by COLEMAN,J",2
02:27,"SUB IN by COTTONHAM,KEVIN",,,,,,,"SUB IN by COTTONHAM,KEVIN",2
02:27,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",2
02:27,"SUB IN by DAVIS,D'AARON",,,,,,,"SUB IN by DAVIS,D'AARON",2
02:27,"SUB IN by REGIS,RAHEEM",,,,,,,"SUB IN by REGIS,RAHEEM",2
02:27,"SUB IN by EVANS,STEVE",,,,,,,"SUB IN by EVANS,STEVE",2
02:16,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
02:16,"GOOD FT by PARKER,JOHN",65 (+18),,47,,LOU 65-47 (-18),,"GOOD FT by PARKER,JOHN",2
02:16,"GOOD FT by PARKER,JOHN",66 (+19),,47,,LOU 66-47 (-19),,"GOOD FT by PARKER,JOHN",2
02:10,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,,,,,"REBOUND OFF by MANNING,JOHNATHAN",,,"REBOUND OFF by MANNING,JOHNATHAN",2
02:05,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by EVANS,STEVE",,,,,,,"REBOUND DEF by EVANS,STEVE",2
02:00,,,,,"FOUL  by KOHNKE,SAM",,,"FOUL  by KOHNKE,SAM",2
02:00,"GOOD FT by EVANS,STEVE",67 (+20),,47,,LOU 67-47 (-20),,"GOOD FT by EVANS,STEVE",2
02:00,,,,,"SUB IN by WISE,ASA",,,"SUB IN by WISE,ASA",2
02:00,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
02:00,"SUB OUT by PARKER,JOHN",,,,,,,"SUB OUT by PARKER,JOHN",2
02:00,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",2
02:00,"SUB OUT by DAVIS,MIKE",,,,,,,"SUB OUT by DAVIS,MIKE",2
02:00,"SUB OUT by LEBLANC,LEJAWON",,,,,,,"SUB OUT by LEBLANC,LEJAWON",2
02:00,"SUB OUT by COLEMAN,J",,,,,,,"SUB OUT by COLEMAN,J",2
02:00,"SUB IN by COTTONHAM,KEVIN",,,,,,,"SUB IN by COTTONHAM,KEVIN",2
02:00,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",2
02:00,"SUB IN by EVANS,STEVE",,,,,,,"SUB IN by EVANS,STEVE",2
02:00,"SUB IN by DAVIS,MIKE",,,,,,,"SUB IN by DAVIS,MIKE",2
02:00,"SUB IN by LEBLANC,LEJAWON",,,,,,,"SUB IN by LEBLANC,LEJAWON",2
02:00,"GOOD FT by EVANS,STEVE",68 (+21),,47,,LOU 68-47 (-21),,"GOOD FT by EVANS,STEVE",2
01:49,,68 (+19),,49,"GOOD JUMPER by WISE,ASA",MIL 68-49 (-19),,"GOOD JUMPER by WISE,ASA",2
01:21,"MISS JUMPER by DAVIS,MIKE",,,,,,,"MISS JUMPER by DAVIS,MIKE",2
--,,,,,"REBOUND DEF by WISE,ASA",,,"REBOUND DEF by WISE,ASA",2
01:10,"FOUL  by PARKER,JOHN",,,,,,,"FOUL  by PARKER,JOHN",2
01:10,,68 (+18),,50,"GOOD FT by WISE,ASA",MIL 68-50 (-18),,"GOOD FT by WISE,ASA",2
01:10,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
01:10,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
01:10,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
01:10,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
01:10,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
01:10,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
01:10,,,,,"SUB IN by WISE,ASA",,,"SUB IN by WISE,ASA",2
01:10,,,,,"SUB IN by BURT,DERRICK",,,"SUB IN by BURT,DERRICK",2
01:10,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
01:10,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
01:10,"SUB IN by COLEMAN,J",,,,,,,"SUB IN by COLEMAN,J",2
01:10,"SUB OUT by COTTONHAM,KEVIN",,,,,,,"SUB OUT by COTTONHAM,KEVIN",2
01:10,,,,,"MISS FT by WISE,ASA",,,"MISS FT by WISE,ASA",2
--,"REBOUND DEF by EVANS,STEVE",,,,,,,"REBOUND DEF by EVANS,STEVE",2
00:53,"MISS 3PTR by COLEMAN,J",,,,,,,"MISS 3PTR by COLEMAN,J",2
--,"REBOUND OFF by EVANS,STEVE",,,,,,,"REBOUND OFF by EVANS,STEVE",2
00:28,,,,,"FOUL  by BURT,DERRICK",,,"FOUL  by BURT,DERRICK",2
00:28,"MISS FT by COLEMAN,J",,,,,,,"MISS FT by COLEMAN,J",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:28,"SUB IN by HILL,PALMER",,,,,,,"SUB IN by HILL,PALMER",2
00:28,"SUB OUT by EVANS,STEVE",,,,,,,"SUB OUT by EVANS,STEVE",2
00:28,"MISS FT by COLEMAN,J",,,,,,,"MISS FT by COLEMAN,J",2
--,"REBOUND OFF by DAVIS,MIKE",,,,,,,"REBOUND OFF by DAVIS,MIKE",2
00:23,"GOOD LAYUP by DAVIS,MIKE(in the paint)",70 (+20),,50,,LOU 70-50 (-20),,"GOOD LAYUP by DAVIS,MIKE(in the paint)",2
00:15,,,,,"TURNOVER  by WISE,ASA",,,"TURNOVER  by WISE,ASA",2
00:14,"STEAL  by LEBLANC,LEJAWON",,,,,,,"STEAL  by LEBLANC,LEJAWON",2
00:10,"MISS LAYUP by PARKER,JOHN",,,,,,,"MISS LAYUP by PARKER,JOHN",2
--,,,,,"REBOUND DEF by BURT,DERRICK",,,"REBOUND DEF by BURT,DERRICK",2
00:00,,,,,"MISS 3PTR by MANNING,JOHNATHAN",,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,"REBOUND DEF by LEBLANC,LEJAWON",,,,,,,"REBOUND DEF by LEBLANC,LEJAWON",2
