Time Remaining,OGLETHORPE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
09:35,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
09:35,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
07:32,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
07:32,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",2
07:32,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
07:32,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
07:32,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",2
07:32,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
07:32,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
07:32,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
07:32,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
07:32,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
07:32,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
07:32,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
07:32,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
07:32,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
07:32,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
07:32,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
07:32,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
07:32,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
07:32,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
07:32,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
07:32,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
07:32,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
06:51,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
06:51,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
06:29,"SUB IN by HAMILTON,PRICE",,,,,,,"SUB IN by HAMILTON,PRICE",2
06:29,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
06:05,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
06:05,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
06:05,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
06:05,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
03:26,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
03:26,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
03:26,"SUB OUT by HAMILTON,PRICE",,,,,,,"SUB OUT by HAMILTON,PRICE",2
03:26,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
03:26,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
03:26,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
03:26,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
03:26,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
03:26,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
03:26,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
03:26,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
03:26,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
03:26,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
03:26,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
03:21,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
03:21,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",2
02:22,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
02:22,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
02:22,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
02:22,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
02:22,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
02:22,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
