Time Remaining,HIWASSEE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
01:22,"SUB OUT by DAVIDSON,KASEEM",,,,,,,"SUB OUT by DAVIDSON,KASEEM",2
01:22,"SUB OUT by BROWNER,JUSTIN",,,,,,,"SUB OUT by BROWNER,JUSTIN",2
01:22,"SUB OUT by CARSON,CODY",,,,,,,"SUB OUT by CARSON,CODY",2
01:15,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
01:15,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
00:44,"SUB IN by DAVIDSON,KASEEM",,,,,,,"SUB IN by DAVIDSON,KASEEM",2
00:44,"SUB OUT by BOYD,LAZERICK",,,,,,,"SUB OUT by BOYD,LAZERICK",2
00:44,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
00:44,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:14,"SUB IN by CARSON,CODY",,,,,,,"SUB IN by CARSON,CODY",2
00:14,"SUB OUT by BROWNER,JUSTIN",,,,,,,"SUB OUT by BROWNER,JUSTIN",2
