Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Lips,Game Score,Team Indicator,Play,Period
07:44,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
07:44,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
07:44,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",2
07:44,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
07:44,"GOOD FT by STEWART,CHRISTIAN",76,,82 (+6),,BSC 76-82 (-6),,"GOOD FT by STEWART,CHRISTIAN",2
07:44,"GOOD FT by STEWART,CHRISTIAN",77,,82 (+5),,BSC 77-82 (-5),,"GOOD FT by STEWART,CHRISTIAN",2
07:44,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
07:44,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
07:27,,,,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
07:19,,,,,"FOUL  by ASADULLAH,AHSAN",,,"FOUL  by ASADULLAH,AHSAN",2
07:19,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",2
07:19,,,,,"SUB IN by HAZEN,PARKER",,,"SUB IN by HAZEN,PARKER",2
07:19,"GOOD FT by CHILDERS,JOSH(fastbreak)",78,,82 (+4),,BSC 78-82 (-4),,"GOOD FT by CHILDERS,JOSH(fastbreak)",2
07:19,"GOOD FT by CHILDERS,JOSH(fastbreak)",79,,82 (+3),,BSC 79-82 (-3),,"GOOD FT by CHILDERS,JOSH(fastbreak)",2
07:12,,,,,"MISS LAYUP by CLARK,QUINCY(in the paint)",,,"MISS LAYUP by CLARK,QUINCY(in the paint)",2
--,,,,,"REBOUND OFF by OGNACEVIC,JACOB",,,"REBOUND OFF by OGNACEVIC,JACOB",2
07:12,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
07:12,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
07:12,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
07:12,,79,,83 (+4),"GOOD FT by OGNACEVIC,JACOB(fastbreak)",Lips 79-83 (-4),,"GOOD FT by OGNACEVIC,JACOB(fastbreak)",2
07:12,,79,,84 (+5),"GOOD FT by OGNACEVIC,JACOB(fastbreak)",Lips 79-84 (-5),,"GOOD FT by OGNACEVIC,JACOB(fastbreak)",2
06:56,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",2
--,"REBOUND OFF by FITZGERALD,PAUL",,,,,,,"REBOUND OFF by FITZGERALD,PAUL",2
06:54,,,,,"FOUL  by HAZEN,PARKER",,,"FOUL  by HAZEN,PARKER",2
06:54,,,,,"SUB OUT by SHULMAN,TANNER",,,"SUB OUT by SHULMAN,TANNER",2
06:54,,,,,"SUB IN by JOHNSON,KJ",,,"SUB IN by JOHNSON,KJ",2
06:54,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by HAZEN,PARKER",,,"REBOUND DEF by HAZEN,PARKER",2
06:40,,79,,87 (+8),"GOOD 3PTR by OGNACEVIC,JACOB",Lips 79-87 (-8),,"GOOD 3PTR by OGNACEVIC,JACOB",2
--,,,,,"ASSIST  by JOHNSON,KJ",,,"ASSIST  by JOHNSON,KJ",2
06:25,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
06:07,,79,,90 (+11),"GOOD 3PTR by CLARK,QUINCY",Lips 79-90 (-11),,"GOOD 3PTR by CLARK,QUINCY",2
--,,,,,"ASSIST  by OGNACEVIC,JACOB",,,"ASSIST  by OGNACEVIC,JACOB",2
05:58,,,,,"FOUL  by CLARK,QUINCY",,,"FOUL  by CLARK,QUINCY",2
05:58,"MISS FT by GARRIDO,BRANDAN",,,,,,,"MISS FT by GARRIDO,BRANDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:58,,,,,"SUB OUT by CLARK,QUINCY",,,"SUB OUT by CLARK,QUINCY",2
05:58,,,,,"SUB IN by PRUITT,WILL",,,"SUB IN by PRUITT,WILL",2
05:58,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
05:58,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
05:58,"GOOD FT by GARRIDO,BRANDAN",80,,90 (+10),,BSC 80-90 (-10),,"GOOD FT by GARRIDO,BRANDAN",2
05:58,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
05:58,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
05:45,,,,,"TURNOVER  by MURR,TOMMY",,,"TURNOVER  by MURR,TOMMY",2
05:45,"STEAL  by SIGLER,EVAN",,,,,,,"STEAL  by SIGLER,EVAN",2
05:40,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",,,,,,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
05:35,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",82,,90 (+8),,BSC 82-90 (-8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
05:27,,,,,"TURNOVER  by MURR,TOMMY",,,"TURNOVER  by MURR,TOMMY",2
05:17,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
05:17,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
05:09,,,,,"MISS LAYUP by MURR,TOMMY(in the paint)",,,"MISS LAYUP by MURR,TOMMY(in the paint)",2
--,,,,,"REBOUND OFF by OGNACEVIC,JACOB",,,"REBOUND OFF by OGNACEVIC,JACOB",2
05:08,"FOUL  by FITZGERALD,PAUL",,,,,,,"FOUL  by FITZGERALD,PAUL",2
04:43,,,,,"MISS 3PTR by JOHNSON,KJ",,,"MISS 3PTR by JOHNSON,KJ",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
04:31,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",2
04:31,,,,,"SUB OUT by MURR,TOMMY",,,"SUB OUT by MURR,TOMMY",2
04:31,,,,,"SUB IN by JONES,GREG",,,"SUB IN by JONES,GREG",2
04:29,,,,,"FOUL  by PRUITT,WILL",,,"FOUL  by PRUITT,WILL",2
04:22,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
04:22,,82,,91 (+9),"GOOD FT by OGNACEVIC,JACOB",Lips 82-91 (-9),,"GOOD FT by OGNACEVIC,JACOB",2
04:22,,82,,92 (+10),"GOOD FT by OGNACEVIC,JACOB",Lips 82-92 (-10),,"GOOD FT by OGNACEVIC,JACOB",2
04:11,"GOOD FT by STEWART,CHRISTIAN",83,,92 (+9),,BSC 83-92 (-9),,"GOOD FT by STEWART,CHRISTIAN",2
04:11,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",,,,,,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",2
04:10,"GOOD FT by STEWART,CHRISTIAN",84,,92 (+8),,BSC 84-92 (-8),,"GOOD FT by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by PRUITT,WILL",,,"REBOUND DEF by PRUITT,WILL",2
04:06,,84,,94 (+10),"GOOD LAYUP by JOHNSON,KJ(fastbreak)(in the paint)",Lips 84-94 (-10),,"GOOD LAYUP by JOHNSON,KJ(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by PRUITT,WILL",,,"ASSIST  by PRUITT,WILL",2
03:57,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",2
03:57,,,,,"STEAL  by PRUITT,WILL",,,"STEAL  by PRUITT,WILL",2
03:49,,,,,"MISS LAYUP by PRUITT,WILL(in the paint)",,,"MISS LAYUP by PRUITT,WILL(in the paint)",2
--,,,,,"REBOUND OFF by OGNACEVIC,JACOB",,,"REBOUND OFF by OGNACEVIC,JACOB",2
03:45,,84,,96 (+12),"GOOD LAYUP by OGNACEVIC,JACOB(in the paint)",Lips 84-96 (-12),,"GOOD LAYUP by OGNACEVIC,JACOB(in the paint)",2
03:36,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",86,,96 (+10),,BSC 86-96 (-10),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
03:19,,,,,"MISS 3PTR by OGNACEVIC,JACOB",,,"MISS 3PTR by OGNACEVIC,JACOB",2
--,,,,,"REBOUND OFF by HAZEN,PARKER",,,"REBOUND OFF by HAZEN,PARKER",2
03:12,,,,,"MISS 3PTR by PRUITT,WILL",,,"MISS 3PTR by PRUITT,WILL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:07,,,,,"MISS LAYUP by OGNACEVIC,JACOB(in the paint)",,,"MISS LAYUP by OGNACEVIC,JACOB(in the paint)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
02:52,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by JONES,GREG",,,"REBOUND DEF by JONES,GREG",2
02:43,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
02:43,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
02:34,,,,,"MISS 3PTR by ASADULLAH,AHSAN",,,"MISS 3PTR by ASADULLAH,AHSAN",2
02:34,,,,,"SUB OUT by HAZEN,PARKER",,,"SUB OUT by HAZEN,PARKER",2
02:34,,,,,"SUB IN by ASADULLAH,AHSAN",,,"SUB IN by ASADULLAH,AHSAN",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
02:30,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
02:25,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",88,,96 (+8),,BSC 88-96 (-8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
02:07,,88,,98 (+10),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",Lips 88-98 (-10),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
02:00,"GOOD 3PTR by SIGLER,EVAN(fastbreak)",91,,98 (+7),,BSC 91-98 (-7),,"GOOD 3PTR by SIGLER,EVAN(fastbreak)",2
01:57,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
01:57,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
01:30,,91,,100 (+9),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",Lips 91-100 (-9),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
01:17,"MISS JUMPER by SIGLER,EVAN(in the paint)",,,,,,,"MISS JUMPER by SIGLER,EVAN(in the paint)",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
01:13,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",2
01:13,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",2
01:13,,,,,"SUB IN by HAZEN,PARKER",,,"SUB IN by HAZEN,PARKER",2
01:13,,91,,101 (+10),"GOOD FT by JOHNSON,KJ(fastbreak)",Lips 91-101 (-10),,"GOOD FT by JOHNSON,KJ(fastbreak)",2
01:13,,,,,"MISS FT by JOHNSON,KJ(fastbreak)",,,"MISS FT by JOHNSON,KJ(fastbreak)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
01:03,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",93,,101 (+8),,BSC 93-101 (-8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
00:45,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
00:45,,93,,102 (+9),"GOOD FT by OGNACEVIC,JACOB",Lips 93-102 (-9),,"GOOD FT by OGNACEVIC,JACOB",2
00:45,,93,,103 (+10),"GOOD FT by OGNACEVIC,JACOB",Lips 93-103 (-10),,"GOOD FT by OGNACEVIC,JACOB",2
00:32,,,,,"FOUL  by PRUITT,WILL",,,"FOUL  by PRUITT,WILL",2
00:32,"MISS FT by GLOVER,CAMERON",,,,,,,"MISS FT by GLOVER,CAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:32,"MISS FT by GLOVER,CAMERON",,,,,,,"MISS FT by GLOVER,CAMERON",2
--,,,,,"REBOUND DEF by HAZEN,PARKER",,,"REBOUND DEF by HAZEN,PARKER",2
00:32,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
00:32,,,,,"MISS FT by HAZEN,PARKER(fastbreak)",,,"MISS FT by HAZEN,PARKER(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:32,,,,,"SUB OUT by OGNACEVIC,JACOB",,,"SUB OUT by OGNACEVIC,JACOB",2
00:32,,,,,"SUB IN by CLARK,QUINCY",,,"SUB IN by CLARK,QUINCY",2
00:32,,93,,104 (+11),"GOOD FT by HAZEN,PARKER(fastbreak)",Lips 93-104 (-11),,"GOOD FT by HAZEN,PARKER(fastbreak)",2
00:18,"GOOD 3PTR by GLOVER,CAMERON",96,,104 (+8),,BSC 96-104 (-8),,"GOOD 3PTR by GLOVER,CAMERON",2
00:17,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
00:17,,,,,"MISS FT by PRUITT,WILL(fastbreak)",,,"MISS FT by PRUITT,WILL(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:17,,96,,105 (+9),"GOOD FT by PRUITT,WILL(fastbreak)",Lips 96-105 (-9),,"GOOD FT by PRUITT,WILL(fastbreak)",2
00:05,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
00:00,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",98,,105 (+7),,BSC 98-105 (-7),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
