Time Remaining,BIRMINGH,Away Team Score,Play Team Indicator,Home Team Score,TREVECCA,Game Score,Team Indicator,Play,Period
04:41,,,,,"MISS JUMPER by NEWTON,BRENDAN",,,"MISS JUMPER by NEWTON,BRENDAN",3
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",3
04:24,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",79 (+2),,77,,BIRMINGH 79-77 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",3
04:05,,,,,"MISS JUMPER by ROGERS,CHRIS",,,"MISS JUMPER by ROGERS,CHRIS",3
--,,,,,"REBOUND OFF by PENHA,CJ",,,"REBOUND OFF by PENHA,CJ",3
03:59,,,,,"MISS JUMPER by PENHA,CJ",,,"MISS JUMPER by PENHA,CJ",3
--,,,,,"REBOUND OFF by NEWTON,BRENDAN",,,"REBOUND OFF by NEWTON,BRENDAN",3
03:57,,,,,"MISS LAYUP by NEWTON,BRENDAN",,,"MISS LAYUP by NEWTON,BRENDAN",3
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",3
03:53,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",3
03:52,,,,,"STEAL  by PENHA,CJ",,,"STEAL  by PENHA,CJ",3
03:41,,79,,79,"GOOD JUMPER by PRICE,JOSH",TREVECCA 79-79 (0),,"GOOD JUMPER by PRICE,JOSH",3
03:16,"MISS JUMPER by GLOVER,CAMERON",,,,,,,"MISS JUMPER by GLOVER,CAMERON",3
--,,,,,"REBOUND DEF by NEWTON,BRENDAN",,,"REBOUND DEF by NEWTON,BRENDAN",3
03:08,,79,,82 (+3),"GOOD 3PTR by PRICE,JOSH(fastbreak)",TREVECCA 79-82 (-3),,"GOOD 3PTR by PRICE,JOSH(fastbreak)",3
--,,,,,"ASSIST  by NEWTON,BRENDAN",,,"ASSIST  by NEWTON,BRENDAN",3
02:49,,,,,"FOUL  by PENHA,CJ",,,"FOUL  by PENHA,CJ",3
02:49,"MISS FT by SIGLER,EVAN",,,,,,,"MISS FT by SIGLER,EVAN",3
--,,,,,"REBOUND DEF by PRICE,JOSH",,,"REBOUND DEF by PRICE,JOSH",3
02:49,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",3
02:49,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",3
02:49,,,,,"SUB IN by WILLIAMS,MIGUEL",,,"SUB IN by WILLIAMS,MIGUEL",3
02:49,,,,,"SUB OUT by NEWTON,BRENDAN",,,"SUB OUT by NEWTON,BRENDAN",3
02:34,,79,,84 (+5),"GOOD LAYUP by WILLIAMS,MIGUEL(in the paint)",TREVECCA 79-84 (-5),,"GOOD LAYUP by WILLIAMS,MIGUEL(in the paint)",3
--,,,,,"ASSIST  by PENHA,CJ",,,"ASSIST  by PENHA,CJ",3
02:14,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",3
02:13,,,,,"STEAL  by THARPE,JAYLON",,,"STEAL  by THARPE,JAYLON",3
02:11,,79,,86 (+7),"GOOD LAYUP by PRICE,JOSH(fastbreak)(in the paint)",TREVECCA 79-86 (-7),,"GOOD LAYUP by PRICE,JOSH(fastbreak)(in the paint)",3
02:10,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",3
02:10,,79,,87 (+8),"GOOD FT by PRICE,JOSH",TREVECCA 79-87 (-8),,"GOOD FT by PRICE,JOSH",3
01:55,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",81,,87 (+6),,BIRMINGH 81-87 (-6),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",3
01:31,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",3
01:31,,81,,88 (+7),"GOOD FT by ROGERS,CHRIS",TREVECCA 81-88 (-7),,"GOOD FT by ROGERS,CHRIS",3
01:31,,81,,89 (+8),"GOOD FT by ROGERS,CHRIS",TREVECCA 81-89 (-8),,"GOOD FT by ROGERS,CHRIS",3
01:31,,,,,"SUB IN by NEWTON,BRENDAN",,,"SUB IN by NEWTON,BRENDAN",3
01:31,,,,,"SUB OUT by ROGERS,CHRIS",,,"SUB OUT by ROGERS,CHRIS",3
01:22,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",3
--,,,,,"REBOUND DEF by PRICE,JOSH",,,"REBOUND DEF by PRICE,JOSH",3
01:19,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",3
01:19,,81,,90 (+9),"GOOD FT by PRICE,JOSH",TREVECCA 81-90 (-9),,"GOOD FT by PRICE,JOSH",3
01:19,,81,,91 (+10),"GOOD FT by PRICE,JOSH",TREVECCA 81-91 (-10),,"GOOD FT by PRICE,JOSH",3
01:04,,,,,"FOUL  by PRICE,JOSH",,,"FOUL  by PRICE,JOSH",3
01:04,"GOOD FT by WILLIAMS,JU'QUAN",82,,91 (+9),,BIRMINGH 82-91 (-9),,"GOOD FT by WILLIAMS,JU'QUAN",3
01:04,"GOOD FT by WILLIAMS,JU'QUAN",83,,91 (+8),,BIRMINGH 83-91 (-8),,"GOOD FT by WILLIAMS,JU'QUAN",3
01:04,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",3
01:04,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",3
01:04,,,,,"SUB IN by ROGERS,CHRIS",,,"SUB IN by ROGERS,CHRIS",3
01:04,,,,,"SUB OUT by NEWTON,BRENDAN",,,"SUB OUT by NEWTON,BRENDAN",3
00:48,,,,,"TURNOVER  by ROGERS,CHRIS",,,"TURNOVER  by ROGERS,CHRIS",3
00:48,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",3
00:48,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",3
00:48,,,,,"SUB IN by NEWTON,BRENDAN",,,"SUB IN by NEWTON,BRENDAN",3
00:48,,,,,"SUB OUT by ROGERS,CHRIS",,,"SUB OUT by ROGERS,CHRIS",3
00:40,"MISS JUMPER by GLOVER,CAMERON",,,,,,,"MISS JUMPER by GLOVER,CAMERON",3
--,,,,,"REBOUND DEF by PENHA,CJ",,,"REBOUND DEF by PENHA,CJ",3
00:33,"FOUL  by WILLIAMS,JU'QUAN",,,,,,,"FOUL  by WILLIAMS,JU'QUAN",3
00:33,,83,,92 (+9),"GOOD FT by WILLIAMS,MIGUEL",TREVECCA 83-92 (-9),,"GOOD FT by WILLIAMS,MIGUEL",3
00:33,,,,,"MISS FT by WILLIAMS,MIGUEL",,,"MISS FT by WILLIAMS,MIGUEL",3
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",3
00:28,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",3
--,,,,,"REBOUND DEF by NEWTON,BRENDAN",,,"REBOUND DEF by NEWTON,BRENDAN",3
