Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by TEBBE,DREW",,,,,,,"REBOUND OFF by TEBBE,DREW",2
01:41,,,,,"FOUL  by ROTH,DREW",,,"FOUL  by ROTH,DREW",2
01:41,"MISS FT by HARDY,BRYSON",,,,,,,"MISS FT by HARDY,BRYSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:41,"GOOD FT by HARDY,BRYSON",78 (+21),,57,,LC 78-57 (-21),,"GOOD FT by HARDY,BRYSON",2
01:35,,78 (+18),,60,"GOOD 3PTR by ROTH,DREW",Mill 78-60 (-18),,"GOOD 3PTR by ROTH,DREW",2
01:24,"GOOD 3PTR by HARDY,BRYSON",81 (+21),,60,,LC 81-60 (-21),,"GOOD 3PTR by HARDY,BRYSON",2
--,"ASSIST  by WILLIAMS,KYLAN",,,,,,,"ASSIST  by WILLIAMS,KYLAN",2
01:08,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND OFF by ROTH,DREW",,,"REBOUND OFF by ROTH,DREW",2
00:59,,,,,"MISS JUMPER by ROTH,DREW",,,"MISS JUMPER by ROTH,DREW",2
--,,,,,"REBOUND OFF by RUCKER,CAM",,,"REBOUND OFF by RUCKER,CAM",2
00:52,,81 (+19),,62,"GOOD LAYUP by RUCKER,CAM(in the paint)",Mill 81-62 (-19),,"GOOD LAYUP by RUCKER,CAM(in the paint)",2
00:38,"GOOD 3PTR by BLAKEWAY,BRAYDEN",84 (+22),,62,,LC 84-62 (-22),,"GOOD 3PTR by BLAKEWAY,BRAYDEN",2
--,"ASSIST  by HARDY,BRYSON",,,,,,,"ASSIST  by HARDY,BRYSON",2
00:21,,,,,"MISS LAYUP by FORBES,TRACE(in the paint)",,,"MISS LAYUP by FORBES,TRACE(in the paint)",2
--,"REBOUND DEF by HOWE,CALEB",,,,,,,"REBOUND DEF by HOWE,CALEB",2
