Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
04:00,"TURNOVER  by BOWMAN,SAM",,,,,,,"TURNOVER  by BOWMAN,SAM",2
04:00,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
04:00,"SUB IN by MOSS,DANTE",,,,,,,"SUB IN by MOSS,DANTE",2
04:00,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
04:00,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
03:44,,,,,"TURNOVER  by KEGARISE,KEVIN",,,"TURNOVER  by KEGARISE,KEVIN",2
03:41,"STEAL  by MCGRIFF,COLTON",,,,,,,"STEAL  by MCGRIFF,COLTON",2
03:39,"GOOD JUMPER by MCGRIFF,COLTON",44,,61 (+17),,CCM 44-61 (+17),,"GOOD JUMPER by MCGRIFF,COLTON",2
03:07,,44,,64 (+20),"GOOD 3PTR by RICHARDS,ZAC",BSC 44-64 (+20),,"GOOD 3PTR by RICHARDS,ZAC",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
02:49,"MISS 3PTR by MOSS,DANTE",,,,,,,"MISS 3PTR by MOSS,DANTE",2
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",2
02:43,"FOUL  by MOSS,DANTE",,,,,,,"FOUL  by MOSS,DANTE",2
02:43,,44,,65 (+21),"GOOD FT by MARSCHNER,BRENDAN",BSC 44-65 (+21),,"GOOD FT by MARSCHNER,BRENDAN",2
02:43,,44,,66 (+22),"GOOD FT by MARSCHNER,BRENDAN",BSC 44-66 (+22),,"GOOD FT by MARSCHNER,BRENDAN",2
02:43,"SUB IN by DULK,MATT DEN",,,,,,,"SUB IN by DULK,MATT DEN",2
02:43,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
02:43,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
02:43,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
02:30,"GOOD 3PTR by ENGBERS,BRYANT",47,,66 (+19),,CCM 47-66 (+19),,"GOOD 3PTR by ENGBERS,BRYANT",2
--,"ASSIST  by MOSS,DANTE",,,,,,,"ASSIST  by MOSS,DANTE",2
01:58,,,,,"MISS JUMPER by KEGARISE,KEVIN",,,"MISS JUMPER by KEGARISE,KEVIN",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
01:48,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
01:48,"GOOD FT by ENGBERS,BRYANT",48,,66 (+18),,CCM 48-66 (+18),,"GOOD FT by ENGBERS,BRYANT",2
01:48,"GOOD FT by ENGBERS,BRYANT",49,,66 (+17),,CCM 49-66 (+17),,"GOOD FT by ENGBERS,BRYANT",2
01:48,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
01:48,"SUB OUT by TURNER,MICAH",,,,,,,"SUB OUT by TURNER,MICAH",2
01:38,"FOUL  by MOSS,DANTE",,,,,,,"FOUL  by MOSS,DANTE",2
01:38,,49,,67 (+18),"GOOD FT by KEGARISE,KEVIN",BSC 49-67 (+18),,"GOOD FT by KEGARISE,KEVIN",2
01:38,,49,,68 (+19),"GOOD FT by KEGARISE,KEVIN",BSC 49-68 (+19),,"GOOD FT by KEGARISE,KEVIN",2
01:38,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",2
01:38,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
01:38,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
01:38,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
01:26,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
01:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:21,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
01:21,,,,,"SUB IN by WARRICK,JOHN",,,"SUB IN by WARRICK,JOHN",2
01:21,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",2
01:21,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
01:08,,,,,"MISS JUMPER by WARRICK,JOHN",,,"MISS JUMPER by WARRICK,JOHN",2
--,"REBOUND DEF by MOSS,DANTE",,,,,,,"REBOUND DEF by MOSS,DANTE",2
01:03,"MISS LAYUP by MOSS,DANTE",,,,,,,"MISS LAYUP by MOSS,DANTE",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
00:35,,,,,"SUB IN by HAYWOOD,MARCUS",,,"SUB IN by HAYWOOD,MARCUS",2
00:35,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:35,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
00:35,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
00:32,,,,,"FOUL  by PLAYER,MATT",,,"FOUL  by PLAYER,MATT",2
00:29,,,,,"TURNOVER  by PLAYER,MATT",,,"TURNOVER  by PLAYER,MATT",2
00:17,"TURNOVER  by ENGBERS,BRYANT",,,,,,,"TURNOVER  by ENGBERS,BRYANT",2
