Time Remaining,JCU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by WALLACK,DANNY",,,,,,,"REBOUND DEF by WALLACK,DANNY",2
03:20,"GOOD 3PTR by WALLACK,DANNY",80 (+2),,78,,JCU 80-78 (-2),,"GOOD 3PTR by WALLACK,DANNY",2
--,"ASSIST  by ANGERS,RYAN",,,,,,,"ASSIST  by ANGERS,RYAN",2
03:05,"FOUL  by ANGERS,RYAN",,,,,,,"FOUL  by ANGERS,RYAN",2
02:39,"FOUL  by JANZ,KENNY",,,,,,,"FOUL  by JANZ,KENNY",2
02:39,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:39,,80 (+1),,79,"GOOD FT by HENRY,COLIN",BSC 80-79 (-1),,"GOOD FT by HENRY,COLIN",2
02:39,"SUB IN by HUBBARD,KYLE",,,,,,,"SUB IN by HUBBARD,KYLE",2
02:39,"SUB OUT by MURPHY,JORDAN",,,,,,,"SUB OUT by MURPHY,JORDAN",2
02:06,"GOOD 3PTR by HENDRICKSON,DAVID",83 (+4),,79,,JCU 83-79 (-4),,"GOOD 3PTR by HENDRICKSON,DAVID",2
01:40,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
01:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:03,"MISS JUMPER by ANGERS,RYAN",,,,,,,"MISS JUMPER by ANGERS,RYAN",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
00:50,,83 (+2),,81,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",BSC 83-81 (-2),,"GOOD JUMPER by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
00:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:15,"MISS LAYUP by ANGERS,RYAN",,,,,,,"MISS LAYUP by ANGERS,RYAN",2
--,"REBOUND OFF by ANGERS,RYAN",,,,,,,"REBOUND OFF by ANGERS,RYAN",2
00:09,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
00:09,"GOOD FT by ANGERS,RYAN",84 (+3),,81,,JCU 84-81 (-3),,"GOOD FT by ANGERS,RYAN",2
00:09,"GOOD FT by ANGERS,RYAN",85 (+4),,81,,JCU 85-81 (-4),,"GOOD FT by ANGERS,RYAN",2
00:06,"SUB IN by JANZ,KENNY",,,,,,,"SUB IN by JANZ,KENNY",2
00:06,"SUB IN by HOLLINGER,JAKE",,,,,,,"SUB IN by HOLLINGER,JAKE",2
00:06,"SUB OUT by PISCO,KYLE",,,,,,,"SUB OUT by PISCO,KYLE",2
00:06,"SUB OUT by HUBBARD,KYLE",,,,,,,"SUB OUT by HUBBARD,KYLE",2
00:06,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
00:06,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
00:06,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
00:06,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
00:05,,85 (+2),,83,"GOOD LAYUP by WHITE,BLAISE(in the paint)",BSC 85-83 (-2),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
00:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:06,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
00:06,"GOOD FT by ANGERS,RYAN",86 (+3),,83,,JCU 86-83 (-3),,"GOOD FT by ANGERS,RYAN",2
00:06,"GOOD FT by ANGERS,RYAN",87 (+4),,83,,JCU 87-83 (-4),,"GOOD FT by ANGERS,RYAN",2
00:05,"SUB IN by PISCO,KYLE",,,,,,,"SUB IN by PISCO,KYLE",2
00:05,"SUB OUT by JANZ,KENNY",,,,,,,"SUB OUT by JANZ,KENNY",2
00:05,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
00:05,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
00:05,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
00:05,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
00:04,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
