Time Remaining,ALTM,Away Team Score,Play Team Indicator,Home Team Score,BSC-M,Game Score,Team Indicator,Play,Period
05:38,,,,,"SUB IN by HOLLIFIELD,MALCOLM",,,"SUB IN by HOLLIFIELD,MALCOLM",2
05:38,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
05:38,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
05:38,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
05:38,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
05:25,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
05:25,"MISS FT by BAILEY,SHEVELLE",,,,,,,"MISS FT by BAILEY,SHEVELLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:25,"GOOD FT by BAILEY,SHEVELLE",69 (+7),,62,,ALTM 69-62 (-7),,"GOOD FT by BAILEY,SHEVELLE",2
05:04,,,,,"MISS LAYUP by WALDRUM,AIDAN",,,"MISS LAYUP by WALDRUM,AIDAN",2
--,"REBOUND DEF by BRAGG,Y'SHUA",,,,,,,"REBOUND DEF by BRAGG,Y'SHUA",2
04:45,"GOOD LAYUP by BRAGG,Y'SHUA(in the paint)",71 (+9),,62,,ALTM 71-62 (-9),,"GOOD LAYUP by BRAGG,Y'SHUA(in the paint)",2
--,"ASSIST  by BAILEY,SHEVELLE",,,,,,,"ASSIST  by BAILEY,SHEVELLE",2
04:34,,71 (+7),,64,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",BSC-M 71-64 (-7),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",2
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",2
04:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:13,"TURNOVER  by BUTTERWORTH,TREY",,,,,,,"TURNOVER  by BUTTERWORTH,TREY",2
04:10,,,,,"STEAL  by WALDRUM,AIDAN",,,"STEAL  by WALDRUM,AIDAN",2
04:04,"FOUL  by BRAGG,Y'SHUA",,,,,,,"FOUL  by BRAGG,Y'SHUA",2
04:04,,71 (+6),,65,"GOOD FT by SPENCE,BEN",BSC-M 71-65 (-6),,"GOOD FT by SPENCE,BEN",2
04:04,,71 (+5),,66,"GOOD FT by SPENCE,BEN",BSC-M 71-66 (-5),,"GOOD FT by SPENCE,BEN",2
04:04,"SUB IN by ARCHIE-DAVIS,JALEN",,,,,,,"SUB IN by ARCHIE-DAVIS,JALEN",2
04:04,"SUB IN by KUSTERS,JACK",,,,,,,"SUB IN by KUSTERS,JACK",2
04:04,"SUB OUT by GILLEN,NATE",,,,,,,"SUB OUT by GILLEN,NATE",2
04:04,"SUB OUT by BUTTERWORTH,TREY",,,,,,,"SUB OUT by BUTTERWORTH,TREY",2
03:52,"TURNOVER  by BRAGG,Y'SHUA",,,,,,,"TURNOVER  by BRAGG,Y'SHUA",2
03:52,"FOUL  by BRAGG,Y'SHUA",,,,,,,"FOUL  by BRAGG,Y'SHUA",2
03:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:52,"SUB IN by GARDNER-NICHOLSON,C",,,,,,,"SUB IN by GARDNER-NICHOLSON,C",2
03:52,"SUB OUT by BRAGG,Y'SHUA",,,,,,,"SUB OUT by BRAGG,Y'SHUA",2
03:46,,,,,"MISS 3PTR by HOLLIFIELD,MALCOLM",,,"MISS 3PTR by HOLLIFIELD,MALCOLM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:41,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,,,,,"REBOUND OFF by SPENCE,BEN",,,"REBOUND OFF by SPENCE,BEN",2
03:38,,,,,"MISS FT by SPENCE,BEN",,,"MISS FT by SPENCE,BEN",2
--,"REBOUND DEF by MARTIN,MALCOLM",,,,,,,"REBOUND DEF by MARTIN,MALCOLM",2
03:37,,,,,"FOUL  by HOLLIFIELD,MALCOLM",,,"FOUL  by HOLLIFIELD,MALCOLM",2
03:37,"GOOD FT by MARTIN,MALCOLM",72 (+6),,66,,ALTM 72-66 (-6),,"GOOD FT by MARTIN,MALCOLM",2
03:37,"GOOD FT by MARTIN,MALCOLM",73 (+7),,66,,ALTM 73-66 (-7),,"GOOD FT by MARTIN,MALCOLM",2
03:37,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
03:37,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",,,"SUB OUT by HOLLIFIELD,MALCOLM",2
03:32,"FOUL  by KRISE,AUSTIN",,,,,,,"FOUL  by KRISE,AUSTIN",2
03:23,,73 (+5),,68,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 73-68 (-5),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
03:14,"GOOD LAYUP by BAILEY,SHEVELLE(in the paint)",75 (+7),,68,,ALTM 75-68 (-7),,"GOOD LAYUP by BAILEY,SHEVELLE(in the paint)",2
03:03,"FOUL  by BAILEY,SHEVELLE",,,,,,,"FOUL  by BAILEY,SHEVELLE",2
03:03,,75 (+6),,69,"GOOD FT by STEPHENS,TROY",BSC-M 75-69 (-6),,"GOOD FT by STEPHENS,TROY",2
03:03,,75 (+5),,70,"GOOD FT by STEPHENS,TROY",BSC-M 75-70 (-5),,"GOOD FT by STEPHENS,TROY",2
03:03,"SUB IN by MARSHALL,SHANDON",,,,,,,"SUB IN by MARSHALL,SHANDON",2
03:03,"SUB IN by KRISE,AUSTIN",,,,,,,"SUB IN by KRISE,AUSTIN",2
03:03,"SUB OUT by MARTIN,MALCOLM",,,,,,,"SUB OUT by MARTIN,MALCOLM",2
03:03,"SUB OUT by KUSTERS,JACK",,,,,,,"SUB OUT by KUSTERS,JACK",2
03:03,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
03:03,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
02:40,"TURNOVER  by BAILEY,SHEVELLE",,,,,,,"TURNOVER  by BAILEY,SHEVELLE",2
02:40,"SUB IN by MARTIN,MALCOLM",,,,,,,"SUB IN by MARTIN,MALCOLM",2
02:40,"SUB OUT by MARSHALL,SHANDON",,,,,,,"SUB OUT by MARSHALL,SHANDON",2
02:21,"FOUL  by ARCHIE-DAVIS,JALEN",,,,,,,"FOUL  by ARCHIE-DAVIS,JALEN",2
02:21,,75 (+4),,71,"GOOD FT by ALLISON,ZACHARY",BSC-M 75-71 (-4),,"GOOD FT by ALLISON,ZACHARY",2
02:21,,,,,"MISS FT by ALLISON,ZACHARY",,,"MISS FT by ALLISON,ZACHARY",2
--,"REBOUND DEF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND DEF by GARDNER-NICHOLSON,C",2
02:12,"GOOD LAYUP by BAILEY,SHEVELLE(in the paint)",77 (+6),,71,,ALTM 77-71 (-6),,"GOOD LAYUP by BAILEY,SHEVELLE(in the paint)",2
01:54,,77 (+4),,73,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 77-73 (-4),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
01:54,"FOUL  by GARDNER-NICHOLSON,C",,,,,,,"FOUL  by GARDNER-NICHOLSON,C",2
01:54,,,,,"MISS FT by ALLISON,ZACHARY",,,"MISS FT by ALLISON,ZACHARY",2
--,"REBOUND DEF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND DEF by GARDNER-NICHOLSON,C",2
01:54,"SUB IN by MARSHALL,SHANDON",,,,,,,"SUB IN by MARSHALL,SHANDON",2
01:54,"SUB IN by KUSTERS,JACK",,,,,,,"SUB IN by KUSTERS,JACK",2
01:54,"SUB OUT by MARTIN,MALCOLM",,,,,,,"SUB OUT by MARTIN,MALCOLM",2
01:54,"SUB OUT by BAILEY,SHEVELLE",,,,,,,"SUB OUT by BAILEY,SHEVELLE",2
01:54,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
01:54,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
01:33,"MISS 3PTR by KRISE,AUSTIN",,,,,,,"MISS 3PTR by KRISE,AUSTIN",2
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",2
01:25,,77 (+2),,75,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 77-75 (-2),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
01:17,"TURNOVER  by MARSHALL,SHANDON",,,,,,,"TURNOVER  by MARSHALL,SHANDON",2
01:15,,,,,"STEAL  by BAK,CALVIN",,,"STEAL  by BAK,CALVIN",2
01:06,,77,,78 (+1),"GOOD 3PTR by STEPHENS,TROY",BSC-M 77-78 (+1),,"GOOD 3PTR by STEPHENS,TROY",2
--,,,,,"ASSIST  by WALDRUM,AIDAN",,,"ASSIST  by WALDRUM,AIDAN",2
00:47,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
00:47,"MISS FT by ARCHIE-DAVIS,JALEN",,,,,,,"MISS FT by ARCHIE-DAVIS,JALEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:47,"GOOD FT by ARCHIE-DAVIS,JALEN",78,,78,,ALTM 78-78 (0),,"GOOD FT by ARCHIE-DAVIS,JALEN",2
00:47,"SUB IN by BAILEY,SHEVELLE",,,,,,,"SUB IN by BAILEY,SHEVELLE",2
00:47,"SUB IN by MARTIN,MALCOLM",,,,,,,"SUB IN by MARTIN,MALCOLM",2
00:47,"SUB OUT by GARDNER-NICHOLSON,C",,,,,,,"SUB OUT by GARDNER-NICHOLSON,C",2
00:47,"SUB OUT by KUSTERS,JACK",,,,,,,"SUB OUT by KUSTERS,JACK",2
00:47,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
00:47,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
00:28,,78,,80 (+2),"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 78-80 (+2),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
00:28,"FOUL  by KRISE,AUSTIN",,,,,,,"FOUL  by KRISE,AUSTIN",2
00:28,,78,,81 (+3),"GOOD FT by ALLISON,ZACHARY",BSC-M 78-81 (+3),,"GOOD FT by ALLISON,ZACHARY",2
00:28,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
00:28,"SUB IN by BUTTERWORTH,TREY",,,,,,,"SUB IN by BUTTERWORTH,TREY",2
00:28,"SUB IN by BAILEY,SHEVELLE",,,,,,,"SUB IN by BAILEY,SHEVELLE",2
00:28,"SUB IN by GARDNER-NICHOLSON,C",,,,,,,"SUB IN by GARDNER-NICHOLSON,C",2
00:28,"SUB IN by KUSTERS,JACK",,,,,,,"SUB IN by KUSTERS,JACK",2
00:28,"SUB OUT by GARDNER-NICHOLSON,C",,,,,,,"SUB OUT by GARDNER-NICHOLSON,C",2
00:28,"SUB OUT by MARTIN,MALCOLM",,,,,,,"SUB OUT by MARTIN,MALCOLM",2
00:28,"SUB OUT by KRISE,AUSTIN",,,,,,,"SUB OUT by KRISE,AUSTIN",2
00:28,"SUB OUT by BAILEY,SHEVELLE",,,,,,,"SUB OUT by BAILEY,SHEVELLE",2
00:28,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
00:28,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
00:19,,,,,"MISS LAYUP by STEPHENS,TROY",,,"MISS LAYUP by STEPHENS,TROY",2
--,"REBOUND DEF by KRISE,AUSTIN",,,,,,,"REBOUND DEF by KRISE,AUSTIN",2
00:17,"FOUL  by KUSTERS,JACK",,,,,,,"FOUL  by KUSTERS,JACK",2
00:17,,,,,"MISS FT by ALLISON,ZACHARY",,,"MISS FT by ALLISON,ZACHARY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:17,,,,,"MISS FT by ALLISON,ZACHARY",,,"MISS FT by ALLISON,ZACHARY",2
--,"REBOUND DEF by BAILEY,SHEVELLE",,,,,,,"REBOUND DEF by BAILEY,SHEVELLE",2
00:10,"MISS 3PTR by BAILEY,SHEVELLE",,,,,,,"MISS 3PTR by BAILEY,SHEVELLE",2
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",2
00:06,"FOUL  by BUTTERWORTH,TREY",,,,,,,"FOUL  by BUTTERWORTH,TREY",2
00:06,,78,,82 (+4),"GOOD FT by ALLISON,ZACHARY",BSC-M 78-82 (+4),,"GOOD FT by ALLISON,ZACHARY",2
00:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:06,,,,,"MISS FT by ALLISON,ZACHARY",,,"MISS FT by ALLISON,ZACHARY",2
--,"REBOUND DEF by KUSTERS,JACK",,,,,,,"REBOUND DEF by KUSTERS,JACK",2
00:02,"MISS 3PTR by KUSTERS,JACK",,,,,,,"MISS 3PTR by KUSTERS,JACK",2
--,"REBOUND OFF by ARCHIE-DAVIS,JALEN",,,,,,,"REBOUND OFF by ARCHIE-DAVIS,JALEN",2
