Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,UCSCM,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:49,,,,,"MISS FT by MARLOW,ADAM",,,"MISS FT by MARLOW,ADAM",1
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",1
01:49,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
01:49,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
01:41,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",1
01:41,,,,,"BLOCK  by JONES,ANDREW",,,"BLOCK  by JONES,ANDREW",1
--,,,,,"REBOUND DEF by JONES,ANDREW",,,"REBOUND DEF by JONES,ANDREW",1
01:38,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
01:38,,40,,46 (+6),"GOOD FT by JONES,ANDREW",UCSCM 40-46 (-6),,"GOOD FT by JONES,ANDREW",1
01:38,,40,,47 (+7),"GOOD FT by JONES,ANDREW",UCSCM 40-47 (-7),,"GOOD FT by JONES,ANDREW",1
01:38,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
01:38,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
01:38,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
01:38,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
01:38,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
01:38,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
01:38,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
01:38,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
01:38,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
01:38,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
01:31,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
01:16,,,,,"MISS LAYUP by JONES,ANDREW",,,"MISS LAYUP by JONES,ANDREW",1
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",1
01:14,,,,,"FOUL  by JONES,ANDREW",,,"FOUL  by JONES,ANDREW",1
01:14,"GOOD FT by DARST,DANIEL",41,,47 (+6),,RHO 41-47 (-6),,"GOOD FT by DARST,DANIEL",1
01:14,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",1
--,,,,,"REBOUND DEF by NARAYANAM,VINAY",,,"REBOUND DEF by NARAYANAM,VINAY",1
00:58,,,,,"TURNOVER  by MARLOW,ADAM",,,"TURNOVER  by MARLOW,ADAM",1
00:57,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",1
00:47,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:44,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
00:44,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
00:44,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
00:44,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
00:44,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
00:44,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
00:44,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
00:44,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
00:44,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
00:44,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
00:44,,,,,"SUB IN by NERLAND,MATTHEW",,,"SUB IN by NERLAND,MATTHEW",1
00:44,,,,,"SUB OUT by KLINGENBECK,TYLER",,,"SUB OUT by KLINGENBECK,TYLER",1
00:39,,,,,"MISS LAYUP by NARAYANAM,VINAY",,,"MISS LAYUP by NARAYANAM,VINAY",1
00:39,"BLOCK  by HARRISON,IAN",,,,,,,"BLOCK  by HARRISON,IAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:37,,,,,"SUB IN by ANIGBOGU,IKENNA",,,"SUB IN by ANIGBOGU,IKENNA",1
00:37,,,,,"SUB OUT by HOLLER,DYLAN",,,"SUB OUT by HOLLER,DYLAN",1
00:30,"GOOD LAYUP by WEIR,JJ(in the paint)",43,,47 (+4),,RHO 43-47 (-4),,"GOOD LAYUP by WEIR,JJ(in the paint)",1
00:16,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",1
00:16,,43,,48 (+5),"GOOD FT by MARLOW,ADAM",UCSCM 43-48 (-5),,"GOOD FT by MARLOW,ADAM",1
00:16,,,,,"MISS FT by MARLOW,ADAM",,,"MISS FT by MARLOW,ADAM",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
00:16,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
00:16,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
00:16,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
00:16,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
00:16,,,,,"SUB IN by KLINGENBECK,TYLER",,,"SUB IN by KLINGENBECK,TYLER",1
00:16,,,,,"SUB OUT by ANIGBOGU,IKENNA",,,"SUB OUT by ANIGBOGU,IKENNA",1
00:04,,,,,"FOUL  by JONES,ANDREW",,,"FOUL  by JONES,ANDREW",1
00:04,"MISS FT by HARRISON,IAN",,,,,,,"MISS FT by HARRISON,IAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:04,"MISS FT by HARRISON,IAN",,,,,,,"MISS FT by HARRISON,IAN",1
--,"REBOUND OFF by WEIR,JJ",,,,,,,"REBOUND OFF by WEIR,JJ",1
00:04,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
00:04,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
00:04,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
00:04,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
00:04,,,,,"SUB IN by HOLLER,DYLAN",,,"SUB IN by HOLLER,DYLAN",1
00:04,,,,,"SUB IN by ANIGBOGU,IKENNA",,,"SUB IN by ANIGBOGU,IKENNA",1
00:04,,,,,"SUB OUT by JONES,ANDREW",,,"SUB OUT by JONES,ANDREW",1
00:04,,,,,"SUB OUT by NERLAND,MATTHEW",,,"SUB OUT by NERLAND,MATTHEW",1
00:01,"GOOD LAYUP by WEIR,JJ(in the paint)",45,,48 (+3),,RHO 45-48 (-3),,"GOOD LAYUP by WEIR,JJ(in the paint)",1
19:54,"GOOD 3PTR by NYAWATA,ANESU",48,,48,,RHO 48-48 (0),,"GOOD 3PTR by NYAWATA,ANESU",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
19:41,,48,,50 (+2),"GOOD LAYUP by CRAIN,WILL(fastbreak)(in the paint)",UCSCM 48-50 (-2),,"GOOD LAYUP by CRAIN,WILL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WESTON,TRE",,,"ASSIST  by WESTON,TRE",2
19:32,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND DEF by MARLOW,ADAM",,,"REBOUND DEF by MARLOW,ADAM",2
19:25,,,,,"MISS JUMPER by CILIA,COREY",,,"MISS JUMPER by CILIA,COREY",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
19:17,"GOOD LAYUP by GEE,TYLER(in the paint)",50,,50,,RHO 50-50 (0),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
18:58,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
18:58,,,,,"MISS FT by WESTON,TRE",,,"MISS FT by WESTON,TRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:58,,50,,51 (+1),"GOOD FT by WESTON,TRE",UCSCM 50-51 (-1),,"GOOD FT by WESTON,TRE",2
18:58,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
18:58,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
18:58,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
18:58,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
18:58,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
18:58,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
18:58,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
18:58,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
18:58,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
18:58,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
18:58,,,,,"SUB IN by NARAYANAM,VINAY",,,"SUB IN by NARAYANAM,VINAY",2
18:58,,,,,"SUB OUT by CILIA,COREY",,,"SUB OUT by CILIA,COREY",2
18:45,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",2
18:35,,50,,53 (+3),"GOOD LAYUP by CREIGHTON,KYLE(in the paint)",UCSCM 50-53 (-3),,"GOOD LAYUP by CREIGHTON,KYLE(in the paint)",2
--,,,,,"ASSIST  by CRAIN,WILL",,,"ASSIST  by CRAIN,WILL",2
18:26,,,,,"FOUL  by CRAIN,WILL",,,"FOUL  by CRAIN,WILL",2
18:26,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
18:26,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
18:26,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
18:26,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
18:26,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
18:26,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
18:26,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
18:26,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
18:26,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
18:26,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
18:26,,,,,"SUB IN by KLINGENBECK,TYLER",,,"SUB IN by KLINGENBECK,TYLER",2
18:26,,,,,"SUB OUT by CRAIN,WILL",,,"SUB OUT by CRAIN,WILL",2
18:16,,,,,"FOUL  by CREIGHTON,KYLE",,,"FOUL  by CREIGHTON,KYLE",2
18:10,"MISS JUMPER by GALVIN,OWEN",,,,,,,"MISS JUMPER by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by NARAYANAM,VINAY",,,"REBOUND DEF by NARAYANAM,VINAY",2
18:03,,,,,"MISS LAYUP by NARAYANAM,VINAY",,,"MISS LAYUP by NARAYANAM,VINAY",2
--,,,,,"REBOUND OFF by WESTON,TRE",,,"REBOUND OFF by WESTON,TRE",2
18:02,,,,,"MISS JUMPER by WESTON,TRE",,,"MISS JUMPER by WESTON,TRE",2
--,,,,,"REBOUND OFF by WESTON,TRE",,,"REBOUND OFF by WESTON,TRE",2
18:00,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
18:00,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
18:00,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
18:00,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
18:00,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
18:00,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
18:00,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
18:00,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
18:00,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:00,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
17:48,,,,,"TURNOVER  by CREIGHTON,KYLE",,,"TURNOVER  by CREIGHTON,KYLE",2
17:42,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
17:42,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",2
17:41,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",2
17:22,,50,,55 (+5),"GOOD JUMPER by CREIGHTON,KYLE(in the paint)",UCSCM 50-55 (-5),,"GOOD JUMPER by CREIGHTON,KYLE(in the paint)",2
17:08,"GOOD 3PTR by DE FERIA,NICK",53,,55 (+2),,RHO 53-55 (-2),,"GOOD 3PTR by DE FERIA,NICK",2
--,"ASSIST  by ASHBY,KENDRICK",,,,,,,"ASSIST  by ASHBY,KENDRICK",2
16:49,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
16:49,,,,,"MISS FT by KLINGENBECK,TYLER",,,"MISS FT by KLINGENBECK,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:49,,,,,"MISS FT by KLINGENBECK,TYLER",,,"MISS FT by KLINGENBECK,TYLER",2
--,,,,,"REBOUND OFF by CREIGHTON,KYLE",,,"REBOUND OFF by CREIGHTON,KYLE",2
16:49,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
16:49,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
16:49,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
16:49,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
16:49,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
16:49,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
16:49,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
16:49,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
16:49,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
16:49,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
16:49,,,,,"SUB IN by CILIA,COREY",,,"SUB IN by CILIA,COREY",2
16:49,,,,,"SUB OUT by NARAYANAM,VINAY",,,"SUB OUT by NARAYANAM,VINAY",2
16:39,,,,,"MISS LAYUP by WESTON,TRE",,,"MISS LAYUP by WESTON,TRE",2
--,,,,,"REBOUND OFF by WESTON,TRE",,,"REBOUND OFF by WESTON,TRE",2
16:38,,53,,57 (+4),"GOOD TIPIN by WESTON,TRE(in the paint)",UCSCM 53-57 (-4),,"GOOD TIPIN by WESTON,TRE(in the paint)",2
16:31,,,,,"FOUL  by CREIGHTON,KYLE",,,"FOUL  by CREIGHTON,KYLE",2
16:31,"GOOD FT by BERRY,BRYCE",54,,57 (+3),,RHO 54-57 (-3),,"GOOD FT by BERRY,BRYCE",2
16:31,"GOOD FT by BERRY,BRYCE",55,,57 (+2),,RHO 55-57 (-2),,"GOOD FT by BERRY,BRYCE",2
16:31,,,,,"SUB IN by DORFMAN,BEN",,,"SUB IN by DORFMAN,BEN",2
16:31,,,,,"SUB OUT by CREIGHTON,KYLE",,,"SUB OUT by CREIGHTON,KYLE",2
16:28,,,,,"TURNOVER  by CILIA,COREY",,,"TURNOVER  by CILIA,COREY",2
16:21,,,,,"FOUL  by CILIA,COREY",,,"FOUL  by CILIA,COREY",2
16:21,"GOOD FT by SULLIVAN,BRENNAN",56,,57 (+1),,RHO 56-57 (-1),,"GOOD FT by SULLIVAN,BRENNAN",2
16:21,"GOOD FT by SULLIVAN,BRENNAN",57,,57,,RHO 57-57 (0),,"GOOD FT by SULLIVAN,BRENNAN",2
16:21,"GOOD FT by SULLIVAN,BRENNAN",58 (+1),,57,,RHO 58-57 (+1),,"GOOD FT by SULLIVAN,BRENNAN",2
16:21,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
16:21,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
16:21,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:21,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
16:21,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
16:21,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
16:21,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
16:21,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:21,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
16:21,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:21,,,,,"SUB IN by JONES,ANDREW",,,"SUB IN by JONES,ANDREW",2
16:21,,,,,"SUB IN by CRAIN,WILL",,,"SUB IN by CRAIN,WILL",2
16:21,,,,,"SUB OUT by KLINGENBECK,TYLER",,,"SUB OUT by KLINGENBECK,TYLER",2
16:21,,,,,"SUB OUT by CILIA,COREY",,,"SUB OUT by CILIA,COREY",2
16:16,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
16:09,,58,,59 (+1),"GOOD LAYUP by CRAIN,WILL(fastbreak)(in the paint)",UCSCM 58-59 (-1),,"GOOD LAYUP by CRAIN,WILL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MARLOW,ADAM",,,"ASSIST  by MARLOW,ADAM",2
15:41,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by DORFMAN,BEN",,,"REBOUND DEF by DORFMAN,BEN",2
15:23,,58,,61 (+3),"GOOD JUMPER by CRAIN,WILL(in the paint)",UCSCM 58-61 (-3),,"GOOD JUMPER by CRAIN,WILL(in the paint)",2
15:15,,,,,"FOUL  by WESTON,TRE",,,"FOUL  by WESTON,TRE",2
15:15,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
15:15,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
15:15,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
15:15,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
15:15,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
15:15,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
15:15,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
15:15,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
15:15,,,,,"SUB IN by NARAYANAM,VINAY",,,"SUB IN by NARAYANAM,VINAY",2
15:15,,,,,"SUB OUT by WESTON,TRE",,,"SUB OUT by WESTON,TRE",2
15:12,"GOOD LAYUP by DE FERIA,NICK(in the paint)",60,,61 (+1),,RHO 60-61 (-1),,"GOOD LAYUP by DE FERIA,NICK(in the paint)",2
14:44,,,,,"MISS LAYUP by DORFMAN,BEN",,,"MISS LAYUP by DORFMAN,BEN",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
14:31,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
14:26,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by CRAIN,WILL",,,"REBOUND DEF by CRAIN,WILL",2
14:23,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",2
14:23,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
14:23,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
14:23,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
14:23,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
14:23,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
14:23,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
14:23,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
14:23,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
14:23,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
14:23,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
14:16,,60,,63 (+3),"GOOD LAYUP by JONES,ANDREW(fastbreak)(in the paint)",UCSCM 60-63 (-3),,"GOOD LAYUP by JONES,ANDREW(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by NARAYANAM,VINAY",,,"ASSIST  by NARAYANAM,VINAY",2
14:09,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by MARLOW,ADAM",,,"REBOUND DEF by MARLOW,ADAM",2
13:57,,,,,"TURNOVER  by MARLOW,ADAM",,,"TURNOVER  by MARLOW,ADAM",2
13:56,"STEAL  by HARRISON,IAN",,,,,,,"STEAL  by HARRISON,IAN",2
13:50,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",2
13:49,,,,,"STEAL  by MARLOW,ADAM",,,"STEAL  by MARLOW,ADAM",2
13:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:48,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
13:48,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
13:48,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
13:48,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
13:48,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
13:48,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
13:48,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
13:48,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
13:48,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
13:48,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
13:48,,,,,"SUB IN by CILIA,COREY",,,"SUB IN by CILIA,COREY",2
13:48,,,,,"SUB OUT by MARLOW,ADAM",,,"SUB OUT by MARLOW,ADAM",2
13:39,,,,,"TURNOVER  by CRAIN,WILL",,,"TURNOVER  by CRAIN,WILL",2
13:39,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
13:30,"GOOD 3PTR by GALVIN,OWEN",63,,63,,RHO 63-63 (0),,"GOOD 3PTR by GALVIN,OWEN",2
--,"ASSIST  by DALTON,PRICE",,,,,,,"ASSIST  by DALTON,PRICE",2
13:09,,,,,"MISS JUMPER by JONES,ANDREW",,,"MISS JUMPER by JONES,ANDREW",2
--,,,,,"REBOUND OFF by NARAYANAM,VINAY",,,"REBOUND OFF by NARAYANAM,VINAY",2
13:05,,,,,"TURNOVER  by NARAYANAM,VINAY",,,"TURNOVER  by NARAYANAM,VINAY",2
13:05,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
13:05,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
13:05,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
13:05,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
13:05,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
13:05,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
13:05,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
13:05,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
13:05,,,,,"SUB IN by CREIGHTON,KYLE",,,"SUB IN by CREIGHTON,KYLE",2
13:05,,,,,"SUB IN by WESTON,TRE",,,"SUB IN by WESTON,TRE",2
13:05,,,,,"SUB IN by MARLOW,ADAM",,,"SUB IN by MARLOW,ADAM",2
13:05,,,,,"SUB OUT by JONES,ANDREW",,,"SUB OUT by JONES,ANDREW",2
13:05,,,,,"SUB OUT by CRAIN,WILL",,,"SUB OUT by CRAIN,WILL",2
13:05,,,,,"SUB OUT by NARAYANAM,VINAY",,,"SUB OUT by NARAYANAM,VINAY",2
12:55,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
12:51,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",2
