Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,WC,Game Score,Team Indicator,Play,Period
10:57,,,,,"FOUL  by KIRKLEY,JARON",,,"FOUL  by KIRKLEY,JARON",2
10:49,,,,,"TURNOVER  by KIRKLEY,JARON",,,"TURNOVER  by KIRKLEY,JARON",2
10:47,"STEAL  by SAMSON,VAUGHN",,,,,,,"STEAL  by SAMSON,VAUGHN",2
10:42,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:33,"GOOD FT by GEE,TYLER",79,,82 (+3),,RHO 79-82 (-3),,"GOOD FT by GEE,TYLER",2
10:33,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
--,"REBOUND OFF by DALTON,PRICE",,,,,,,"REBOUND OFF by DALTON,PRICE",2
10:33,"TURNOVER  by DALTON,PRICE",,,,,,,"TURNOVER  by DALTON,PRICE",2
10:33,,,,,"STEAL  by MCDONALD,CHRISTIAN",,,"STEAL  by MCDONALD,CHRISTIAN",2
10:33,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",2
10:33,,79,,83 (+4),"GOOD FT by MCDONALD,CHRISTIAN",WC 79-83 (-4),,"GOOD FT by MCDONALD,CHRISTIAN",2
10:33,,79,,84 (+5),"GOOD FT by MCDONALD,CHRISTIAN",WC 79-84 (-5),,"GOOD FT by MCDONALD,CHRISTIAN",2
10:33,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
10:33,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
10:33,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
10:33,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
10:33,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
10:33,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
10:33,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
10:33,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
10:33,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
10:33,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
10:32,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
10:32,,,,,"SUB IN by HOWELL,TIM",,,"SUB IN by HOWELL,TIM",2
10:32,,,,,"SUB OUT by KIRKLEY,JARON",,,"SUB OUT by KIRKLEY,JARON",2
10:18,,,,,"MISS 3PTR by HEWITT,JOEY",,,"MISS 3PTR by HEWITT,JOEY",2
--,,,,,"REBOUND OFF by BUTLER,AUSTIN",,,"REBOUND OFF by BUTLER,AUSTIN",2
10:13,,79,,86 (+7),"GOOD LAYUP by BUTLER,AUSTIN(in the paint)",WC 79-86 (-7),,"GOOD LAYUP by BUTLER,AUSTIN(in the paint)",2
10:02,"GOOD LAYUP by DARST,DANIEL(in the paint)",81,,86 (+5),,RHO 81-86 (-5),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
09:52,,,,,"MISS LAYUP by HEWITT,JOEY",,,"MISS LAYUP by HEWITT,JOEY",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
09:45,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by HEWITT,JOEY",,,"REBOUND DEF by HEWITT,JOEY",2
09:34,,,,,"TURNOVER  by BUTLER,AUSTIN",,,"TURNOVER  by BUTLER,AUSTIN",2
09:33,"STEAL  by MCINTYRE,WILL",,,,,,,"STEAL  by MCINTYRE,WILL",2
09:30,,,,,"FOUL  by MCDONALD,CHRISTIAN",,,"FOUL  by MCDONALD,CHRISTIAN",2
09:30,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
09:30,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
09:30,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
09:30,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
09:30,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
09:30,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
09:30,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
09:30,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
09:30,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
09:30,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
09:30,,,,,"SUB IN by STEWART,JACK",,,"SUB IN by STEWART,JACK",2
09:30,,,,,"SUB IN by HARRISON,JASE",,,"SUB IN by HARRISON,JASE",2
09:30,,,,,"SUB OUT by BUTLER,AUSTIN",,,"SUB OUT by BUTLER,AUSTIN",2
09:30,,,,,"SUB OUT by HEWITT,JOEY",,,"SUB OUT by HEWITT,JOEY",2
09:21,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
09:20,,,,,"STEAL  by STEWART,JACK",,,"STEAL  by STEWART,JACK",2
09:13,,81,,88 (+7),"GOOD LAYUP by WIGGINS,JOJO(in the paint)",WC 81-88 (-7),,"GOOD LAYUP by WIGGINS,JOJO(in the paint)",2
--,,,,,"ASSIST  by HOWELL,TIM",,,"ASSIST  by HOWELL,TIM",2
09:02,"MISS 3PTR by GEE,TYLER",,,,,,,"MISS 3PTR by GEE,TYLER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:57,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
08:57,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
08:57,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
08:57,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
08:57,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
08:57,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
08:57,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
08:57,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
08:51,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
08:51,,,,,"MISS FT by STEWART,JACK",,,"MISS FT by STEWART,JACK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:51,,,,,"MISS FT by STEWART,JACK",,,"MISS FT by STEWART,JACK",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
08:51,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
08:51,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
08:51,,,,,"SUB IN by BUTLER,AUSTIN",,,"SUB IN by BUTLER,AUSTIN",2
08:51,,,,,"SUB IN by KIRKLEY,JARON",,,"SUB IN by KIRKLEY,JARON",2
08:51,,,,,"SUB OUT by HOWELL,TIM",,,"SUB OUT by HOWELL,TIM",2
08:51,,,,,"SUB OUT by HARRISON,JASE",,,"SUB OUT by HARRISON,JASE",2
08:45,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",83,,88 (+5),,RHO 83-88 (-5),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
08:36,,,,,"MISS JUMPER by KIRKLEY,JARON",,,"MISS JUMPER by KIRKLEY,JARON",2
--,,,,,"REBOUND OFF by BUTLER,AUSTIN",,,"REBOUND OFF by BUTLER,AUSTIN",2
08:28,,,,,"TURNOVER  by BUTLER,AUSTIN",,,"TURNOVER  by BUTLER,AUSTIN",2
08:27,"STEAL  by NYAWATA,ANESU",,,,,,,"STEAL  by NYAWATA,ANESU",2
08:24,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:21,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
08:21,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
08:21,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
08:21,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
08:21,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
08:21,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
08:21,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
08:21,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
08:21,,,,,"SUB IN by HOWELL,TIM",,,"SUB IN by HOWELL,TIM",2
08:21,,,,,"SUB IN by HEWITT,JOEY",,,"SUB IN by HEWITT,JOEY",2
08:21,,,,,"SUB OUT by MCDONALD,CHRISTIAN",,,"SUB OUT by MCDONALD,CHRISTIAN",2
08:21,,,,,"SUB OUT by STEWART,JACK",,,"SUB OUT by STEWART,JACK",2
08:04,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
08:04,,,,,"MISS FT by BUTLER,AUSTIN",,,"MISS FT by BUTLER,AUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:40,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by HEWITT,JOEY",,,"REBOUND DEF by HEWITT,JOEY",2
07:27,,83,,90 (+7),"GOOD LAYUP by BUTLER,AUSTIN(fastbreak)(in the paint)",WC 83-90 (-7),,"GOOD LAYUP by BUTLER,AUSTIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HEWITT,JOEY",,,"ASSIST  by HEWITT,JOEY",2
07:23,"GOOD LAYUP by ASHBY,KENDRICK(fastbreak)(in the paint)",85,,90 (+5),,RHO 85-90 (-5),,"GOOD LAYUP by ASHBY,KENDRICK(fastbreak)(in the paint)",2
07:20,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
07:20,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
07:20,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
07:20,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
07:20,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
07:20,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
07:20,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
07:20,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
07:20,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
07:20,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
07:20,,,,,"SUB IN by HARRISON,JASE",,,"SUB IN by HARRISON,JASE",2
07:20,,,,,"SUB IN by JACOBS-JONES,CEDRIC",,,"SUB IN by JACOBS-JONES,CEDRIC",2
07:20,,,,,"SUB IN by STEWART,JACK",,,"SUB IN by STEWART,JACK",2
07:20,,,,,"SUB OUT by WIGGINS,JOJO",,,"SUB OUT by WIGGINS,JOJO",2
07:20,,,,,"SUB OUT by HEWITT,JOEY",,,"SUB OUT by HEWITT,JOEY",2
07:20,,,,,"SUB OUT by KIRKLEY,JARON",,,"SUB OUT by KIRKLEY,JARON",2
07:12,,85,,92 (+7),"GOOD LAYUP by HARRISON,JASE(in the paint)",WC 85-92 (-7),,"GOOD LAYUP by HARRISON,JASE(in the paint)",2
07:12,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",2
07:12,,,,,"MISS FT by HARRISON,JASE",,,"MISS FT by HARRISON,JASE",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
06:51,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
06:51,,,,,"BLOCK  by STEWART,JACK",,,"BLOCK  by STEWART,JACK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:46,"MISS LAYUP by DALTON,PRICE",,,,,,,"MISS LAYUP by DALTON,PRICE",2
06:46,,,,,"BLOCK  by STEWART,JACK",,,"BLOCK  by STEWART,JACK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:46,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
06:46,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
06:46,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
06:46,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
06:46,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
06:46,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
06:46,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
06:46,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
06:46,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
06:46,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
06:25,,,,,"MISS JUMPER by JACOBS-JONES,CEDRIC",,,"MISS JUMPER by JACOBS-JONES,CEDRIC",2
--,,,,,"REBOUND OFF by JACOBS-JONES,CEDRIC",,,"REBOUND OFF by JACOBS-JONES,CEDRIC",2
06:18,,,,,"MISS JUMPER by HOWELL,TIM",,,"MISS JUMPER by HOWELL,TIM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:16,,,,,"SUB IN by HEWITT,JOEY",,,"SUB IN by HEWITT,JOEY",2
06:16,,,,,"SUB OUT by HOWELL,TIM",,,"SUB OUT by HOWELL,TIM",2
06:02,"MISS JUMPER by DARST,DANIEL",,,,,,,"MISS JUMPER by DARST,DANIEL",2
--,,,,,"REBOUND DEF by JACOBS-JONES,CEDRIC",,,"REBOUND DEF by JACOBS-JONES,CEDRIC",2
05:53,,,,,"MISS LAYUP by BUTLER,AUSTIN",,,"MISS LAYUP by BUTLER,AUSTIN",2
05:53,"BLOCK  by LOWRIE,ANDREW",,,,,,,"BLOCK  by LOWRIE,ANDREW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:48,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
05:48,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
05:48,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
05:48,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
05:48,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
05:48,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
05:48,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
05:48,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
05:48,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
05:48,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
05:48,,,,,"SUB IN by HOWELL,TIM",,,"SUB IN by HOWELL,TIM",2
05:48,,,,,"SUB OUT by STEWART,JACK",,,"SUB OUT by STEWART,JACK",2
05:43,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",2
05:39,,,,,"MISS FT by BUTLER,AUSTIN",,,"MISS FT by BUTLER,AUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:39,,85,,93 (+8),"GOOD FT by BUTLER,AUSTIN",WC 85-93 (-8),,"GOOD FT by BUTLER,AUSTIN",2
05:17,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",2
--,,,,,"REBOUND DEF by JACOBS-JONES,CEDRIC",,,"REBOUND DEF by JACOBS-JONES,CEDRIC",2
05:17,,,,,"TURNOVER  by JACOBS-JONES,CEDRIC",,,"TURNOVER  by JACOBS-JONES,CEDRIC",2
05:17,,,,,"SUB IN by STEWART,JACK",,,"SUB IN by STEWART,JACK",2
05:17,,,,,"SUB OUT by HOWELL,TIM",,,"SUB OUT by HOWELL,TIM",2
05:11,"GOOD 3PTR by NYAWATA,ANESU",88,,93 (+5),,RHO 88-93 (-5),,"GOOD 3PTR by NYAWATA,ANESU",2
05:00,,88,,95 (+7),"GOOD LAYUP by JACOBS-JONES,CEDRIC(in the paint)",WC 88-95 (-7),,"GOOD LAYUP by JACOBS-JONES,CEDRIC(in the paint)",2
--,,,,,"ASSIST  by HARRISON,JASE",,,"ASSIST  by HARRISON,JASE",2
04:56,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
04:56,,88,,96 (+8),"GOOD FT by JACOBS-JONES,CEDRIC",WC 88-96 (-8),,"GOOD FT by JACOBS-JONES,CEDRIC",2
04:48,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",90,,96 (+6),,RHO 90-96 (-6),,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",2
04:39,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
04:39,,90,,97 (+7),"GOOD FT by HOWELL,TIM",WC 90-97 (-7),,"GOOD FT by HOWELL,TIM",2
04:39,,90,,98 (+8),"GOOD FT by HOWELL,TIM",WC 90-98 (-8),,"GOOD FT by HOWELL,TIM",2
04:39,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
04:39,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
04:39,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
04:39,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
04:39,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
04:39,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
04:39,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
04:39,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
04:39,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
04:39,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
04:39,,,,,"SUB IN by MCDONALD,CHRISTIAN",,,"SUB IN by MCDONALD,CHRISTIAN",2
04:39,,,,,"SUB OUT by HARRISON,JASE",,,"SUB OUT by HARRISON,JASE",2
04:29,,,,,"FOUL  by BUTLER,AUSTIN",,,"FOUL  by BUTLER,AUSTIN",2
04:29,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:29,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND DEF by HARRISON,JASE",,,"REBOUND DEF by HARRISON,JASE",2
04:29,,,,,"SUB IN by HARRISON,JASE",,,"SUB IN by HARRISON,JASE",2
04:29,,,,,"SUB OUT by BUTLER,AUSTIN",,,"SUB OUT by BUTLER,AUSTIN",2
04:05,,,,,"MISS JUMPER by HOWELL,TIM",,,"MISS JUMPER by HOWELL,TIM",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
03:59,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",92,,98 (+6),,RHO 92-98 (-6),,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",2
03:36,,92,,100 (+8),"GOOD JUMPER by HOWELL,TIM(in the paint)",WC 92-100 (-8),,"GOOD JUMPER by HOWELL,TIM(in the paint)",2
03:24,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
03:17,,,,,"FOUL  by JACOBS-JONES,CEDRIC",,,"FOUL  by JACOBS-JONES,CEDRIC",2
03:17,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
03:17,"GOOD FT by DARST,DANIEL",93,,100 (+7),,RHO 93-100 (-7),,"GOOD FT by DARST,DANIEL",2
03:17,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND DEF by BUTLER,AUSTIN",,,"REBOUND DEF by BUTLER,AUSTIN",2
03:17,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
03:17,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
03:17,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
03:17,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
03:17,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
03:17,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
03:17,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
03:17,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
03:17,,,,,"SUB IN by BUTLER,AUSTIN",,,"SUB IN by BUTLER,AUSTIN",2
03:17,,,,,"SUB IN by WIGGINS,JOJO",,,"SUB IN by WIGGINS,JOJO",2
03:17,,,,,"SUB OUT by HEWITT,JOEY",,,"SUB OUT by HEWITT,JOEY",2
03:17,,,,,"SUB OUT by JACOBS-JONES,CEDRIC",,,"SUB OUT by JACOBS-JONES,CEDRIC",2
02:51,,,,,"TURNOVER  by HOWELL,TIM",,,"TURNOVER  by HOWELL,TIM",2
02:51,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
02:51,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
02:47,,,,,"FOUL  by WIGGINS,JOJO",,,"FOUL  by WIGGINS,JOJO",2
02:47,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",2
--,,,,,"REBOUND DEF by BUTLER,AUSTIN",,,"REBOUND DEF by BUTLER,AUSTIN",2
02:28,,93,,103 (+10),"GOOD 3PTR by STEWART,JACK",WC 93-103 (-10),,"GOOD 3PTR by STEWART,JACK",2
--,,,,,"ASSIST  by BUTLER,AUSTIN",,,"ASSIST  by BUTLER,AUSTIN",2
02:19,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",95,,103 (+8),,RHO 95-103 (-8),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
02:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:16,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
02:16,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
02:16,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
02:16,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
02:16,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
02:16,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
02:16,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
02:16,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
02:16,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
02:16,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
02:16,,,,,"SUB IN by HEWITT,JOEY",,,"SUB IN by HEWITT,JOEY",2
02:16,,,,,"SUB IN by HOWELL,TIM",,,"SUB IN by HOWELL,TIM",2
02:16,,,,,"SUB OUT by MCDONALD,CHRISTIAN",,,"SUB OUT by MCDONALD,CHRISTIAN",2
02:16,,,,,"SUB OUT by WIGGINS,JOJO",,,"SUB OUT by WIGGINS,JOJO",2
01:49,,,,,"MISS 3PTR by HEWITT,JOEY",,,"MISS 3PTR by HEWITT,JOEY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:46,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
01:46,,95,,104 (+9),"GOOD FT by HOWELL,TIM",WC 95-104 (-9),,"GOOD FT by HOWELL,TIM",2
01:43,,95,,105 (+10),"GOOD FT by HOWELL,TIM",WC 95-105 (-10),,"GOOD FT by HOWELL,TIM",2
01:42,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
01:42,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
01:42,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
01:42,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
01:15,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
01:14,,,,,"STEAL  by HARRISON,JASE",,,"STEAL  by HARRISON,JASE",2
01:08,,95,,107 (+12),"GOOD LAYUP by STEWART,JACK(fastbreak)(in the paint)",WC 95-107 (-12),,"GOOD LAYUP by STEWART,JACK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HARRISON,JASE",,,"ASSIST  by HARRISON,JASE",2
01:05,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
01:04,,,,,"STEAL  by HARRISON,JASE",,,"STEAL  by HARRISON,JASE",2
01:02,,95,,109 (+14),"GOOD LAYUP by HARRISON,JASE(fastbreak)(in the paint)",WC 95-109 (-14),,"GOOD LAYUP by HARRISON,JASE(fastbreak)(in the paint)",2
