Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,WIS,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",1
00:46,,40,,61 (+21),"GOOD LAYUP by MILLER,SEAN(in the paint)",WIS 40-61 (-21),,"GOOD LAYUP by MILLER,SEAN(in the paint)",1
--,,,,,"ASSIST  by MCDONALD,KYLE",,,"ASSIST  by MCDONALD,KYLE",1
00:28,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",42,,61 (+19),,RHO 42-61 (-19),,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",1
00:19,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:19,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
00:19,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
00:19,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
00:19,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
00:19,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
00:19,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
00:19,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
00:19,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
00:19,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
00:19,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
00:03,,,,,"MISS 3PTR by MCDONALD,KYLE",,,"MISS 3PTR by MCDONALD,KYLE",1
--,,,,,"REBOUND OFF by DUFF,CHRIS",,,"REBOUND OFF by DUFF,CHRIS",1
00:00,,42,,63 (+21),"GOOD LAYUP by DUFF,CHRIS(in the paint)",WIS 42-63 (-21),,"GOOD LAYUP by DUFF,CHRIS(in the paint)",1
19:42,"GOOD LAYUP by DE FERIA,NICK(in the paint)",44,,63 (+19),,RHO 44-63 (-19),,"GOOD LAYUP by DE FERIA,NICK(in the paint)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
19:29,,44,,65 (+21),"GOOD LAYUP by MARTINEK,JACK(in the paint)",WIS 44-65 (-21),,"GOOD LAYUP by MARTINEK,JACK(in the paint)",2
--,,,,,"ASSIST  by SCHNEIDERMANN,JARED",,,"ASSIST  by SCHNEIDERMANN,JARED",2
19:21,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:14,,,,,"MISS LAYUP by DUXBURY,ANDREW",,,"MISS LAYUP by DUXBURY,ANDREW",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
19:03,"GOOD LAYUP by DE FERIA,NICK(in the paint)",46,,65 (+19),,RHO 46-65 (-19),,"GOOD LAYUP by DE FERIA,NICK(in the paint)",2
18:48,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
18:48,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
18:48,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
18:48,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
18:48,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
18:48,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
18:48,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
18:48,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
18:48,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
18:48,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
18:44,,46,,67 (+21),"GOOD LAYUP by MARTINEK,JACK(in the paint)",WIS 46-67 (-21),,"GOOD LAYUP by MARTINEK,JACK(in the paint)",2
18:43,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
18:43,,46,,68 (+22),"GOOD FT by MARTINEK,JACK",WIS 46-68 (-22),,"GOOD FT by MARTINEK,JACK",2
18:43,,,,,"SUB IN by WEIX,JOSH",,,"SUB IN by WEIX,JOSH",2
18:43,,,,,"SUB IN by MILLER,SEAN",,,"SUB IN by MILLER,SEAN",2
18:43,,,,,"SUB OUT by SCHNEIDERMANN,JARED",,,"SUB OUT by SCHNEIDERMANN,JARED",2
18:43,,,,,"SUB OUT by DUXBURY,ANDREW",,,"SUB OUT by DUXBURY,ANDREW",2
18:31,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",2
18:23,,,,,"MISS 3PTR by MILLER,SEAN",,,"MISS 3PTR by MILLER,SEAN",2
--,,,,,"REBOUND OFF by MILLER,SEAN",,,"REBOUND OFF by MILLER,SEAN",2
18:17,,,,,"MISS LAYUP by DIEKELMAN,GEORGE",,,"MISS LAYUP by DIEKELMAN,GEORGE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:11,,,,,"MISS 3PTR by DIEKELMAN,GEORGE",,,"MISS 3PTR by DIEKELMAN,GEORGE",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
18:03,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",2
17:53,,46,,70 (+24),"GOOD LAYUP by WEIX,JOSH(in the paint)",WIS 46-70 (-24),,"GOOD LAYUP by WEIX,JOSH(in the paint)",2
--,,,,,"ASSIST  by MILLER,SEAN",,,"ASSIST  by MILLER,SEAN",2
17:53,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
17:53,,,,,"MISS FT by WEIX,JOSH",,,"MISS FT by WEIX,JOSH",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
17:53,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
17:53,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
17:53,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
17:53,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
17:53,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
17:53,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
17:53,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
17:53,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
17:53,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
17:53,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
17:45,,,,,"FOUL  by MILLER,SEAN",,,"FOUL  by MILLER,SEAN",2
17:45,,,,,"SUB IN by LUCAS,DEONDRE",,,"SUB IN by LUCAS,DEONDRE",2
17:45,,,,,"SUB OUT by DIEKELMAN,GEORGE",,,"SUB OUT by DIEKELMAN,GEORGE",2
17:39,"GOOD 3PTR by DALTON,PRICE",49,,70 (+21),,RHO 49-70 (-21),,"GOOD 3PTR by DALTON,PRICE",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
17:26,,49,,72 (+23),"GOOD DUNK by WEIX,JOSH(fastbreak)(in the paint)",WIS 49-72 (-23),,"GOOD DUNK by WEIX,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LUCAS,DEONDRE",,,"ASSIST  by LUCAS,DEONDRE",2
17:14,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
17:12,,,,,"STEAL  by MILLER,SEAN",,,"STEAL  by MILLER,SEAN",2
17:05,,49,,74 (+25),"GOOD LAYUP by MARTINEK,JACK(in the paint)",WIS 49-74 (-25),,"GOOD LAYUP by MARTINEK,JACK(in the paint)",2
--,,,,,"ASSIST  by DUFF,CHRIS",,,"ASSIST  by DUFF,CHRIS",2
16:56,"MISS 3PTR by DALTON,PRICE",,,,,,,"MISS 3PTR by DALTON,PRICE",2
--,,,,,"REBOUND DEF by MARTINEK,JACK",,,"REBOUND DEF by MARTINEK,JACK",2
16:49,,49,,76 (+27),"GOOD DUNK by MARTINEK,JACK(fastbreak)(in the paint)",WIS 49-76 (-27),,"GOOD DUNK by MARTINEK,JACK(fastbreak)(in the paint)",2
16:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:42,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
16:42,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
16:42,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
16:42,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
16:42,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:42,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
16:42,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
16:42,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
16:42,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
16:42,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
16:42,,,,,"SUB IN by DUXBURY,ANDREW",,,"SUB IN by DUXBURY,ANDREW",2
16:42,,,,,"SUB IN by MCDONALD,KYLE",,,"SUB IN by MCDONALD,KYLE",2
16:42,,,,,"SUB OUT by MARTINEK,JACK",,,"SUB OUT by MARTINEK,JACK",2
16:42,,,,,"SUB OUT by DUFF,CHRIS",,,"SUB OUT by DUFF,CHRIS",2
16:34,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",51,,76 (+25),,RHO 51-76 (-25),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
16:15,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
16:01,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
16:01,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
16:01,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
16:01,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
16:01,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
16:01,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
16:01,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
16:01,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:01,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
16:01,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
16:01,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
16:01,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
16:01,,,,,"SUB IN by DIEKELMAN,GEORGE",,,"SUB IN by DIEKELMAN,GEORGE",2
16:01,,,,,"SUB OUT by LUCAS,DEONDRE",,,"SUB OUT by LUCAS,DEONDRE",2
15:57,,51,,78 (+27),"GOOD LAYUP by WEIX,JOSH(in the paint)",WIS 51-78 (-27),,"GOOD LAYUP by WEIX,JOSH(in the paint)",2
--,,,,,"ASSIST  by DUXBURY,ANDREW",,,"ASSIST  by DUXBURY,ANDREW",2
15:50,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by DUXBURY,ANDREW",,,"REBOUND DEF by DUXBURY,ANDREW",2
15:46,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
15:46,,,,,"SUB IN by MARTINEK,JACK",,,"SUB IN by MARTINEK,JACK",2
15:46,,,,,"SUB IN by SCHNEIDERMANN,JARED",,,"SUB IN by SCHNEIDERMANN,JARED",2
15:46,,,,,"SUB OUT by WEIX,JOSH",,,"SUB OUT by WEIX,JOSH",2
15:46,,,,,"SUB OUT by MILLER,SEAN",,,"SUB OUT by MILLER,SEAN",2
15:45,,,,,"TURNOVER  by DUXBURY,ANDREW",,,"TURNOVER  by DUXBURY,ANDREW",2
15:45,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
15:43,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",2
15:38,,,,,"FOUL  by MCDONALD,KYLE",,,"FOUL  by MCDONALD,KYLE",2
15:33,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",53,,78 (+25),,RHO 53-78 (-25),,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",2
15:21,,,,,"TURNOVER  by DIEKELMAN,GEORGE",,,"TURNOVER  by DIEKELMAN,GEORGE",2
15:18,"STEAL  by WEIR,JJ",,,,,,,"STEAL  by WEIR,JJ",2
15:13,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND OFF by WEIR,JJ",,,,,,,"REBOUND OFF by WEIR,JJ",2
15:07,,,,,"FOUL  by SCHNEIDERMANN,JARED",,,"FOUL  by SCHNEIDERMANN,JARED",2
15:07,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
15:07,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
15:07,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
15:07,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
15:07,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
15:07,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
15:07,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
15:07,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
15:07,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
15:07,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
15:07,,,,,"SUB IN by WEIX,JOSH",,,"SUB IN by WEIX,JOSH",2
15:07,,,,,"SUB IN by DUFF,CHRIS",,,"SUB IN by DUFF,CHRIS",2
15:07,,,,,"SUB OUT by SCHNEIDERMANN,JARED",,,"SUB OUT by SCHNEIDERMANN,JARED",2
15:07,,,,,"SUB OUT by MCDONALD,KYLE",,,"SUB OUT by MCDONALD,KYLE",2
14:59,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",2
14:49,,,,,"MISS DUNK by WEIX,JOSH",,,"MISS DUNK by WEIX,JOSH",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
14:42,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by DUXBURY,ANDREW",,,"REBOUND DEF by DUXBURY,ANDREW",2
14:33,,53,,80 (+27),"GOOD LAYUP by DUFF,CHRIS(fastbreak)(in the paint)",WIS 53-80 (-27),,"GOOD LAYUP by DUFF,CHRIS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DIEKELMAN,GEORGE",,,"ASSIST  by DIEKELMAN,GEORGE",2
14:26,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
14:26,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
14:26,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
14:26,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
14:26,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
14:26,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
14:26,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
14:26,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
14:26,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
14:26,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
14:21,"GOOD 3PTR by SULLIVAN,BRENNAN",56,,80 (+24),,RHO 56-80 (-24),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
14:08,,,,,"TURNOVER  by DIEKELMAN,GEORGE",,,"TURNOVER  by DIEKELMAN,GEORGE",2
14:08,,,,,"FOUL  by DIEKELMAN,GEORGE",,,"FOUL  by DIEKELMAN,GEORGE",2
14:01,"GOOD 3PTR by SULLIVAN,BRENNAN",59,,80 (+21),,RHO 59-80 (-21),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
13:51,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
13:51,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
13:51,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
13:51,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
13:51,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
13:51,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
13:51,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
13:51,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
13:51,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
13:51,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
13:36,,,,,"MISS LAYUP by MARTINEK,JACK",,,"MISS LAYUP by MARTINEK,JACK",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
13:27,,,,,"FOUL  by DUFF,CHRIS",,,"FOUL  by DUFF,CHRIS",2
13:27,"GOOD FT by BERRY,BRYCE",60,,80 (+20),,RHO 60-80 (-20),,"GOOD FT by BERRY,BRYCE",2
13:27,"MISS FT by BERRY,BRYCE",,,,,,,"MISS FT by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by DUFF,CHRIS",,,"REBOUND DEF by DUFF,CHRIS",2
13:27,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
13:27,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
13:27,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
13:27,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
13:27,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
13:27,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
13:27,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
13:27,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
13:27,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
13:27,,,,,"SUB IN by MILLER,SEAN",,,"SUB IN by MILLER,SEAN",2
13:27,,,,,"SUB OUT by MARTINEK,JACK",,,"SUB OUT by MARTINEK,JACK",2
13:17,,,,,"MISS LAYUP by MILLER,SEAN",,,"MISS LAYUP by MILLER,SEAN",2
13:17,"BLOCK  by GEE,TYLER",,,,,,,"BLOCK  by GEE,TYLER",2
--,,,,,"REBOUND OFF by WEIX,JOSH",,,"REBOUND OFF by WEIX,JOSH",2
13:16,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
13:16,,,,,"MISS FT by WEIX,JOSH",,,"MISS FT by WEIX,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:16,,,,,"MISS FT by WEIX,JOSH",,,"MISS FT by WEIX,JOSH",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
13:16,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
13:02,"GOOD 3PTR by NESTLEHUTT,JAKE",63,,80 (+17),,RHO 63-80 (-17),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
12:54,,63,,82 (+19),"GOOD LAYUP by WEIX,JOSH(fastbreak)(in the paint)",WIS 63-82 (-19),,"GOOD LAYUP by WEIX,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DIEKELMAN,GEORGE",,,"ASSIST  by DIEKELMAN,GEORGE",2
12:44,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
12:44,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
12:44,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
12:44,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:44,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
12:44,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
12:44,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
12:44,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
12:44,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
12:44,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
12:44,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
12:44,,,,,"SUB IN by SCHNEIDERMANN,JARED",,,"SUB IN by SCHNEIDERMANN,JARED",2
12:44,,,,,"SUB IN by LUCAS,DEONDRE",,,"SUB IN by LUCAS,DEONDRE",2
12:44,,,,,"SUB OUT by DIEKELMAN,GEORGE",,,"SUB OUT by DIEKELMAN,GEORGE",2
12:44,,,,,"SUB OUT by WEIX,JOSH",,,"SUB OUT by WEIX,JOSH",2
12:38,,63,,84 (+21),"GOOD LAYUP by SCHNEIDERMANN,JARED(in the paint)",WIS 63-84 (-21),,"GOOD LAYUP by SCHNEIDERMANN,JARED(in the paint)",2
--,,,,,"ASSIST  by DUFF,CHRIS",,,"ASSIST  by DUFF,CHRIS",2
12:26,"TURNOVER  by ASHBY,KENDRICK",,,,,,,"TURNOVER  by ASHBY,KENDRICK",2
12:24,,,,,"STEAL  by LUCAS,DEONDRE",,,"STEAL  by LUCAS,DEONDRE",2
12:16,,,,,"TURNOVER  by MILLER,SEAN",,,"TURNOVER  by MILLER,SEAN",2
12:13,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
12:04,"GOOD 3PTR by SULLIVAN,BRENNAN",66,,84 (+18),,RHO 66-84 (-18),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by DE FERIA,NICK",,,,,,,"ASSIST  by DE FERIA,NICK",2
11:54,,66,,86 (+20),"GOOD JUMPER by SCHNEIDERMANN,JARED(in the paint)",WIS 66-86 (-20),,"GOOD JUMPER by SCHNEIDERMANN,JARED(in the paint)",2
--,,,,,"ASSIST  by MILLER,SEAN",,,"ASSIST  by MILLER,SEAN",2
11:43,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,,,,,"REBOUND DEF by LUCAS,DEONDRE",,,"REBOUND DEF by LUCAS,DEONDRE",2
11:37,,66,,88 (+22),"GOOD LAYUP by DUFF,CHRIS(fastbreak)(in the paint)",WIS 66-88 (-22),,"GOOD LAYUP by DUFF,CHRIS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LUCAS,DEONDRE",,,"ASSIST  by LUCAS,DEONDRE",2
11:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:35,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
11:35,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
11:35,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
11:35,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
11:35,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:35,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
11:35,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
11:35,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
11:35,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
11:35,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
11:35,,,,,"SUB IN by MARTINEK,JACK",,,"SUB IN by MARTINEK,JACK",2
11:35,,,,,"SUB OUT by DUXBURY,ANDREW",,,"SUB OUT by DUXBURY,ANDREW",2
11:26,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",2
