Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
02:26,"MISS JUMPER by SPALDING,TANNER",,,,,,,"MISS JUMPER by SPALDING,TANNER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:05,"FOUL  by FORTE,MCCARTY",,,,,,,"FOUL  by FORTE,MCCARTY",2
02:05,,,,,"MISS FT by WEIR,JJ",,,"MISS FT by WEIR,JJ",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
02:05,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
02:05,"STEAL  by SPALDING,TANNER",,,,,,,"STEAL  by SPALDING,TANNER",2
01:46,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
01:46,"MISS FT by FORTE,MCCARTY",,,,,,,"MISS FT by FORTE,MCCARTY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:46,"GOOD FT by FORTE,MCCARTY",73,,84 (+11),,BCM 73-84 (+11),,"GOOD FT by FORTE,MCCARTY",2
01:46,"MISS FT by FORTE,MCCARTY",,,,,,,"MISS FT by FORTE,MCCARTY",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
01:46,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
01:46,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
01:41,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
01:37,"STEAL  by MCCLOUD,ALTON",,,,,,,"STEAL  by MCCLOUD,ALTON",2
01:32,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",75,,84 (+9),,BCM 75-84 (+9),,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",2
01:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:04,"FOUL  by MCLENDON,MARC",,,,,,,"FOUL  by MCLENDON,MARC",2
01:04,,75,,85 (+10),"GOOD FT by NYAWATA,ANESU",RHO 75-85 (+10),,"GOOD FT by NYAWATA,ANESU",2
01:04,,75,,86 (+11),"GOOD FT by NYAWATA,ANESU",RHO 75-86 (+11),,"GOOD FT by NYAWATA,ANESU",2
01:04,"SUB IN by JOHNSON,CORY",,,,,,,"SUB IN by JOHNSON,CORY",2
01:04,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
01:04,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
00:51,"GOOD 3PTR by JOHNSON,CORY",78,,86 (+8),,BCM 78-86 (+8),,"GOOD 3PTR by JOHNSON,CORY",2
00:36,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
00:36,,78,,87 (+9),"GOOD FT by NYAWATA,ANESU",RHO 78-87 (+9),,"GOOD FT by NYAWATA,ANESU",2
00:36,,78,,88 (+10),"GOOD FT by NYAWATA,ANESU",RHO 78-88 (+10),,"GOOD FT by NYAWATA,ANESU",2
00:36,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
00:36,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
00:34,"MISS 3PTR by JOHNSON,CORY",,,,,,,"MISS 3PTR by JOHNSON,CORY",2
00:34,,,,,"BLOCK  by GEE,TYLER",,,"BLOCK  by GEE,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:34,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
00:34,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
00:28,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
00:18,"FOUL  by DENBESTEN,COLE",,,,,,,"FOUL  by DENBESTEN,COLE",2
00:18,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:18,,78,,89 (+11),"GOOD FT by GEE,TYLER",RHO 78-89 (+11),,"GOOD FT by GEE,TYLER",2
00:10,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
