Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
04:54,"FOUL  by PRESSLEY,BRANDON",,,,,,,"FOUL  by PRESSLEY,BRANDON",2
04:54,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
04:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:54,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
04:54,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
04:54,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
04:54,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
04:54,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
04:54,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
04:54,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
04:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
04:54,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
04:49,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
04:49,"MISS FT by ANDERSON,DYRON",,,,,,,"MISS FT by ANDERSON,DYRON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:49,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
04:49,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
04:49,"GOOD FT by ANDERSON,DYRON",94,,108 (+14),,BU 94-108 (+14),,"GOOD FT by ANDERSON,DYRON",2
04:39,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
04:29,"MISS LAYUP by PRICE,VICTOR",,,,,,,"MISS LAYUP by PRICE,VICTOR",2
--,"REBOUND OFF by PRICE,VICTOR",,,,,,,"REBOUND OFF by PRICE,VICTOR",2
04:27,"GOOD TIPIN by PRICE,VICTOR(in the paint)",96,,108 (+12),,BU 96-108 (+12),,"GOOD TIPIN by PRICE,VICTOR(in the paint)",2
04:14,,,,,"MISS LAYUP by GALVIN,OWEN",,,"MISS LAYUP by GALVIN,OWEN",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
04:10,"GOOD LAYUP by DAVIS,RON(fastbreak)(in the paint)",98,,108 (+10),,BU 98-108 (+10),,"GOOD LAYUP by DAVIS,RON(fastbreak)(in the paint)",2
--,"ASSIST  by PRESSLEY,BRANDON",,,,,,,"ASSIST  by PRESSLEY,BRANDON",2
03:58,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:55,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:55,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:55,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:55,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
03:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
03:55,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
03:55,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
03:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
03:55,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
03:55,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
03:55,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
03:52,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",2
03:52,,98,,109 (+11),"GOOD FT by GIROUX,PRESTON",RHO 98-109 (+11),,"GOOD FT by GIROUX,PRESTON",2
03:52,,98,,110 (+12),"GOOD FT by GIROUX,PRESTON",RHO 98-110 (+12),,"GOOD FT by GIROUX,PRESTON",2
03:45,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
03:35,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
03:35,"BLOCK  by ANDERSON,DYRON",,,,,,,"BLOCK  by ANDERSON,DYRON",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
03:32,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",2
03:32,,98,,111 (+13),"GOOD FT by GIROUX,PRESTON",RHO 98-111 (+13),,"GOOD FT by GIROUX,PRESTON",2
03:32,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
03:30,,98,,113 (+15),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 98-113 (+15),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
03:14,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",100,,113 (+13),,BU 100-113 (+13),,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
03:14,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
03:14,"MISS FT by PRICE,VICTOR",,,,,,,"MISS FT by PRICE,VICTOR",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
03:06,"FOUL  by PATTERSON,KYLE",,,,,,,"FOUL  by PATTERSON,KYLE",2
03:06,,100,,114 (+14),"GOOD FT by ASHBY,KENDRICK",RHO 100-114 (+14),,"GOOD FT by ASHBY,KENDRICK",2
03:06,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:06,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:06,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
03:06,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
03:06,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
03:06,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
03:06,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
03:06,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
03:06,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
03:06,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
03:06,,100,,115 (+15),"GOOD FT by ASHBY,KENDRICK",RHO 100-115 (+15),,"GOOD FT by ASHBY,KENDRICK",2
03:06,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:06,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
03:04,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
03:04,"GOOD FT by PATTERSON,KYLE",101,,115 (+14),,BU 101-115 (+14),,"GOOD FT by PATTERSON,KYLE",2
03:04,"GOOD FT by PATTERSON,KYLE",102,,115 (+13),,BU 102-115 (+13),,"GOOD FT by PATTERSON,KYLE",2
02:48,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
02:46,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",104,,115 (+11),,BU 104-115 (+11),,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
02:34,,104,,117 (+13),"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",RHO 104-117 (+13),,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",2
02:24,"MISS 3PTR by ANDERSON,DYRON",,,,,,,"MISS 3PTR by ANDERSON,DYRON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:22,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
02:22,"GOOD FT by PRICE,VICTOR",105,,117 (+12),,BU 105-117 (+12),,"GOOD FT by PRICE,VICTOR",2
02:22,"GOOD FT by PRICE,VICTOR",106,,117 (+11),,BU 106-117 (+11),,"GOOD FT by PRICE,VICTOR",2
02:11,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",2
02:11,"STEAL  by PATTERSON,KYLE",,,,,,,"STEAL  by PATTERSON,KYLE",2
02:11,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
02:11,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
02:11,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
02:11,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
02:11,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
02:11,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
02:11,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
02:11,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
02:11,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
02:11,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
02:01,"TURNOVER  by PATTERSON,KYLE",,,,,,,"TURNOVER  by PATTERSON,KYLE",2
02:00,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
01:48,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
01:47,"STEAL  by ANDERSON,DYRON",,,,,,,"STEAL  by ANDERSON,DYRON",2
01:44,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",108,,117 (+9),,BU 108-117 (+9),,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",2
01:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:43,"SUB IN by SIMPSON,DAVID",,,,,,,"SUB IN by SIMPSON,DAVID",2
01:43,"SUB OUT by ANDERSON,DYRON",,,,,,,"SUB OUT by ANDERSON,DYRON",2
01:41,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
01:23,"TURNOVER  by PATTERSON,KYLE",,,,,,,"TURNOVER  by PATTERSON,KYLE",2
01:23,,,,,"STEAL  by SULLIVAN,BRENNAN",,,"STEAL  by SULLIVAN,BRENNAN",2
01:14,"FOUL  by PRICE,VICTOR",,,,,,,"FOUL  by PRICE,VICTOR",2
01:14,,108,,118 (+10),"GOOD FT by WEATHERFORD,MITCH",RHO 108-118 (+10),,"GOOD FT by WEATHERFORD,MITCH",2
01:14,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",2
--,"REBOUND DEF by PATTERSON,KYLE",,,,,,,"REBOUND DEF by PATTERSON,KYLE",2
01:07,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",2
01:07,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",2
--,"REBOUND OFF by ANDERSON,DYRON",,,,,,,"REBOUND OFF by ANDERSON,DYRON",2
01:01,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
01:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:01,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
01:01,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
01:01,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
01:01,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:01,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
01:01,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
01:01,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
01:01,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
01:01,"SUB IN by YOUNG-BEASLEY,DJ",,,,,,,"SUB IN by YOUNG-BEASLEY,DJ",2
01:01,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
01:01,"GOOD FT by ANDERSON,DYRON",109,,118 (+9),,BU 109-118 (+9),,"GOOD FT by ANDERSON,DYRON",2
01:01,"GOOD FT by ANDERSON,DYRON",110,,118 (+8),,BU 110-118 (+8),,"GOOD FT by ANDERSON,DYRON",2
01:01,"SUB IN by RICHARDSON,TERIK",,,,,,,"SUB IN by RICHARDSON,TERIK",2
01:01,"SUB OUT by PRESSLEY,BRANDON",,,,,,,"SUB OUT by PRESSLEY,BRANDON",2
00:45,"FOUL  by YOUNG-BEASLEY,DJ",,,,,,,"FOUL  by YOUNG-BEASLEY,DJ",2
00:45,"SUB IN by PRESSLEY,BRANDON",,,,,,,"SUB IN by PRESSLEY,BRANDON",2
00:45,"SUB OUT by YOUNG-BEASLEY,DJ",,,,,,,"SUB OUT by YOUNG-BEASLEY,DJ",2
00:45,"SUB OUT by SIMPSON,DAVID",,,,,,,"SUB OUT by SIMPSON,DAVID",2
00:45,,110,,119 (+9),"GOOD FT by WEATHERFORD,MITCH",RHO 110-119 (+9),,"GOOD FT by WEATHERFORD,MITCH",2
00:45,,110,,120 (+10),"GOOD FT by WEATHERFORD,MITCH",RHO 110-120 (+10),,"GOOD FT by WEATHERFORD,MITCH",2
00:28,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",2
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",2
00:14,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",2
00:14,,110,,121 (+11),"GOOD FT by DARST,DANIEL",RHO 110-121 (+11),,"GOOD FT by DARST,DANIEL",2
00:14,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
00:14,"SUB OUT by DAVIS,RON",,,,,,,"SUB OUT by DAVIS,RON",2
00:14,"SUB OUT by PRICE,VICTOR",,,,,,,"SUB OUT by PRICE,VICTOR",2
00:14,"SUB OUT by PRESSLEY,BRANDON",,,,,,,"SUB OUT by PRESSLEY,BRANDON",2
00:14,"SUB OUT by COMENGE,CHRISTIAN",,,,,,,"SUB OUT by COMENGE,CHRISTIAN",2
00:14,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
00:14,"SUB IN by DAVIS,RON",,,,,,,"SUB IN by DAVIS,RON",2
00:14,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",2
00:14,"SUB IN by PRESSLEY,BRANDON",,,,,,,"SUB IN by PRESSLEY,BRANDON",2
00:14,"SUB IN by COMENGE,CHRISTIAN",,,,,,,"SUB IN by COMENGE,CHRISTIAN",2
00:14,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,"REBOUND DEF by PATTERSON,KYLE",,,,,,,"REBOUND DEF by PATTERSON,KYLE",2
00:08,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
00:08,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
00:08,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
00:08,"MISS FT by PATTERSON,KYLE",,,,,,,"MISS FT by PATTERSON,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:08,"GOOD FT by PATTERSON,KYLE",111,,121 (+10),,BU 111-121 (+10),,"GOOD FT by PATTERSON,KYLE",2
00:07,"FOUL  by DAVIS,RON",,,,,,,"FOUL  by DAVIS,RON",2
00:07,,111,,122 (+11),"GOOD FT by WEATHERFORD,MITCH",RHO 111-122 (+11),,"GOOD FT by WEATHERFORD,MITCH",2
00:07,,111,,123 (+12),"GOOD FT by WEATHERFORD,MITCH",RHO 111-123 (+12),,"GOOD FT by WEATHERFORD,MITCH",2
00:03,"MISS 3PTR by COMENGE,CHRISTIAN",,,,,,,"MISS 3PTR by COMENGE,CHRISTIAN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
