Time Remaining,OGL,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by TURNER,MIKE",,,,,,,"REBOUND OFF by TURNER,MIKE",2
13:27,"GOOD LAYUP by TURNER,MIKE(in the paint)",64,,72 (+8),,OGL 64-72 (+8),,"GOOD LAYUP by TURNER,MIKE(in the paint)",2
13:27,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
13:27,"MISS FT by TURNER,MIKE",,,,,,,"MISS FT by TURNER,MIKE",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
13:03,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
13:03,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
13:03,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:03,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
13:03,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
13:03,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
13:03,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
13:03,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:03,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
13:03,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
12:58,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
12:55,,64,,74 (+10),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 64-74 (+10),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
12:41,"GOOD 3PTR by PATRICK,DREW",67,,74 (+7),,OGL 67-74 (+7),,"GOOD 3PTR by PATRICK,DREW",2
--,"ASSIST  by HUFFMAN,DEVIN",,,,,,,"ASSIST  by HUFFMAN,DEVIN",2
12:32,,67,,77 (+10),"GOOD 3PTR by BERRY,BRYCE",RHO 67-77 (+10),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
12:12,"MISS 3PTR by TURNER,MIKE",,,,,,,"MISS 3PTR by TURNER,MIKE",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
12:01,,67,,79 (+12),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHO 67-79 (+12),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
11:53,"TURNOVER  by TURNER,MIKE",,,,,,,"TURNOVER  by TURNER,MIKE",2
11:53,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
11:48,,67,,81 (+14),"GOOD LAYUP by SULLIVAN,BRENNAN(fastbreak)(in the paint)",RHO 67-81 (+14),,"GOOD LAYUP by SULLIVAN,BRENNAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",2
11:48,"FOUL  by TURNER,MIKE",,,,,,,"FOUL  by TURNER,MIKE",2
11:48,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:48,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
11:48,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:48,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
11:48,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
11:48,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
11:48,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
11:48,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
11:48,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:48,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
11:48,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
11:48,"SUB OUT by TURNER,MIKE",,,,,,,"SUB OUT by TURNER,MIKE",2
11:48,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
11:48,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
11:48,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
11:48,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
11:48,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
11:48,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
11:48,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
11:48,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
11:48,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
11:48,,67,,82 (+15),"GOOD FT by SULLIVAN,BRENNAN",RHO 67-82 (+15),,"GOOD FT by SULLIVAN,BRENNAN",2
11:48,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
11:48,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:43,"GOOD LAYUP by SIGRIST,CONNOR(fastbreak)(in the paint)",69,,82 (+13),,OGL 69-82 (+13),,"GOOD LAYUP by SIGRIST,CONNOR(fastbreak)(in the paint)",2
--,"ASSIST  by EDWARDS,JUSTIN",,,,,,,"ASSIST  by EDWARDS,JUSTIN",2
11:35,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
11:35,"BLOCK  by ANDINO,GEORGE",,,,,,,"BLOCK  by ANDINO,GEORGE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:32,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",2
--,"REBOUND DEF by ANDINO,GEORGE",,,,,,,"REBOUND DEF by ANDINO,GEORGE",2
11:25,"MISS LAYUP by HUGHES,JUSTIN",,,,,,,"MISS LAYUP by HUGHES,JUSTIN",2
--,"REBOUND OFF by HUGHES,JUSTIN",,,,,,,"REBOUND OFF by HUGHES,JUSTIN",2
11:23,"GOOD JUMPER by HUGHES,JUSTIN(in the paint)",71,,82 (+11),,OGL 71-82 (+11),,"GOOD JUMPER by HUGHES,JUSTIN(in the paint)",2
11:15,,71,,84 (+13),"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",RHO 71-84 (+13),,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",2
11:01,"MISS LAYUP by SIGRIST,CONNOR",,,,,,,"MISS LAYUP by SIGRIST,CONNOR",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:00,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
11:00,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:00,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
11:00,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
11:00,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
11:00,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
11:00,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
11:00,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
11:00,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
11:00,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
10:56,"TURNOVER  by EDWARDS,JUSTIN",,,,,,,"TURNOVER  by EDWARDS,JUSTIN",2
10:55,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
10:49,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
10:49,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
10:49,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:49,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:49,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
10:49,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
10:49,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
10:49,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
10:49,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:49,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
10:49,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:49,"SUB OUT by TURNER,MIKE",,,,,,,"SUB OUT by TURNER,MIKE",2
10:49,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
10:49,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
10:49,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
10:49,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
10:49,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
10:49,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
10:49,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
10:49,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
10:49,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
10:44,,71,,86 (+15),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 71-86 (+15),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
10:35,"GOOD LAYUP by INUNGU,TOM(in the paint)",73,,86 (+13),,OGL 73-86 (+13),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
--,"ASSIST  by EDWARDS,JUSTIN",,,,,,,"ASSIST  by EDWARDS,JUSTIN",2
10:35,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
10:35,"STEAL  by INUNGU,TOM",,,,,,,"STEAL  by INUNGU,TOM",2
10:35,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",75,,86 (+11),,OGL 75-86 (+11),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
10:35,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
09:51,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
09:51,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
09:51,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
09:51,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:51,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
09:51,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
09:51,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
09:51,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
09:51,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
09:51,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
09:51,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
09:35,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",2
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",2
09:20,"MISS 3PTR by HUGHES,JUSTIN",,,,,,,"MISS 3PTR by HUGHES,JUSTIN",2
--,"REBOUND OFF by INUNGU,TOM",,,,,,,"REBOUND OFF by INUNGU,TOM",2
09:11,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
09:11,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
09:11,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
09:11,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:11,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
09:11,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
09:11,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
09:11,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
09:11,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
09:11,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
09:11,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
09:11,"SUB IN by TURNER,MIKE",,,,,,,"SUB IN by TURNER,MIKE",2
09:11,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
09:11,"MISS FT by LAWRENCE,CHRIS",,,,,,,"MISS FT by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
09:01,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by HUGHES,JUSTIN",,,,,,,"REBOUND DEF by HUGHES,JUSTIN",2
08:54,,,,,"FOUL  by MCINTYRE,WILL",,,"FOUL  by MCINTYRE,WILL",2
08:54,"GOOD FT by LAWRENCE,CHRIS",76,,86 (+10),,OGL 76-86 (+10),,"GOOD FT by LAWRENCE,CHRIS",2
08:54,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
08:54,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
08:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
08:54,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
08:54,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
08:54,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
08:54,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
08:54,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
08:54,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
08:54,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
08:54,"MISS FT by LAWRENCE,CHRIS",,,,,,,"MISS FT by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",2
08:32,,76,,88 (+12),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHO 76-88 (+12),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
08:11,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
08:11,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
08:11,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
08:11,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
08:11,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
08:11,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
08:11,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
08:11,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
08:11,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
08:11,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
08:11,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
08:11,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
08:06,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",78,,88 (+10),,OGL 78-88 (+10),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
--,"ASSIST  by PATRICK,DREW",,,,,,,"ASSIST  by PATRICK,DREW",2
07:57,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
07:57,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
07:57,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:50,"TURNOVER  by TURNER,MIKE",,,,,,,"TURNOVER  by TURNER,MIKE",2
07:50,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
07:33,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,"REBOUND DEF by EDWARDS,JUSTIN",,,,,,,"REBOUND DEF by EDWARDS,JUSTIN",2
07:22,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",80,,88 (+8),,OGL 80-88 (+8),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
07:22,,,,,"FOUL  by DE FERIA,NICK",,,"FOUL  by DE FERIA,NICK",2
07:22,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
07:22,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
07:22,"GOOD FT by EDWARDS,JUSTIN",81,,88 (+7),,OGL 81-88 (+7),,"GOOD FT by EDWARDS,JUSTIN",2
07:14,,81,,91 (+10),"GOOD 3PTR by DE FERIA,NICK",RHO 81-91 (+10),,"GOOD 3PTR by DE FERIA,NICK",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
07:03,"GOOD DUNK by INUNGU,TOM(in the paint)",83,,91 (+8),,OGL 83-91 (+8),,"GOOD DUNK by INUNGU,TOM(in the paint)",2
--,"ASSIST  by EDWARDS,JUSTIN",,,,,,,"ASSIST  by EDWARDS,JUSTIN",2
06:47,,83,,93 (+10),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHO 83-93 (+10),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
06:35,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:35,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:35,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:35,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
06:35,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
06:35,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
06:35,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
06:35,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
06:35,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
06:35,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
06:30,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
06:30,"GOOD FT by PATRICK,DREW",84,,93 (+9),,OGL 84-93 (+9),,"GOOD FT by PATRICK,DREW",2
06:30,"GOOD FT by PATRICK,DREW",85,,93 (+8),,OGL 85-93 (+8),,"GOOD FT by PATRICK,DREW",2
06:22,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
06:13,"GOOD 3PTR by LAWRENCE,CHRIS",88,,93 (+5),,OGL 88-93 (+5),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,"ASSIST  by PATRICK,DREW",,,,,,,"ASSIST  by PATRICK,DREW",2
06:02,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:02,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:02,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:02,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
06:02,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
06:02,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
06:02,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
06:02,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:02,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
06:02,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
05:59,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
05:54,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
05:54,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:54,"SUB OUT by TURNER,MIKE",,,,,,,"SUB OUT by TURNER,MIKE",2
05:54,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
05:54,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
05:54,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
05:54,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
05:54,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
05:54,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
05:54,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
05:54,"SUB IN by HUFFMAN,DEVIN",,,,,,,"SUB IN by HUFFMAN,DEVIN",2
05:54,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
05:54,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by LAWRENCE,CHRIS",,,,,,,"REBOUND DEF by LAWRENCE,CHRIS",2
05:44,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
05:44,"GOOD FT by LAWRENCE,CHRIS",89,,93 (+4),,OGL 89-93 (+4),,"GOOD FT by LAWRENCE,CHRIS",2
05:44,"GOOD FT by LAWRENCE,CHRIS",90,,93 (+3),,OGL 90-93 (+3),,"GOOD FT by LAWRENCE,CHRIS",2
05:23,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
05:19,"FOUL  by ANDINO,GEORGE",,,,,,,"FOUL  by ANDINO,GEORGE",2
05:19,,90,,94 (+4),"GOOD FT by GEE,TYLER",RHO 90-94 (+4),,"GOOD FT by GEE,TYLER",2
05:19,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
05:19,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:19,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
05:19,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
05:19,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
05:19,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
05:19,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
05:19,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
05:19,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
05:19,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
05:19,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
05:19,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
05:19,,90,,95 (+5),"GOOD FT by GEE,TYLER",RHO 90-95 (+5),,"GOOD FT by GEE,TYLER",2
05:11,"MISS LAYUP by EDWARDS,JUSTIN",,,,,,,"MISS LAYUP by EDWARDS,JUSTIN",2
05:11,,,,,"BLOCK  by GEE,TYLER",,,"BLOCK  by GEE,TYLER",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
05:05,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
05:05,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
