Time Remaining,BLU,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
00:08,,,,,"MISS 3PTR by ASHBY,KENDRICK",,,"MISS 3PTR by ASHBY,KENDRICK",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:05,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
00:05,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:05,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
00:05,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:05,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
00:05,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
00:05,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
00:05,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
00:05,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:05,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
00:05,"SUB IN by DOWDY,JUSTIS",,,,,,,"SUB IN by DOWDY,JUSTIS",1
00:05,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",1
00:00,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",1
--,"REBOUND DEF by DOWDY,JUSTIS",,,,,,,"REBOUND DEF by DOWDY,JUSTIS",1
19:52,,,,,"FOUL  by DE FERIA,NICK",,,"FOUL  by DE FERIA,NICK",2
19:44,"GOOD 3PTR by RENNER,ANDREW",63 (+7),,56,,BLU 63-56 (-7),,"GOOD 3PTR by RENNER,ANDREW",2
--,"ASSIST  by MAKSVYTIS,MARTIN",,,,,,,"ASSIST  by MAKSVYTIS,MARTIN",2
19:29,,63 (+5),,58,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",RHO 63-58 (-5),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",2
19:14,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
19:14,"MISS FT by WENTLING,JARED",,,,,,,"MISS FT by WENTLING,JARED",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:14,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
19:14,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
19:14,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
19:14,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:14,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
19:14,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
19:14,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
19:14,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
19:14,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
19:14,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
19:14,"MISS FT by WENTLING,JARED",,,,,,,"MISS FT by WENTLING,JARED",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
19:05,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:02,"SUB IN by HOPKINS,ADAM",,,,,,,"SUB IN by HOPKINS,ADAM",2
19:02,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",2
18:49,"TURNOVER  by ROHDE,AUSTIN",,,,,,,"TURNOVER  by ROHDE,AUSTIN",2
18:49,"FOUL  by ROHDE,AUSTIN",,,,,,,"FOUL  by ROHDE,AUSTIN",2
18:33,,63 (+3),,60,"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 63-60 (-3),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
18:25,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
18:25,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
18:25,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
18:25,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
18:25,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
18:25,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
18:25,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
18:25,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
18:25,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
18:25,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
18:25,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
18:11,"TURNOVER  by ELCHERT,TREY",,,,,,,"TURNOVER  by ELCHERT,TREY",2
18:10,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
18:03,"FOUL  by HOPKINS,ADAM",,,,,,,"FOUL  by HOPKINS,ADAM",2
18:03,"SUB IN by DOWDY,JUSTIS",,,,,,,"SUB IN by DOWDY,JUSTIS",2
18:03,"SUB OUT by HOPKINS,ADAM",,,,,,,"SUB OUT by HOPKINS,ADAM",2
18:01,,,,,"MISS LAYUP by GALVIN,OWEN",,,"MISS LAYUP by GALVIN,OWEN",2
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",2
17:50,"MISS 3PTR by RENNER,ANDREW",,,,,,,"MISS 3PTR by RENNER,ANDREW",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
17:41,,63 (+1),,62,"GOOD LAYUP by NESTLEHUTT,JAKE(fastbreak)(in the paint)",RHO 63-62 (-1),,"GOOD LAYUP by NESTLEHUTT,JAKE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
17:36,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
17:36,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
17:36,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
17:36,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:36,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
17:36,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
17:36,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
17:36,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
17:36,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
17:36,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
17:36,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
17:36,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
17:35,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
17:35,"SUB IN by HUNTER,ANDREW",,,,,,,"SUB IN by HUNTER,ANDREW",2
17:35,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",2
17:33,"GOOD LAYUP by DOWDY,JUSTIS(fastbreak)(in the paint)",65 (+3),,62,,BLU 65-62 (-3),,"GOOD LAYUP by DOWDY,JUSTIS(fastbreak)(in the paint)",2
--,"ASSIST  by MAKSVYTIS,MARTIN",,,,,,,"ASSIST  by MAKSVYTIS,MARTIN",2
17:12,,65 (+1),,64,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 65-64 (-1),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
17:08,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
16:43,"GOOD 3PTR by ELCHERT,TREY",68 (+4),,64,,BLU 68-64 (-4),,"GOOD 3PTR by ELCHERT,TREY",2
--,"ASSIST  by HUNTER,ANDREW",,,,,,,"ASSIST  by HUNTER,ANDREW",2
16:32,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
16:32,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
16:30,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
16:30,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
16:30,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
16:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:30,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:30,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
16:30,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
16:30,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
16:30,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
16:30,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:30,"SUB IN by CHRISTIE,KEVIN",,,,,,,"SUB IN by CHRISTIE,KEVIN",2
16:30,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",2
16:21,"MISS LAYUP by MAKSVYTIS,MARTIN",,,,,,,"MISS LAYUP by MAKSVYTIS,MARTIN",2
16:21,,,,,"BLOCK  by HARRISON,IAN",,,"BLOCK  by HARRISON,IAN",2
--,,,,,"REBOUND DEF by LOWRIE,ANDREW",,,"REBOUND DEF by LOWRIE,ANDREW",2
16:15,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:13,"FOUL  by DOWDY,JUSTIS",,,,,,,"FOUL  by DOWDY,JUSTIS",2
16:08,,68 (+1),,67,"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 68-67 (-1),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
15:38,"MISS JUMPER by ELCHERT,TREY",,,,,,,"MISS JUMPER by ELCHERT,TREY",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
15:25,,68,,70 (+2),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 68-70 (+2),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
14:56,"MISS 3PTR by CHRISTIE,KEVIN",,,,,,,"MISS 3PTR by CHRISTIE,KEVIN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
14:40,"FOUL  by ELCHERT,TREY",,,,,,,"FOUL  by ELCHERT,TREY",2
14:40,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
14:40,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
14:40,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
14:40,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
14:40,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:40,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
14:40,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
14:40,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
14:40,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
14:40,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
14:40,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
14:40,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",2
14:40,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",2
14:40,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",2
14:40,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",2
14:40,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",2
14:40,"SUB IN by CHRISTIE,KEVIN",,,,,,,"SUB IN by CHRISTIE,KEVIN",2
14:40,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",2
14:40,"SUB IN by MAKSVYTIS,MARTIN",,,,,,,"SUB IN by MAKSVYTIS,MARTIN",2
14:40,"SUB IN by WENTLING,JARED",,,,,,,"SUB IN by WENTLING,JARED",2
14:40,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",2
14:40,,,,,"MISS FT by LOWRIE,ANDREW",,,"MISS FT by LOWRIE,ANDREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:40,,68,,71 (+3),"GOOD FT by LOWRIE,ANDREW",RHO 68-71 (+3),,"GOOD FT by LOWRIE,ANDREW",2
14:40,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
14:40,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
14:30,"MISS 3PTR by RENNER,ANDREW",,,,,,,"MISS 3PTR by RENNER,ANDREW",2
--,"REBOUND OFF by WENTLING,JARED",,,,,,,"REBOUND OFF by WENTLING,JARED",2
14:07,"GOOD 3PTR by CHRISTIE,KEVIN",71,,71,,BLU 71-71 (0),,"GOOD 3PTR by CHRISTIE,KEVIN",2
--,"ASSIST  by MAKSVYTIS,MARTIN",,,,,,,"ASSIST  by MAKSVYTIS,MARTIN",2
13:52,,,,,"TURNOVER  by DALTON,PRICE",,,"TURNOVER  by DALTON,PRICE",2
13:52,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
13:52,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
13:52,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
13:52,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
13:52,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:52,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:52,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
13:52,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
13:52,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
13:52,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
13:52,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
13:49,,,,,"FOUL  by DE FERIA,NICK",,,"FOUL  by DE FERIA,NICK",2
13:49,"GOOD FT by CHRISTIE,KEVIN",72 (+1),,71,,BLU 72-71 (-1),,"GOOD FT by CHRISTIE,KEVIN",2
13:49,"GOOD FT by CHRISTIE,KEVIN",73 (+2),,71,,BLU 73-71 (-2),,"GOOD FT by CHRISTIE,KEVIN",2
13:42,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by WENTLING,JARED",,,,,,,"REBOUND DEF by WENTLING,JARED",2
13:41,"SUB IN by DOWDY,JUSTIS",,,,,,,"SUB IN by DOWDY,JUSTIS",2
13:41,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",2
13:41,"TURNOVER  by RENNER,ANDREW",,,,,,,"TURNOVER  by RENNER,ANDREW",2
13:41,"FOUL  by RENNER,ANDREW",,,,,,,"FOUL  by RENNER,ANDREW",2
13:28,,73,,73,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 73-73 (0),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
13:18,"GOOD LAYUP by DOWDY,JUSTIS(fastbreak)(in the paint)",75 (+2),,73,,BLU 75-73 (-2),,"GOOD LAYUP by DOWDY,JUSTIS(fastbreak)(in the paint)",2
--,"ASSIST  by WENTLING,JARED",,,,,,,"ASSIST  by WENTLING,JARED",2
13:04,,75,,76 (+1),"GOOD 3PTR by NYAWATA,ANESU",RHO 75-76 (+1),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by DE FERIA,NICK",,,"ASSIST  by DE FERIA,NICK",2
12:47,"GOOD LAYUP by WENTLING,JARED(fastbreak)(in the paint)",77 (+1),,76,,BLU 77-76 (-1),,"GOOD LAYUP by WENTLING,JARED(fastbreak)(in the paint)",2
--,"ASSIST  by ROHDE,AUSTIN",,,,,,,"ASSIST  by ROHDE,AUSTIN",2
12:39,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
12:39,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:39,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:39,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
12:39,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
12:39,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
12:39,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
12:39,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
12:39,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:39,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
12:39,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
12:39,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",2
12:39,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",2
12:39,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",2
12:39,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",2
12:39,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",2
12:39,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",2
12:39,"SUB IN by ELCHERT,TREY",,,,,,,"SUB IN by ELCHERT,TREY",2
12:39,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",2
12:39,"SUB IN by DOWDY,JUSTIS",,,,,,,"SUB IN by DOWDY,JUSTIS",2
12:39,"SUB IN by HOPKINS,ADAM",,,,,,,"SUB IN by HOPKINS,ADAM",2
12:16,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
12:16,"MISS FT by HOPKINS,ADAM",,,,,,,"MISS FT by HOPKINS,ADAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:16,"SUB IN by HUNTER,ANDREW",,,,,,,"SUB IN by HUNTER,ANDREW",2
12:16,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",2
12:16,"MISS FT by HOPKINS,ADAM",,,,,,,"MISS FT by HOPKINS,ADAM",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
12:00,,77,,78 (+1),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 77-78 (+1),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
11:25,"GOOD 3PTR by ELCHERT,TREY",80 (+2),,78,,BLU 80-78 (-2),,"GOOD 3PTR by ELCHERT,TREY",2
--,"ASSIST  by DOWDY,JUSTIS",,,,,,,"ASSIST  by DOWDY,JUSTIS",2
11:16,,80,,81 (+1),"GOOD 3PTR by BERRY,BRYCE(fastbreak)",RHO 80-81 (+1),,"GOOD 3PTR by BERRY,BRYCE(fastbreak)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
10:58,"MISS LAYUP by DOWDY,JUSTIS",,,,,,,"MISS LAYUP by DOWDY,JUSTIS",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
10:51,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",2
--,"REBOUND DEF by RENNER,ANDREW",,,,,,,"REBOUND DEF by RENNER,ANDREW",2
10:44,"GOOD LAYUP by HOPKINS,ADAM(fastbreak)(in the paint)",82 (+1),,81,,BLU 82-81 (-1),,"GOOD LAYUP by HOPKINS,ADAM(fastbreak)(in the paint)",2
--,"ASSIST  by ELCHERT,TREY",,,,,,,"ASSIST  by ELCHERT,TREY",2
10:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:33,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
10:33,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:33,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
10:33,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:33,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
10:33,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
10:33,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:33,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:33,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:33,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
10:33,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",2
10:33,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",2
10:33,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",2
10:33,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",2
10:33,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",2
10:33,"SUB IN by CHRISTIE,KEVIN",,,,,,,"SUB IN by CHRISTIE,KEVIN",2
10:33,"SUB IN by ELCHERT,TREY",,,,,,,"SUB IN by ELCHERT,TREY",2
10:33,"SUB IN by MAKSVYTIS,MARTIN",,,,,,,"SUB IN by MAKSVYTIS,MARTIN",2
10:33,"SUB IN by WENTLING,JARED",,,,,,,"SUB IN by WENTLING,JARED",2
10:33,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",2
10:22,,82,,84 (+2),"GOOD 3PTR by NYAWATA,ANESU",RHO 82-84 (+2),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
10:12,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
10:11,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
10:11,"GOOD FT by ELCHERT,TREY",83,,84 (+1),,BLU 83-84 (+1),,"GOOD FT by ELCHERT,TREY",2
10:11,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
10:11,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:11,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
10:11,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:11,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
10:11,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
10:11,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
10:11,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
10:11,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
10:11,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
10:11,"GOOD FT by ELCHERT,TREY",84,,84,,BLU 84-84 (0),,"GOOD FT by ELCHERT,TREY",2
10:01,,84,,86 (+2),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 84-86 (+2),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
09:31,"GOOD JUMPER by MAKSVYTIS,MARTIN",86,,86,,BLU 86-86 (0),,"GOOD JUMPER by MAKSVYTIS,MARTIN",2
--,"ASSIST  by ELCHERT,TREY",,,,,,,"ASSIST  by ELCHERT,TREY",2
09:17,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by WENTLING,JARED",,,,,,,"REBOUND DEF by WENTLING,JARED",2
08:45,"MISS LAYUP by ROHDE,AUSTIN",,,,,,,"MISS LAYUP by ROHDE,AUSTIN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
08:38,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
