Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,UDMBB,Game Score,Team Indicator,Play,Period
02:32,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by GONZALEZ,LORENZO",,,"REBOUND DEF by GONZALEZ,LORENZO",2
02:23,,93 (+2),,91,"GOOD LAYUP by KAISER,TOM(in the paint)",UDMBB 93-91 (+2),,"GOOD LAYUP by KAISER,TOM(in the paint)",2
--,,,,,"ASSIST  by GARATE,VICTOR",,,"ASSIST  by GARATE,VICTOR",2
01:54,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by SARRAT,MICHAEL",,,"REBOUND DEF by SARRAT,MICHAEL",2
01:46,,,,,"MISS 3PTR by GARATE,VICTOR",,,"MISS 3PTR by GARATE,VICTOR",2
--,,,,,"REBOUND OFF by SARRAT,MICHAEL",,,"REBOUND OFF by SARRAT,MICHAEL",2
01:42,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
01:42,,,,,"MISS FT by SARRAT,MICHAEL",,,"MISS FT by SARRAT,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:42,,,,,"MISS FT by SARRAT,MICHAEL",,,"MISS FT by SARRAT,MICHAEL",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
01:42,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
01:42,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
01:42,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
01:42,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
01:24,"GOOD 3PTR by SMITH,PRESTON",96 (+5),,91,,HENDRIX 96-91 (+5),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
01:14,,96 (+2),,94,"GOOD 3PTR by GARATE,VICTOR",UDMBB 96-94 (+2),,"GOOD 3PTR by GARATE,VICTOR",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
01:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:56,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:39,,96,,96,"GOOD LAYUP by KAISER,TOM(in the paint)",UDMBB 96-96 (0),,"GOOD LAYUP by KAISER,TOM(in the paint)",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
00:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:16,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
00:02,,,,,"MISS 3PTR by COLVIN,DARRIUS",,,"MISS 3PTR by COLVIN,DARRIUS",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
05:00,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",3
05:00,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",3
05:00,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",3
05:00,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",3
04:48,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",3
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",3
04:24,,,,,"MISS JUMPER by SARRAT,MICHAEL",,,"MISS JUMPER by SARRAT,MICHAEL",3
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",3
03:54,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",3
03:27,,,,,"MISS 3PTR by COLVIN,DARRIUS",,,"MISS 3PTR by COLVIN,DARRIUS",3
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",3
03:21,"TURNOVER  by STEELE,AARON",,,,,,,"TURNOVER  by STEELE,AARON",3
03:20,,,,,"STEAL  by SARRAT,MICHAEL",,,"STEAL  by SARRAT,MICHAEL",3
03:07,,,,,"MISS JUMPER by COLVIN,DARRIUS",,,"MISS JUMPER by COLVIN,DARRIUS",3
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",3
02:39,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",3
--,,,,,"REBOUND DEF by KAISER,TOM",,,"REBOUND DEF by KAISER,TOM",3
02:25,,,,,"TURNOVER  by KAISER,TOM",,,"TURNOVER  by KAISER,TOM",3
02:25,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",3
02:25,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",3
02:14,"MISS 3PTR by BATCHELOR,BRYCE",,,,,,,"MISS 3PTR by BATCHELOR,BRYCE",3
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",3
02:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
01:47,,96,,98 (+2),"GOOD LAYUP by KAISER,TOM(in the paint)",UDMBB 96-98 (-2),,"GOOD LAYUP by KAISER,TOM(in the paint)",3
--,,,,,"ASSIST  by SARRAT,MICHAEL",,,"ASSIST  by SARRAT,MICHAEL",3
01:22,"GOOD JUMPER by LINK,JACOB(in the paint)",98,,98,,HENDRIX 98-98 (0),,"GOOD JUMPER by LINK,JACOB(in the paint)",3
01:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:57,,98,,100 (+2),"GOOD LAYUP by SARRAT,MICHAEL(in the paint)",UDMBB 98-100 (-2),,"GOOD LAYUP by SARRAT,MICHAEL(in the paint)",3
--,,,,,"ASSIST  by KAISER,TOM",,,"ASSIST  by KAISER,TOM",3
00:56,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",3
00:56,,98,,101 (+3),"GOOD FT by SARRAT,MICHAEL",UDMBB 98-101 (-3),,"GOOD FT by SARRAT,MICHAEL",3
00:42,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",3
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",3
00:15,,,,,"MISS LAYUP by COLVIN,DARRIUS",,,"MISS LAYUP by COLVIN,DARRIUS",3
00:15,"BLOCK  by BATCHELOR,BRYCE",,,,,,,"BLOCK  by BATCHELOR,BRYCE",3
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,3
00:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:13,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",3
00:13,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",3
00:12,,,,,"MISS 3PTR by SARRAT,MICHAEL",,,"MISS 3PTR by SARRAT,MICHAEL",3
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",3
00:02,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",3
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",3
